Issue Title,Issue Body,Is Bug
"Allow passing `(<name>, <module>)` tuples to `nn.Sequential` module: nn triaged enhancement","### 🚀 The feature, motivation and pitch

*(I am ready to implement this feature)*

Currently, creating a `nn.Sequential` with named modules requires one more import and two more indentations compared to the version without names:

```
# Without names.
model = nn.Sequential(
   hello_module,
   world_module,
)
```
```
# With names.
from collections import OrderedDict

model = nn.Sequential(
    OrderedDict(
        [
            ('hello', hello_module),
            ('world', world_module),
        ]
    )
)
```

Given how frequently this construction occurs in practice, I propose improving its ergonomics by allowing the following:

```
# With names.
model = nn.Sequential(
    ('hello', hello_module),
    ('world', world_module),
)
```

The new constructor should raise an exception if there are duplicated names among the provided tuples.

### Alternatives

_No response_

### Additional context

There is also https://github.com/pytorch/pytorch/issues/84751. However:
- The linked issue seems to have a significantly wider scope.
- This is something I am not sure about, but I'll mention this just in case: the proposed version has a pretty simple semantics which is ""order of tuples == order of modules"". With the `dict`-based version, technically, it is also true, but it may be slightly less intuitive given a long history of `dict` being unordered (and similar collections being unordered in other languages).

cc @albanD @mruberry @jbschlosser @walterddr @mikaylagawarecki",False
DISABLED test_lgamma_cpu (__main__.CpuTests) triaged module: flaky-tests skipped module: inductor,"Platforms: linux

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_lgamma_cpu&suite=CpuTests) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/18429305821).

Over the past 3 hours, it has been determined flaky in 2 workflow(s) with 6 failures and 2 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_lgamma_cpu`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `inductor/test_torchinductor.py`

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @peterbell10 @ipiszy @yf225 @chenyang78 @kadeng @muchulee8 @aakhundov @ColinPeppler",False
Is there any function in pytorch that can visualize the function calling relationship and the calling relationship of the dynamic link library? ,"### 🚀 The feature, motivation and pitch

Is there any function in pytorch that can visualize the function calling relationship and the calling relationship of the dynamic link library?

### Alternatives

_No response_

### Additional context

_No response_",False
Add Docstrings to ./torch/_refs/__init__.py module: docs triaged medium docathon-h2-2023,"Add docstrings on the following lines. Follow these [docstring guidelines](https://github.com/pytorch/pytorch/blob/main/CONTRIBUTING.md#docstring-type-formatting). A docstring should have:
* A short one-sentence description in imperative mode.
* A longer description.
* A list of associated Args.
* A return value (for functions)
* An example
Follow the existing patterns in the file you are editing. After adding the docstring, run:
```
lintrunner -a
```
- **File**: `./torch/_refs/__init__.py`, **Line**: 1663
- **File**: `./torch/_refs/__init__.py`, **Line**: 1672
- **File**: `./torch/_refs/__init__.py`, **Line**: 1682
- **File**: `./torch/_refs/__init__.py`, **Line**: 1703
- **File**: `./torch/_refs/__init__.py`, **Line**: 1742
- **File**: `./torch/_refs/__init__.py`, **Line**: 1778

cc @carljparker",False
Add Docstrings to ./torch/_refs/__init__.py module: docs triaged medium docathon-h2-2023,"Add docstrings on the following lines. Follow these [docstring guidelines](https://github.com/pytorch/pytorch/blob/main/CONTRIBUTING.md#docstring-type-formatting). A docstring should have:
* A short one-sentence description in imperative mode.
* A longer description.
* A list of associated Args.
* A return value (for functions)
* An example
Follow the existing patterns in the file you are editing. After adding the docstring, run:
```
lintrunner -a
```
- **File**: `./torch/_refs/__init__.py`, **Line**: 1616
- **File**: `./torch/_refs/__init__.py`, **Line**: 1629
- **File**: `./torch/_refs/__init__.py`, **Line**: 1638
- **File**: `./torch/_refs/__init__.py`, **Line**: 1646
- **File**: `./torch/_refs/__init__.py`, **Line**: 1654

cc @carljparker",False
Add Docstrings to ./torch/_refs/__init__.py module: docs triaged medium docathon-h2-2023,"Add docstrings on the following lines. Follow these [docstring guidelines](https://github.com/pytorch/pytorch/blob/main/CONTRIBUTING.md#docstring-type-formatting). A docstring should have:
* A short one-sentence description in imperative mode.
* A longer description.
* A list of associated Args.
* A return value (for functions)
* An example
Follow the existing patterns in the file you are editing. After adding the docstring, run:
```
lintrunner -a
```
- **File**: `./torch/_refs/__init__.py`, **Line**: 1526
- **File**: `./torch/_refs/__init__.py`, **Line**: 1584
- **File**: `./torch/_refs/__init__.py`, **Line**: 1596
- **File**: `./torch/_refs/__init__.py`, **Line**: 1604
- **File**: `./torch/_refs/__init__.py`, **Line**: 1616

cc @carljparker",False
Add Docstrings to ./torch/_refs/__init__.py module: docs triaged medium docathon-h2-2023,"Add docstrings on the following lines. Follow these [docstring guidelines](https://github.com/pytorch/pytorch/blob/main/CONTRIBUTING.md#docstring-type-formatting). A docstring should have:
* A short one-sentence description in imperative mode.
* A longer description.
* A list of associated Args.
* A return value (for functions)
* An example
Follow the existing patterns in the file you are editing. After adding the docstring, run:
```
lintrunner -a
```
- **File**: `./torch/_refs/__init__.py`, **Line**: 1361
- **File**: `./torch/_refs/__init__.py`, **Line**: 1371
- **File**: `./torch/_refs/__init__.py`, **Line**: 1381
- **File**: `./torch/_refs/__init__.py`, **Line**: 1390
- **File**: `./torch/_refs/__init__.py`, **Line**: 1504

cc @carljparker",False
Add Docstrings to ./torch/_refs/__init__.py module: docs triaged medium docathon-h2-2023,"Add docstrings on the following lines. Follow these [docstring guidelines](https://github.com/pytorch/pytorch/blob/main/CONTRIBUTING.md#docstring-type-formatting). A docstring should have:
* A short one-sentence description in imperative mode.
* A longer description.
* A list of associated Args.
* A return value (for functions)
* An example
Follow the existing patterns in the file you are editing. After adding the docstring, run:
```
lintrunner -a
```
- **File**: `./torch/_refs/__init__.py`, **Line**: 1183
- **File**: `./torch/_refs/__init__.py`, **Line**: 1211
- **File**: `./torch/_refs/__init__.py`, **Line**: 1269
- **File**: `./torch/_refs/__init__.py`, **Line**: 1341
- **File**: `./torch/_refs/__init__.py`, **Line**: 1351

cc @carljparker",False
Add Docstrings to ./torch/_refs/__init__.py module: docs triaged medium docathon-h2-2023,"Add docstrings on the following lines. Follow these [docstring guidelines](https://github.com/pytorch/pytorch/blob/main/CONTRIBUTING.md#docstring-type-formatting). A docstring should have:
* A short one-sentence description in imperative mode.
* A longer description.
* A list of associated Args.
* A return value (for functions)
* An example
Follow the existing patterns in the file you are editing. After adding the docstring, run:
```
lintrunner -a
```
- **File**: `./torch/_refs/__init__.py`, **Line**: 1114
- **File**: `./torch/_refs/__init__.py`, **Line**: 1122
- **File**: `./torch/_refs/__init__.py`, **Line**: 1130
- **File**: `./torch/_refs/__init__.py`, **Line**: 1148
- **File**: `./torch/_refs/__init__.py`, **Line**: 1174

cc @carljparker",False
"Add Docstrings to ./torch/_refs/__init__.py, ./torch/_refs/special/__init__.py, ./torch/masked/_ops.py module: docs triaged medium docathon-h2-2023","Add docstrings on the following lines. Follow these [docstring guidelines](https://github.com/pytorch/pytorch/blob/main/CONTRIBUTING.md#docstring-type-formatting). A docstring should have:
* A short one-sentence description in imperative mode.
* A longer description.
* A list of associated Args.
* A return value (for functions)
* An example
Follow the existing patterns in the file you are editing. After adding the docstring, run:
```
lintrunner -a
```
- **File**: `./torch/_refs/special/__init__.py`, **Line**: 231
- **File**: `./torch/masked/_ops.py`, **Line**: 1479
- **File**: `./torch/_refs/__init__.py`, **Line**: 1080
- **File**: `./torch/_refs/__init__.py`, **Line**: 1090
- **File**: `./torch/_refs/__init__.py`, **Line**: 1098
- **File**: `./torch/_refs/__init__.py`, **Line**: 1106

cc @carljparker",False
DISABLED test_2d_optim_state_dict_is_even_sharded_model_True (__main__.TestNew2dParallelStateDict) skipped,"
Probably the same situation as https://github.com/pytorch/pytorch/issues/112969


This test was disabled because it is failing on main branch ([recent examples](http://torch-ci.com/failure/distributed%2Ftensor%2Fparallel%2Ftest_fsdp_2d_parallel.py%3A%3ATestNew2dParallelStateDict%3A%3Atest_2d_optim_state_dict_is_even_sharded_model_True)).
```
2023-11-06T15:42:54.5951979Z =========================== short test summary info ============================
2023-11-06T15:42:54.5953682Z FAILED [3.0441s] distributed/tensor/parallel/test_fsdp_2d_parallel.py::TestNew2dParallelStateDict::test_2d_optim_state_dict_is_even_sharded_model_True - RuntimeError: Process 0 exited with error code 10 and exception:
2023-11-06T15:42:54.5955162Z Traceback (most recent call last):
2023-11-06T15:42:54.5956257Z   File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_distributed.py"", line 658, in run_test
2023-11-06T15:42:54.5957268Z     getattr(self, test_name)()
2023-11-06T15:42:54.5958307Z   File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_distributed.py"", line 544, in wrapper
2023-11-06T15:42:54.5959291Z     fn()
2023-11-06T15:42:54.5960202Z   File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 2536, in wrapper
2023-11-06T15:42:54.5961164Z     method(*args, **kwargs)
2023-11-06T15:42:54.5962216Z   File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_utils.py"", line 364, in instantiated_test
2023-11-06T15:42:54.5963245Z     test(self, **param_kwargs)
2023-11-06T15:42:54.5964399Z   File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/distributed/_tensor/common_dtensor.py"", line 190, in wrapper
2023-11-06T15:42:54.5965612Z     func(self, *args, **kwargs)  # type: ignore[misc]
2023-11-06T15:42:54.5966806Z   File ""/opt/conda/envs/py_3.10/lib/python3.10/site-packages/torch/testing/_internal/common_distributed.py"", line 174, in wrapper
2023-11-06T15:42:54.5967981Z     return func(*args, **kwargs)
2023-11-06T15:42:54.5969018Z   File ""/var/lib/jenkins/workspace/test/distributed/tensor/parallel/test_fsdp_2d_parallel.py"", line 571, in test_2d_optim_state_dict
2023-11-06T15:42:54.5970105Z     _, no_wrap_osd = get_state_dict(
2023-11-06T15:42:54.5970814Z TypeError: get_state_dict() got an unexpected keyword argument 'optim_only'
```
",False
"[aotinductor] xcit_large_24_p8_224: AssertionError: expected size 768==768, stride 784==1 at dim=1 triaged oncall: pt2","Repro:
```
python benchmarks/dynamo/timm_models.py --inference --bfloat16   --disable-cudagraphs --device cuda --only xcit_large_24_p8_224   --export-aot-inductor --performance
```
Error:
```
    assert_size_stride(buf12, (1, 768, 28, 28), (602112, 1, 21504, 768))
AssertionError: expected size 768==768, stride 784==1 at dim=1
```

cc @ezyang @msaroufim @wconstab @bdhirsh @anijain2305 @zou3519",False
torch/ao/quantization pydocstyle module: docs triaged medium topic: not user facing docathon-h2-2023,"### 📚 The doc issue

For files
```
__init__.py
_correct_bias.py
_equalize.py
_learnable_fake_quantize.py
backend_config
experimental
fake_quantize.py
fuse_modules.py
fuser_method_mappings.py
```

Correct the following
```
__init__.py:1 at module level:
        D104: Missing docstring in public package
__init__.py:144 in public function `default_eval_fn`:
        D205: 1 blank line required between summary line and description (found 0)
__init__.py:144 in public function `default_eval_fn`:
        D400: First line should end with a period (not 'f')
__init__.py:144 in public function `default_eval_fn`:
        D401: First line should be in imperative mood; try rephrasing (found 'Default')
__init__.py:152 in private class `_DerivedObserverOrFakeQuantize`:
        D204: 1 blank line required after class docstring (found 0)
__init__.py:152 in private class `_DerivedObserverOrFakeQuantize`:
        D205: 1 blank line required between summary line and description (found 0)
__init__.py:152 in private class `_DerivedObserverOrFakeQuantize`:
        D210: No whitespaces allowed surrounding docstring text
__init__.py:152 in private class `_DerivedObserverOrFakeQuantize`:
        D400: First line should end with a period (not 's')
_correct_bias.py:20 in public function `get_module`:
        D200: One-line docstring should fit on one line with quotes (found 2)
_correct_bias.py:20 in public function `get_module`:
        D210: No whitespaces allowed surrounding docstring text
_correct_bias.py:20 in public function `get_module`:
        D300: Use """"""triple double quotes"""""" (found '''-quotes)
_correct_bias.py:20 in public function `get_module`:
        D400: First line should end with a period (not 'l')
_correct_bias.py:25 in public function `parent_child_names`:
        D200: One-line docstring should fit on one line with quotes (found 2)
_correct_bias.py:25 in public function `parent_child_names`:
        D300: Use """"""triple double quotes"""""" (found '''-quotes)
_correct_bias.py:25 in public function `parent_child_names`:
        D400: First line should end with a period (not 'e')
_correct_bias.py:25 in public function `parent_child_names`:
        D401: First line should be in imperative mood (perhaps 'Split', not 'Splits')
_correct_bias.py:34 in public function `get_param`:
        D205: 1 blank line required between summary line and description (found 0)
_correct_bias.py:34 in public function `get_param`:
        D210: No whitespaces allowed surrounding docstring text
_correct_bias.py:34 in public function `get_param`:
        D300: Use """"""triple double quotes"""""" (found '''-quotes)
_correct_bias.py:34 in public function `get_param`:
        D400: First line should end with a period (not 's')
_correct_bias.py:44 in public class `MeanShadowLogger`:
        D204: 1 blank line required after class docstring (found 0)
_correct_bias.py:44 in public class `MeanShadowLogger`:
        D205: 1 blank line required between summary line and description (found 0)
_correct_bias.py:44 in public class `MeanShadowLogger`:
        D400: First line should end with a period (not 'n')
_correct_bias.py:47 in public method `__init__`:
        D107: Missing docstring in __init__
_correct_bias.py:56 in public method `forward`:
        D205: 1 blank line required between summary line and description (found 0)
_correct_bias.py:56 in public method `forward`:
        D210: No whitespaces allowed surrounding docstring text
_correct_bias.py:56 in public method `forward`:
        D300: Use """"""triple double quotes"""""" (found '''-quotes)
_correct_bias.py:56 in public method `forward`:
        D401: First line should be in imperative mood; try rephrasing (found 'The')
_correct_bias.py:77 in public method `clear`:
        D102: Missing docstring in public method
_correct_bias.py:85 in public function `bias_correction`:
        D205: 1 blank line required between summary line and description (found 0)
_correct_bias.py:85 in public function `bias_correction`:
        D210: No whitespaces allowed surrounding docstring text
_correct_bias.py:85 in public function `bias_correction`:
        D300: Use """"""triple double quotes"""""" (found '''-quotes)
_correct_bias.py:85 in public function `bias_correction`:
        D400: First line should end with a period (not 's')
_correct_bias.py:85 in public function `bias_correction`:
        D401: First line should be in imperative mood (perhaps 'Use', not 'Using')
_equalize.py:22 in public function `set_module_weight`:
        D103: Missing docstring in public function
_equalize.py:28 in public function `set_module_bias`:
        D103: Missing docstring in public function
_equalize.py:34 in public function `get_module_weight`:
        D103: Missing docstring in public function
_equalize.py:40 in public function `get_module_bias`:
        D103: Missing docstring in public function
_equalize.py:47 in public function `max_over_ndim`:
        D200: One-line docstring should fit on one line with quotes (found 2)
_equalize.py:47 in public function `max_over_ndim`:
        D210: No whitespaces allowed surrounding docstring text
_equalize.py:47 in public function `max_over_ndim`:
        D300: Use """"""triple double quotes"""""" (found '''-quotes)
_equalize.py:47 in public function `max_over_ndim`:
        D400: First line should end with a period (not 's')
_equalize.py:47 in public function `max_over_ndim`:
        D401: First line should be in imperative mood (perhaps 'Apply', not 'Applies')
_equalize.py:55 in public function `min_over_ndim`:
        D200: One-line docstring should fit on one line with quotes (found 2)
_equalize.py:55 in public function `min_over_ndim`:
        D210: No whitespaces allowed surrounding docstring text
_equalize.py:55 in public function `min_over_ndim`:
        D300: Use """"""triple double quotes"""""" (found '''-quotes)
_equalize.py:55 in public function `min_over_ndim`:
        D400: First line should end with a period (not 's')
_equalize.py:55 in public function `min_over_ndim`:
        D401: First line should be in imperative mood (perhaps 'Apply', not 'Applies')
_equalize.py:63 in public function `channel_range`:
        D200: One-line docstring should fit on one line with quotes (found 2)
_equalize.py:63 in public function `channel_range`:
        D210: No whitespaces allowed surrounding docstring text
_equalize.py:63 in public function `channel_range`:
        D300: Use """"""triple double quotes"""""" (found '''-quotes)
_equalize.py:63 in public function `channel_range`:
        D400: First line should end with a period (not 'l')
_equalize.py:63 in public function `channel_range`:
        D401: First line should be in imperative mood (perhaps 'Find', not 'finds')
_equalize.py:63 in public function `channel_range`:
        D403: First word of the first line should be properly capitalized ('Finds', not 'finds')
_equalize.py:76 in public function `cross_layer_equalization`:
        D205: 1 blank line required between summary line and description (found 0)
_equalize.py:76 in public function `cross_layer_equalization`:
        D210: No whitespaces allowed surrounding docstring text
_equalize.py:76 in public function `cross_layer_equalization`:
        D300: Use """"""triple double quotes"""""" (found '''-quotes)
_equalize.py:76 in public function `cross_layer_equalization`:
        D400: First line should end with a period (not 't')
_equalize.py:120 in public function `equalize`:
        D205: 1 blank line required between summary line and description (found 0)
_equalize.py:120 in public function `equalize`:
        D210: No whitespaces allowed surrounding docstring text
_equalize.py:120 in public function `equalize`:
        D300: Use """"""triple double quotes"""""" (found '''-quotes)
_equalize.py:120 in public function `equalize`:
        D400: First line should end with a period (not 'l')
_equalize.py:159 in public function `converged`:
        D205: 1 blank line required between summary line and description (found 0)
_equalize.py:159 in public function `converged`:
        D210: No whitespaces allowed surrounding docstring text
_equalize.py:159 in public function `converged`:
        D300: Use """"""triple double quotes"""""" (found '''-quotes)
_equalize.py:159 in public function `converged`:
        D400: First line should end with a period (not 's')
_equalize.py:159 in public function `converged`:
        D401: First line should be in imperative mood (perhaps 'Test', not 'Tests')
_learnable_fake_quantize.py:8 in private class `_LearnableFakeQuantize`:
        D204: 1 blank line required after class docstring (found 0)
_learnable_fake_quantize.py:8 in private class `_LearnableFakeQuantize`:
        D205: 1 blank line required between summary line and description (found 0)
_learnable_fake_quantize.py:8 in private class `_LearnableFakeQuantize`:
        D210: No whitespaces allowed surrounding docstring text
_learnable_fake_quantize.py:8 in private class `_LearnableFakeQuantize`:
        D400: First line should end with a period (not 'h')
_learnable_fake_quantize.py:68 in private method `enable_param_learning`:
        D205: 1 blank line required between summary line and description (found 0)
_learnable_fake_quantize.py:68 in private method `enable_param_learning`:
        D400: First line should end with a period (not 'd')
_learnable_fake_quantize.py:68 in private method `enable_param_learning`:
        D401: First line should be in imperative mood (perhaps 'Enable', not 'Enables')
_learnable_fake_quantize.py:78 in private method `enable_static_estimate`:
        D205: 1 blank line required between summary line and description (found 0)
_learnable_fake_quantize.py:78 in private method `enable_static_estimate`:
        D400: First line should end with a period (not 'f')
_learnable_fake_quantize.py:78 in private method `enable_static_estimate`:
        D401: First line should be in imperative mood (perhaps 'Enable', not 'Enables')
_learnable_fake_quantize.py:87 in private method `enable_static_observation`:
        D205: 1 blank line required between summary line and description (found 0)
_learnable_fake_quantize.py:87 in private method `enable_static_observation`:
        D400: First line should end with a period (not 't')
_learnable_fake_quantize.py:87 in private method `enable_static_observation`:
        D401: First line should be in imperative mood (perhaps 'Enable', not 'Enables')
fake_quantize.py:1 at module level:
        D205: 1 blank line required between summary line and description (found 0)
fake_quantize.py:1 at module level:
        D400: First line should end with a period (not 'n')
fake_quantize.py:61 in public class `FakeQuantizeBase`:
        D205: 1 blank line required between summary line and description (found 0)
fake_quantize.py:61 in public class `FakeQuantizeBase`:
        D210: No whitespaces allowed surrounding docstring text
fake_quantize.py:61 in public class `FakeQuantizeBase`:
        D400: First line should end with a period (not 'e')
fake_quantize.py:74 in public method `__init__`:
        D107: Missing docstring in __init__
fake_quantize.py:83 in public method `forward`:
        D102: Missing docstring in public method
fake_quantize.py:87 in public method `calculate_qparams`:
        D102: Missing docstring in public method
fake_quantize.py:91 in public method `enable_fake_quant`:
        D102: Missing docstring in public method
fake_quantize.py:95 in public method `disable_fake_quant`:
        D102: Missing docstring in public method
fake_quantize.py:99 in public method `enable_observer`:
        D102: Missing docstring in public method
fake_quantize.py:103 in public method `disable_observer`:
        D102: Missing docstring in public method
fake_quantize.py:107 in public method `with_args`:
        D102: Missing docstring in public method
fake_quantize.py:115 in public class `FakeQuantize`:
        D205: 1 blank line required between summary line and description (found 0)
fake_quantize.py:115 in public class `FakeQuantize`:
        D210: No whitespaces allowed surrounding docstring text
fake_quantize.py:115 in public class `FakeQuantize`:
        D412: No blank lines allowed between a section header and its content ('Attributes')
fake_quantize.py:150 in public method `__init__`:
        D107: Missing docstring in __init__
fake_quantize.py:188 in public method `calculate_qparams`:
        D102: Missing docstring in public method
fake_quantize.py:191 in public method `forward`:
        D102: Missing docstring in public method
fake_quantize.py:214 in public method `extra_repr`:
        D102: Missing docstring in public method
fake_quantize.py:262 in public class `FixedQParamsFakeQuantize`:
        D205: 1 blank line required between summary line and description (found 0)
fake_quantize.py:262 in public class `FixedQParamsFakeQuantize`:
        D210: No whitespaces allowed surrounding docstring text
fake_quantize.py:262 in public class `FixedQParamsFakeQuantize`:
        D400: First line should end with a period (not 'n')
fake_quantize.py:268 in public method `__init__`:
        D107: Missing docstring in __init__
fake_quantize.py:279 in public method `calculate_qparams`:
        D102: Missing docstring in public method
fake_quantize.py:283 in public method `extra_repr`:
        D102: Missing docstring in public method
fake_quantize.py:292 in public class `FusedMovingAvgObsFakeQuantize`:
        D205: 1 blank line required between summary line and description (found 0)
fake_quantize.py:292 in public class `FusedMovingAvgObsFakeQuantize`:
        D400: First line should end with a period (not 'e')
fake_quantize.py:307 in public method `__init__`:
        D107: Missing docstring in __init__
fake_quantize.py:322 in public method `calculate_qparams`:
        D102: Missing docstring in public method
fake_quantize.py:326 in public method `extra_repr`:
        D102: Missing docstring in public method
fake_quantize.py:342 in public method `forward`:
        D102: Missing docstring in public method
fake_quantize.py:480 in private function `_is_fake_quant_script_module`:
        D200: One-line docstring should fit on one line with quotes (found 2)
fake_quantize.py:480 in private function `_is_fake_quant_script_module`:
        D210: No whitespaces allowed surrounding docstring text
fake_quantize.py:480 in private function `_is_fake_quant_script_module`:
        D300: Use """"""triple double quotes"""""" (found '''-quotes)
fake_quantize.py:480 in private function `_is_fake_quant_script_module`:
        D401: First line should be in imperative mood (perhaps 'Return', not 'Returns')
fake_quantize.py:491 in public function `disable_fake_quant`:
        D400: First line should end with a period (not ':')
fake_quantize.py:502 in public function `enable_fake_quant`:
        D400: First line should end with a period (not ':')
fake_quantize.py:513 in public function `disable_observer`:
        D400: First line should end with a period (not ':')
fake_quantize.py:524 in public function `enable_observer`:
        D400: First line should end with a period (not ':')
fuse_modules.py:1 at module level:
        D100: Missing docstring in public module
fuse_modules.py:39 in public function `fuse_known_modules`:
        D205: 1 blank line required between summary line and description (found 0)
fuse_modules.py:39 in public function `fuse_known_modules`:
        D400: First line should end with a period (not 'd')
fuse_modules.py:39 in public function `fuse_known_modules`:
        D401: First line should be in imperative mood (perhaps 'Return', not 'Returns')
fuse_modules.py:104 in public function `fuse_modules`:
        D400: First line should end with a period (not 'e')
fuse_modules.py:167 in public function `fuse_modules_qat`:
        D200: One-line docstring should fit on one line with quotes (found 2)
fuse_modules.py:167 in public function `fuse_modules_qat`:
        D210: No whitespaces allowed surrounding docstring text
fuse_modules.py:167 in public function `fuse_modules_qat`:
        D400: First line should end with a period (not '`')
fuser_method_mappings.py:1 at module level:
        D100: Missing docstring in public module
fuser_method_mappings.py:18 in public function `fuse_conv_bn`:
        D400: First line should end with a period (not 'e')
fuser_method_mappings.py:55 in public function `fuse_conv_bn_relu`:
        D400: First line should end with a period (not 'e')
fuser_method_mappings.py:102 in public function `fuse_linear_bn`:
        D400: First line should end with a period (not 'e')
fuser_method_mappings.py:131 in public function `fuse_convtranspose_bn`:
        D400: First line should end with a period (not 'e')
fuser_method_mappings.py:154 in private function `_sequential_wrapper2`:
        D205: 1 blank line required between summary line and description (found 0)
fuser_method_mappings.py:154 in private function `_sequential_wrapper2`:
        D210: No whitespaces allowed surrounding docstring text
fuser_method_mappings.py:154 in private function `_sequential_wrapper2`:
        D400: First line should end with a period (not 's')
fuser_method_mappings.py:182 in public function `get_fuser_method`:
        D205: 1 blank line required between summary line and description (found 0)
fuser_method_mappings.py:182 in public function `get_fuser_method`:
        D210: No whitespaces allowed surrounding docstring text
fuser_method_mappings.py:182 in public function `get_fuser_method`:
        D300: Use """"""triple double quotes"""""" (found '''-quotes)
fuser_method_mappings.py:182 in public function `get_fuser_method`:
        D400: First line should end with a period (not ',')
fuser_method_mappings.py:205 in private function `_get_valid_patterns`:
        D205: 1 blank line required between summary line and description (found 0)
fuser_method_mappings.py:205 in private function `_get_valid_patterns`:
        D400: First line should end with a period (not ',')
fuser_method_mappings.py:205 in private function `_get_valid_patterns`:
        D401: First line should be in imperative mood (perhaps 'Return', not 'Returns')
fuser_method_mappings.py:238 in public function `get_fuser_method_new`:
        D205: 1 blank line required between summary line and description (found 0)
fuser_method_mappings.py:238 in public function `get_fuser_method_new`:
        D210: No whitespaces allowed surrounding docstring text
fuser_method_mappings.py:238 in public function `get_fuser_method_new`:
        D400: First line should end with a period (not 'd')
fuser_method_mappings.py:238 in public function `get_fuser_method_new`:
        D401: First line should be in imperative mood; try rephrasing (found 'This')
```

### Suggest a potential alternative/fix

_No response_

cc @svekars @carljparker",False
DISABLED test_2d_optim_state_dict_is_even_sharded_model_False (__main__.TestNew2dParallelStateDict) oncall: distributed triaged skipped,"Platforms: linux

This test was disabled because it is failing on main branch ([recent examples](https://hud.pytorch.org/failure?name=periodic%20%2F%20linux-focal-cuda11.8-py3.9-gcc9%20%2F%20test%20(multigpu%2C%201%2C%201%2C%20linux.g5.12xlarge.nvidia.gpu)&jobName=linux-focal-cuda11.8-py3.9-gcc9%20%2F%20test%20(multigpu%2C%201%2C%201%2C%20linux.g5.12xlarge.nvidia.gpu)&failureCaptures=%5B%22distributed%2Ftensor%2Fparallel%2Ftest_fsdp_2d_parallel.py%3A%3ATestNew2dParallelStateDict%3A%3Atest_2d_optim_state_dict_is_even_sharded_model_False%22%5D)).

This test starts failing for multigpu after https://hud.pytorch.org/pytorch/pytorch/commit/9d0c3e21d0b0d7c7a972b56b519b3b2e5732f509

cc @mrshenli @pritamdamania87 @zhaojuanmao @satgera @rohan-varma @gqchen @aazzolini @osalpekar @jiayisuse @H-Huang @kwen2501 @awgu @penguinwu @fegin",False
DISABLED test_transpose_inference_mode_interaction_cpu_float16 (__main__.TestNestedTensorDeviceTypeCPU) triaged module: flaky-tests module: nestedtensor skipped,"Platforms: asan, linux, mac, macos

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_transpose_inference_mode_interaction_cpu_float16&suite=TestNestedTensorDeviceTypeCPU) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/18345948393).

Over the past 3 hours, it has been determined flaky in 3 workflow(s) with 3 failures and 3 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_transpose_inference_mode_interaction_cpu_float16`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `test_nestedtensor.py`

cc @cpuhrsch @jbschlosser @bhosmer @drisspg @soulitzer",False
