Issue Number,Issue Title,Time created,Time closed,Number of Assignees,Number of Comments,Tags
61652,Check failed when running tensorflow.python.ops.gen_nn_ops.max_pool_grad_with_argmax (colab+local),2023-08-21 04:27:24+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.13"")]"
61647,docs: spurious favicon in template,2023-08-20 01:35:20+00:00,,1,6,"[Label(name=""type:docs-bug""), Label(name=""stat:awaiting tensorflower"")]"
61643,Check failure when running tf.keras.layers.RepeatVector,2023-08-19 02:33:17+00:00,,1,5,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""comp:gpu""), Label(name=""TF 2.13"")]"
61642,Check failure when running tf.compat.v1.layers.MaxPooling1D,2023-08-19 02:28:18+00:00,,1,7,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.13"")]"
61639,Softmax overflow issue with a large tensor,2023-08-18 13:55:11+00:00,,1,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:apis""), Label(name=""TF 2.13"")]"
61616, Test_on_batch() gives the same loss output on different batches in a single run,2023-08-17 23:10:29+00:00,,2,18,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:keras""), Label(name=""TF2.14"")]"
61593,"Build: Protobuf fails with ""File already exists in database""",2023-08-16 14:24:31+00:00,,2,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""type:build/install""), Label(name=""TF 2.13"")]"
61578,Abort when running tensorflow.python.ops.nn_ops.max_pool,2023-08-15 02:01:35+00:00,,1,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.13"")]"
61571,Crash when running tensorflow.python.framework.importer._PopulateTFImportGraphDefOptions,2023-08-15 01:27:36+00:00,,1,7,"[Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.10"")]"
61570,Crash when running tensorflow.python.framework.importer._GatherReturnElements,2023-08-15 01:25:50+00:00,,1,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:core""), Label(name=""TF 2.13"")]"
61562,Floating point exception when running tensorflow.python.ops.gen_array_ops.depth_to_space,2023-08-14 23:10:46+00:00,,1,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.13"")]"
61560,Crash when running tensorflow.python.ops.gen_math_ops._histogram_fixed_width,2023-08-14 23:03:24+00:00,,1,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.13"")]"
61557,Crash when running tensorflow.python.ops.list_ops.tensor_list_from_tensor,2023-08-14 22:16:47+00:00,,1,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.11"")]"
61551,Protobuf 4.24.0 break tensorflow and causes segfault with TF 2.12,2023-08-14 08:04:11+00:00,,2,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install""), Label(name=""subtype: ubuntu/linux""), Label(name=""TF 2.12"")]"
61549,"Based on FP16, the network training of resnet50 was carried out, and the existence accuracy randomly converged to 0.76",2023-08-14 03:02:13+00:00,,1,9,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:support""), Label(name=""comp:model""), Label(name=""TF 2.11"")]"
61547,Segmentation fault when running tensorflow.python.ops.gen_image_ops.resize_bicubic,2023-08-13 06:20:08+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.13"")]"
61546,Segmentation fault when running tensorflow.python.framework.importer._PopulateTFImportGraphDefOptions,2023-08-13 06:13:49+00:00,,1,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.11"")]"
61541,Floating point exception when running array_ops.depth_to_space,2023-08-13 04:45:46+00:00,,1,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.11"")]"
61538,tensorflow.python.autograph.operators.data_structures.tf_tensor_list_new,2023-08-13 04:11:20+00:00,,1,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.11"")]"
61531,Segmentation fault when running tensorflow.python.framework.kernels.get_registered_kernels_for_op,2023-08-12 17:41:26+00:00,,1,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.13"")]"
61530,Abort when running tensorflow.python.ops.array_ops.quantize_and_dequantize_v2,2023-08-12 16:55:59+00:00,,1,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.13"")]"
61529,quantized range of fake_quant_with_min_max_args is -2**num_bits + 1 to 2 ** num_bits.,2023-08-12 09:04:02+00:00,,1,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.13"")]"
61520,tf.math.floormod performance issue,2023-08-11 07:59:42+00:00,,1,0,"[Label(name=""stat:awaiting tensorflower""), Label(name=""comp:ops""), Label(name=""type:performance""), Label(name=""TF 2.13"")]"
61515,group_by_window unexpectedly uses key for ordering group output,2023-08-10 15:24:14+00:00,,1,3,"[Label(name=""stat:awaiting response""), Label(name=""type:bug""), Label(name=""comp:data"")]"
61510,tf.matmul gives wrong result on CPUs with avx512_vnni,2023-08-09 11:02:05+00:00,,1,10,"[Label(name=""stat:awaiting response""), Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""subtype:cpu-intel""), Label(name=""TF 2.13"")]"
61495,Tensorflowlite flex delegate not loaded automatically when interpreter created even though tensorflowlite_flex.dll provided. (C++ on windows),2023-08-07 23:58:50+00:00,,2,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:lite""), Label(name=""comp:runtime""), Label(name=""comp:lite-flex""), Label(name=""TF 2.11"")]"
61492,Infinite loop when `clone_model` callback changes a layer to a functional model,2023-08-07 15:13:10+00:00,,1,3,"[Label(name=""type:bug""), Label(name=""comp:apis""), Label(name=""TF 2.13"")]"
61490,ValueError: source code string cannot contain null bytes,2023-08-07 11:39:20+00:00,,1,5,"[Label(name=""type:support""), Label(name=""stale"")]"
61488,Bazel@HEAD is breaking TensorFlow,2023-08-07 09:06:18+00:00,,2,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install""), Label(name=""subtype:bazel"")]"
61486,coreml deleagate not support ResizeBilinear layer,2023-08-07 03:15:33+00:00,,1,7,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:lite""), Label(name=""TF 2.11"")]"
61482,Incorrect tf.nn.max_pool2d outputs for NCHW and NHWC in the same thread.,2023-08-04 22:24:18+00:00,,2,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:mkl""), Label(name=""TF 2.13"")]"
61479,Issue with TensorFlow Lite Model Maker: Empty Output on iOS with TensorFlowLiteTaskAudio 0.4.3,2023-08-04 19:42:31+00:00,,1,11,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:lite""), Label(name=""TFLiteConverter""), Label(name=""TF 2.9"")]"
61477,Tensorflow 2.13.0 cannot be imported after install via poetry due to missing wheel metadata,2023-08-04 15:23:34+00:00,,1,6,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""type:build/install""), Label(name=""subtype:macOS""), Label(name=""TF 2.13"")]"
61476,How/Where decision is made to choose between eager execution & graph execution for Tensorflow kernel OPs,2023-08-04 12:25:08+00:00,,2,6,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:core""), Label(name=""TF 2.13"")]"
61462,BUG: reference count leak in function `RegisterForwardAccumulatorCleanup` (static analyzer report),2023-08-03 08:05:54+00:00,,1,0,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:eager"")]"
61449,tf.compat.v1.train.MonitoredTrainingSession failed to restore checkpoint_dir variables from s3,2023-08-02 09:01:20+00:00,,1,8,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:core""), Label(name=""TF 2.13"")]"
61445,Tflite use USB camera with android image classification app,2023-08-01 20:15:26+00:00,,2,8,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""type:feature""), Label(name=""comp:lite""), Label(name=""TF 2.10""), Label(name=""Android"")]"
61442,[TfLite] unresolved TfLiteGPUDelegateV2Create with Visual Studio,2023-08-01 12:02:55+00:00,,2,6,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""type:build/install""), Label(name=""comp:lite""), Label(name=""TFLiteGpuDelegate""), Label(name=""TF 2.13"")]"
61429,Keras docs source code links point to 404,2023-07-31 09:19:13+00:00,,1,17,"[Label(name=""type:docs-bug""), Label(name=""awaiting review""), Label(name=""TF 2.13"")]"
61422,Unexpected differences in outputs of Conv2D copy with exact subset of weights,2023-07-28 13:02:04+00:00,,1,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:apis""), Label(name=""comp:ops""), Label(name=""TF 2.13"")]"
61421,tf.debugging.experimental.enable_dump_debug_info (Debugger V2) error with TPU,2023-07-28 06:27:06+00:00,,1,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:tpus""), Label(name=""TF 2.12"")]"
61420,Support for asynchronous execution in TensorFlow DLPack interface,2023-07-28 03:54:50+00:00,,1,5,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:apis"")]"
61410,TfLite ResizeInputTensor does not resize Transposed Convolution or Resize operation output tensors,2023-07-27 10:30:43+00:00,,2,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""type:feature""), Label(name=""comp:lite""), Label(name=""comp:runtime""), Label(name=""TF 2.12"")]"
61390,Output mismatch between direct pass and looped pass through Dense layer,2023-07-25 19:38:25+00:00,,1,5,"[Label(name=""type:bug""), Label(name=""comp:apis""), Label(name=""TF 2.11"")]"
61379,PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,2023-07-25 10:34:34+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install""), Label(name=""subtype: ubuntu/linux""), Label(name=""subtype:bazel"")]"
61377,`configure`: Error in detecting CUDA toolkit path,2023-07-25 09:56:31+00:00,,1,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install""), Label(name=""subtype: ubuntu/linux"")]"
61375,tf.keras.callbacks.SidecarEvaluatorModelExport doc page looks broken.,2023-07-25 05:08:46+00:00,,1,1,"[Label(name=""type:docs-bug""), Label(name=""awaiting review""), Label(name=""type:bug""), Label(name=""TF 2.13"")]"
61370,converting LSTM layer to tflite with float16 fails,2023-07-24 23:03:50+00:00,,2,6,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:lite""), Label(name=""TFLiteConverter""), Label(name=""ModelOptimizationToolkit""), Label(name=""RNN""), Label(name=""TF 2.13"")]"
61369,StringLookup layer does not retrieve vocabulary after saving and loading the model,2023-07-24 17:57:32+00:00,,1,9,"[Label(name=""type:bug""), Label(name=""comp:keras""), Label(name=""TF 2.12"")]"
61364,tf.io.gfile.rename not working for directories in S3,2023-07-24 14:39:54+00:00,,1,6,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.12"")]"
61362,"When compiling TensorFlow 2.13 using bazel+clang, an error was reported as fatal error: 'stddef. h' file not found",2023-07-24 07:58:58+00:00,,2,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install""), Label(name=""subtype:bazel""), Label(name=""TF 2.13"")]"
61344,Unbounded Memory leak when using tf.py_function in tf.data.Dataset.map(),2023-07-20 20:36:51+00:00,,1,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""type:performance""), Label(name=""TF 2.13"")]"
61337,AttributeError: cython_sources when installing tflite-model-maker,2023-07-20 02:21:10+00:00,,2,17,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install""), Label(name=""TF 2.13""), Label(name=""TFLiteModelMaker"")]"
61336,Using F1 Score for Model Checkpoint throws an error,2023-07-20 01:10:25+00:00,,1,6,"[Label(name=""type:bug""), Label(name=""comp:apis""), Label(name=""TF 2.13"")]"
61328,Random predictions with intel-tensorflow when OMP_THREAD_LIMIT is set,2023-07-19 12:58:52+00:00,,1,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""subtype:cpu-intel""), Label(name=""TF 2.13"")]"
61324,tensorflow/core/grappler/optimizers/meta_optimizer.cc:954] layout failed: INVALID_ARGUMENT: Size of values 0 does not match size of permutation 4 @ fanin shape inmodel_6/dropout_12/dropout/SelectV2-2-TransposeNHWCToNCHW-LayoutOptimizer,2023-07-19 09:36:07+00:00,,1,13,"[Label(name=""type:bug""), Label(name=""comp:core""), Label(name=""TF 2.12"")]"
61323,TensorFlow Lite Converter wraps unpack operator with dequantize/quantize,2023-07-19 09:31:11+00:00,,2,11,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""TFLiteConverter""), Label(name=""ModelOptimizationToolkit""), Label(name=""TF 2.12"")]"
61322,Tensorflow and onednn logs,2023-07-19 09:17:40+00:00,,2,11,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:support""), Label(name=""comp:mkl"")]"
61318,tf-nightly prints WARNING:tensorflow during import tensorflow,2023-07-19 01:55:26+00:00,,1,7,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:runtime""), Label(name=""comp:core"")]"
61317,snapshot op wrongly changes data fingerprint ,2023-07-18 15:50:06+00:00,,1,7,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:data""), Label(name=""TF 2.13"")]"
61314,TensorFlow 2.13 distributed training fail,2023-07-18 14:56:01+00:00,,1,12,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:dist-strat""), Label(name=""TF 2.13"")]"
61313,snapshoting failure on dataset made from generator,2023-07-18 14:37:30+00:00,,2,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:data""), Label(name=""TF 2.12"")]"
61312,Linking an Android library with TFLite GPU using CMake causes undefined symbol errors,2023-07-18 12:56:34+00:00,,1,14,"[Label(name=""awaiting review""), Label(name=""type:build/install""), Label(name=""comp:lite""), Label(name=""TF 2.13"")]"
61311,Building TFLite for Android with CMake requires Android 26,2023-07-18 11:54:50+00:00,,2,5,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install""), Label(name=""comp:lite""), Label(name=""Android""), Label(name=""TF 2.13"")]"
61308,Question about tensorflow <2.11 and protobuf compatibility,2023-07-18 03:57:22+00:00,,2,0,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install""), Label(name=""subtype:windows""), Label(name=""TF 2.10"")]"
61297,CTC Loss errors on TPU,2023-07-17 09:34:24+00:00,,1,9,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:tpus""), Label(name=""TF 2.12"")]"
61293,Unable to hide TPUs,2023-07-17 05:53:45+00:00,,1,10,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:tpus""), Label(name=""TF 2.12"")]"
61290,Add ComplexOp to TFLite,2023-07-16 18:32:37+00:00,,1,5,"[Label(name=""awaiting review""), Label(name=""type:feature""), Label(name=""comp:lite""), Label(name=""comp:lite-kernels""), Label(name=""TF 2.13"")]"
61289,Build error with Clang 16,2023-07-16 12:53:20+00:00,,1,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install""), Label(name=""subtype: ubuntu/linux""), Label(name=""TF 2.13"")]"
61285,ValueError: No gradients provided for any variable,2023-07-15 11:35:56+00:00,,1,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""comp:core""), Label(name=""TF 2.12"")]"
61281,"`MeanAbsoluteError` returns ""nan"" when given empty tensors",2023-07-14 19:06:49+00:00,,1,4,"[Label(name=""type:bug""), Label(name=""comp:keras""), Label(name=""comp:core"")]"
61270,keras.models.load_model broken if custom objects present (.keras format),2023-07-13 10:48:41+00:00,,1,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:keras""), Label(name=""comp:model""), Label(name=""TF 2.13"")]"
61269,TfLite 2.13 with -DTFLITE_ENABLE_GPU=ON fails to build with Visual Studio 2019 and 2022,2023-07-13 09:46:07+00:00,,2,7,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install""), Label(name=""comp:lite""), Label(name=""subtype:windows""), Label(name=""TF 2.13"")]"
61264,TensorFlow-io package not possible on computer,2023-07-12 19:41:50+00:00,,1,13,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install"")]"
61257,The legal value range of the alpha parameter in LeakyReLU,2023-07-12 10:25:14+00:00,,1,8,"[Label(name=""type:docs-bug""), Label(name=""awaiting review""), Label(name=""type:bug""), Label(name=""TF 2.12"")]"
61255,Crooping2D/3D does not have exception handling for the Crooping parameter,2023-07-12 10:15:49+00:00,,1,3,"[Label(name=""stat:awaiting response""), Label(name=""type:bug""), Label(name=""comp:keras""), Label(name=""TF 2.12"")]"
61254,Documentation Bug about API ActivityRegularization,2023-07-12 10:05:55+00:00,,1,4,"[Label(name=""type:docs-bug""), Label(name=""stat:awaiting response""), Label(name=""awaiting review""), Label(name=""type:bug""), Label(name=""comp:apis""), Label(name=""TF 2.12"")]"
61251,Tensorflow SavedModel graph is lexicographically instead of numerically ordered,2023-07-12 06:03:36+00:00,,1,5,"[Label(name=""stat:awaiting response""), Label(name=""type:bug""), Label(name=""comp:core""), Label(name=""TF 2.11"")]"
61249,tf.linalg.logdet outputs -inf on a matrix with complex data type,2023-07-12 05:06:25+00:00,,1,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.13"")]"
61246,tf.image.adjust_contrast fails on the tf.half data type,2023-07-11 16:05:56+00:00,,1,1,"[Label(name=""awaiting review""), Label(name=""type:bug""), Label(name=""comp:apis""), Label(name=""comp:ops""), Label(name=""TF 2.13"")]"
61232,Request for the implementation of nanmedian function,2023-07-10 13:08:39+00:00,,1,0,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:apis""), Label(name=""comp:ops"")]"
61212,"Tensorflow profiler is not showing anything. Gives ""No profile data was found"" text on selecting Profile in Tensorboard",2023-07-07 13:01:22+00:00,,1,5,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:apis""), Label(name=""TF 2.13"")]"
61210,Tensorflow Profiler does not work on WSL2: Failed to load libcupti (is it installed and accessible?) ,2023-07-07 05:56:10+00:00,,1,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""type:others""), Label(name=""wsl2"")]"
61204,import of DistributedDatasetInterface not valid anymore,2023-07-06 21:33:14+00:00,,1,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install""), Label(name=""subtype:macOS""), Label(name=""TF 2.13"")]"
61199,gradient returns `None`,2023-07-06 09:57:20+00:00,,1,8,"[Label(name=""stat:awaiting tensorflower""), Label(name=""comp:keras""), Label(name=""type:performance""), Label(name=""TF 2.7"")]"
61180,//tensorflow/compiler/xla/service/gpu:fusion_merger_test fails on AARCH64,2023-07-05 16:03:35+00:00,,1,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""type:build/install""), Label(name=""subtype: ubuntu/linux"")]"
61172,//tensorflow/python/data/experimental/kernel_tests/service:distributed_save_ft_test is flaky,2023-07-04 14:03:34+00:00,,2,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install""), Label(name=""subtype: ubuntu/linux"")]"
61169,//tensorflow/python/distribute:parameter_server_strategy_v2_test_cpu is flaky,2023-07-04 10:39:13+00:00,,2,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""type:build/install""), Label(name=""subtype: ubuntu/linux"")]"
61168,Functions that limit video memory do not work,2023-07-04 08:47:03+00:00,,1,6,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:performance""), Label(name=""TF 2.12"")]"
61166,//tensorflow/python/data/experimental/kernel_tests/service:worker_tags_test is flaky,2023-07-03 16:32:51+00:00,,2,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""type:build/install""), Label(name=""subtype: ubuntu/linux"")]"
61164,//tensorflow/dtensor/mlir/tests:spmd_expansion.mlir.test is flaky,2023-07-03 16:06:21+00:00,,2,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""type:build/install""), Label(name=""subtype: ubuntu/linux"")]"
61162,Vectorizing a mapping function containing tf.io.read_file in tf.data pipeline is not working.,2023-07-03 13:08:00+00:00,,2,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:apis""), Label(name=""comp:data""), Label(name=""TF 2.12"")]"
61161,keras.model.predict Generates Extra Batch and Inconsistent Number of Calls with Generator Dataset,2023-07-03 12:30:21+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:keras""), Label(name=""TF 2.13"")]"
61159,Built from source Tensorflow is not linking (undefined references),2023-07-03 12:07:12+00:00,,1,7,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""type:build/install""), Label(name=""subtype:windows""), Label(name=""TF 2.9""), Label(name=""subtype:cpu-intel"")]"
61157,[MLIR] Fix tf.StridedSlice lowering to tosa with new_axis_mask/shrink_axis_mask,2023-07-03 07:56:16+00:00,,1,3,"[Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""awaiting PR merge""), Label(name=""TF 2.13"")]"
61150,TF Lite produces wrong graph when tensor broadcasting exists ,2023-07-02 10:28:45+00:00,,2,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:lite""), Label(name=""TFLiteConverter""), Label(name=""TF 2.12"")]"
61132,_SparseSparseMaximumGrad throws TypeError in forward gradient computation,2023-06-30 19:23:24+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.13"")]"
61126,Internal error: Error applying delegate when trying to use TensorFlow Lite NNAPI delegate on Google Pixel 7,2023-06-30 04:21:02+00:00,,2,16,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""TFLiteNNAPIDelegate""), Label(name=""TF 2.12"")]"
61117,`tf.math.reduce_prod` produces wrong second-order gradient,2023-06-28 16:17:39+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.13"")]"
61115,//tensorflow/python/distribute/experimental/rpc:rpc_ops_test is flaky,2023-06-28 15:54:29+00:00,,2,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""subtype: ubuntu/linux""), Label(name=""TF 2.13"")]"
61113,//tensorflow/python/data/experimental/kernel_tests/service:local_workers_test is flaky,2023-06-28 15:34:17+00:00,,2,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""type:build/install""), Label(name=""subtype: ubuntu/linux""), Label(name=""TF 2.13"")]"
61112,//tensorflow/python/distribute:vars_test_2gpu is flaky,2023-06-28 15:03:57+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""type:build/install""), Label(name=""subtype: ubuntu/linux"")]"
61111,//tensorflow/python/distribute/failure_handling:gce_failure_handler_test is flaky,2023-06-28 14:07:42+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""type:build/install""), Label(name=""subtype: ubuntu/linux""), Label(name=""TF 2.13"")]"
61109,//tensorflow/python/data/experimental/kernel_tests/service:auto_shard_test is flaky,2023-06-28 13:20:03+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""type:build/install""), Label(name=""subtype: ubuntu/linux""), Label(name=""subtype:bazel"")]"
61107,//tensorflow/python/distribute:cross_device_ops_test_2gpu is flaky,2023-06-28 12:15:43+00:00,,1,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""type:build/install""), Label(name=""subtype: ubuntu/linux"")]"
61105,//tensorflow/python/distribute:moving_averages_test is flaky,2023-06-28 11:56:02+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""type:build/install""), Label(name=""subtype: ubuntu/linux"")]"
61104,//tensorflow/python/distribute/failure_handling:failure_handler_test is flaky,2023-06-28 10:57:28+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""type:build/install""), Label(name=""subtype: ubuntu/linux"")]"
61096,Concurrent Read/Writes to tensorflow::*File across different processes,2023-06-27 17:38:43+00:00,,1,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:support""), Label(name=""comp:core""), Label(name=""TF 2.11"")]"
61084,tf.data.Dataset prefetch not fetching data asynchronously,2023-06-26 19:39:17+00:00,,1,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:data""), Label(name=""type:performance""), Label(name=""TF 2.11"")]"
61080,"MHLO -> HLO does not respect sharding, inserting a tuple without sharding",2023-06-26 10:50:30+00:00,,3,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:runtime""), Label(name=""comp:xla"")]"
61076,CUDA_ERROR_NOT_PERMITTED: operation not permitted when fitting model on GPU,2023-06-25 17:59:03+00:00,,1,3,"[Label(name=""stat:awaiting response""), Label(name=""type:bug""), Label(name=""comp:keras""), Label(name=""comp:gpu""), Label(name=""TF 2.10"")]"
61060,jacobian computation throws ValueError for LinearOperatorFullMatrix: object of type 'LinearOperatorFullMatrix' has no len(),2023-06-22 13:59:15+00:00,,1,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""type:feature""), Label(name=""comp:core""), Label(name=""TF 2.12"")]"
60944,Apply Profile-Guided Optimization (PGO) on Tensorflow,2023-06-21 20:31:24+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""type:performance""), Label(name=""TF 2.12"")]"
60930,The repository '@llvm_zlib' could not be resolved and referenced by '@llvm-project//llvm:Support',2023-06-20 03:50:49+00:00,,1,5,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install""), Label(name=""type:support""), Label(name=""subtype: ubuntu/linux"")]"
60929,`Bias` fails to broadcast in the context of `matmul` in tf lite model,2023-06-20 02:32:43+00:00,,2,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:lite""), Label(name=""TFLiteConverter""), Label(name=""TF 2.13"")]"
