Issue Number,Issue Title,Time created,Time closed,Number of Assignees,Number of Comments,Tags,Final_Is_Bug
112903,Support for Bazel workspace function or Bazel module module: build triaged module: bazel,2023-11-03 21:01:24+00:00,,0,3,module: build triaged module: bazel,True
112901,Tracking: Dynamo Tracing Improvements triaged oncall: pt2,2023-11-03 20:36:56+00:00,,0,0,triaged oncall: pt2,False
112887,DISABLED test_do_not_skip_side_effects (__main__.SkipNonTensorTests) triaged module: flaky-tests skipped,2023-11-03 18:39:59+00:00,,0,4,triaged module: flaky-tests skipped,False
112883,Torchbench inference failures triaged oncall: pt2,2023-11-03 17:59:25+00:00,,0,1,triaged oncall: pt2,False
112881,Torchbench Training Failing Models Tracker triaged oncall: pt2,2023-11-03 17:58:39+00:00,,0,2,triaged oncall: pt2,False
112876,How to handle CVE vulnerabilities in underlying operating system? triaged module: docker security,2023-11-03 17:32:14+00:00,,0,4,triaged module: docker security,True
112872,libtorch exports miniz symbols module: binaries module: cpp triaged,2023-11-03 16:53:26+00:00,,0,2,module: binaries module: cpp triaged,True
112865,[dynamo] Unable to continue tracing graph after try/except graph break triaged oncall: pt2 module: dynamo,2023-11-03 16:28:36+00:00,,0,6,triaged oncall: pt2 module: dynamo,False
112857,Vendored FindCUDAToolkit.cmake deviates from upstream in splayed installation support module: build triaged,2023-11-03 15:31:48+00:00,,0,2,module: build triaged,True
112853,Vmap: There is a performance drop because we have not yet implemented the batching rule for aten::max_pool3d. triaged module: functorch,2023-11-03 15:07:53+00:00,,0,0,triaged module: functorch,True
112849,CSR matrix on MPS module: sparse triaged module: mps,2023-11-03 13:41:15+00:00,,0,1,module: sparse triaged module: mps,True
112848,[dynamo] nit - add `@torch.autocast` function decoration to the testing path good first issue triaged oncall: pt2 module: dynamo,2023-11-03 13:37:36+00:00,,0,2,good first issue triaged oncall: pt2 module: dynamo,True
112847,High dimensional grid sample module: cuda triaged enhancement,2023-11-03 13:05:23+00:00,,0,0,module: cuda triaged enhancement,True
112844,torch.export does not support torchaudio.transforms.Spectrogram module: onnx module: dynamo oncall: export module: export,2023-11-03 11:06:39+00:00,,0,7,module: onnx module: dynamo oncall: export module: export,False
112834,[MPS]Apple MPS produce different Loss value vs. NVIDIA CUDA after couple of digits triaged module: mps,2023-11-03 08:04:13+00:00,,0,0,triaged module: mps,True
112833,Failed to remove output annotation in Quantizer for PT2 QAT quantization oncall: quantization triaged,2023-11-03 07:47:58+00:00,,1,3,oncall: quantization triaged,True
112831,dynamo_export successfully export model but fails at onnx.checker.check_model module: onnx triaged onnx-needs-info oncall: pt2 oncall: export,2023-11-03 07:31:45+00:00,,0,15,module: onnx triaged onnx-needs-info oncall: pt2 oncall: export,False
112827,Multi Scale Deformable Attention Support feature module: nn triaged oncall: transformer/mha module: multi-headed-attention,2023-11-03 05:53:07+00:00,,0,1,feature module: nn triaged oncall: transformer/mha module: multi-headed-attention,True
112826,sparse allreduce not support  CSR format oncall: distributed module: sparse,2023-11-03 04:39:56+00:00,,0,1,oncall: distributed module: sparse,False
112824,[dynamo] Skipping the entire frame when graph breaking in for/while loop is excessive triaged oncall: pt2 module: dynamo,2023-11-03 04:27:51+00:00,,0,1,triaged oncall: pt2 module: dynamo,False
112815,DISABLED test_trace_while_active (__main__.NCCLTraceTest) oncall: distributed module: rocm triaged module: flaky-tests skipped,2023-11-03 00:57:51+00:00,,0,1,oncall: distributed module: rocm triaged module: flaky-tests skipped,False
112814,DISABLED test_get_parent_mesh_dim_not_exist (__main__.TestDeviceMeshGetItem) oncall: distributed module: flaky-tests skipped,2023-11-03 00:56:56+00:00,,0,1,oncall: distributed module: flaky-tests skipped,False
112794,[dynamo] Implement enumerate fallback as polyfill triaged oncall: pt2 module: dynamo,2023-11-02 22:05:49+00:00,,0,0,triaged oncall: pt2 module: dynamo,False
112791,DISABLED test_cuda_event_method_dynamic_shapes (__main__.DynamicShapesCtxManagerTests) triaged module: flaky-tests skipped module: dynamo,2023-11-02 21:39:31+00:00,,0,1,triaged module: flaky-tests skipped module: dynamo,False
112789,[export] Make serialized pytree type name required  triaged export-triaged oncall: export,2023-11-02 21:18:43+00:00,,1,0,triaged export-triaged oncall: export,True
112788,async_compile.triton is unable to cache generated triton kernels due to meta containing kernel names triaged oncall: pt2 module: inductor,2023-11-02 21:18:13+00:00,,1,1,triaged oncall: pt2 module: inductor,False
112775,Multi-Threaded GraphModule / torch.fx inference raises an exception module: multiprocessing triaged module: fx,2023-11-02 19:35:40+00:00,,0,1,module: multiprocessing triaged module: fx,True
112771,PT2: don't always require inputs to be aligned triaged oncall: pt2,2023-11-02 19:25:46+00:00,,1,1,triaged oncall: pt2,False
112749,Tracing mode for unbacked SymInts using real data triaged oncall: pt2 module: dynamic shapes,2023-11-02 15:56:36+00:00,,0,2,triaged oncall: pt2 module: dynamic shapes,True
112745,torch._dynamo.export raises Unexpected type in sourceless builder <class 'nemo.core.neural_types.elements.VoidType'> for torchaudio model module: onnx triaged module: dynamo,2023-11-02 15:24:15+00:00,,0,3,module: onnx triaged module: dynamo,True
112744,"When torch.compile is used, some APIs are decomposed even if decomposition is empty. triaged oncall: pt2",2023-11-02 15:24:00+00:00,,0,2,triaged oncall: pt2,False
112731,"[dynamo + optim] complex, sparse are not on tracing testing path module: optimizer triaged oncall: pt2",2023-11-02 14:13:51+00:00,,1,0,module: optimizer triaged oncall: pt2,False
112727,[dynamo] Implement iter fallback (and possibly all iters/generators) as polyfill triaged oncall: pt2,2023-11-02 13:34:59+00:00,,1,6,triaged oncall: pt2,False
112719,DISABLED test_meta_outplace_nn_functional_margin_ranking_loss_cpu_uint8 (__main__.TestMetaCPU) triaged module: flaky-tests skipped module: primTorch oncall: pt2,2023-11-02 12:45:37+00:00,,0,5,triaged module: flaky-tests skipped module: primTorch oncall: pt2,False
112718,'aten::unique_consecutive' to ONNX opset version 14 is not supported module: onnx triaged,2023-11-02 12:31:39+00:00,,0,5,module: onnx triaged,False
112716,Quantized model's size gets doubled on optimizing and saving it for mobile oncall: quantization triaged oncall: mobile,2023-11-02 10:53:52+00:00,,1,0,oncall: quantization triaged oncall: mobile,False
112715,Wrong with code_coverage/readme.md module: docs triaged,2023-11-02 10:50:37+00:00,,0,1,module: docs triaged,True
112714,log_softmax() on CPU and GPU has expected numerical error when used with low-precision bfloat16 module: numerical-stability module: cuda module: cpu triaged,2023-11-02 09:43:06+00:00,,0,2,module: numerical-stability module: cuda module: cpu triaged,True
112713,Discrepancy in Behavior of torch.diag_embed Between Eager Execution and 'torch.compiled' Optimized Mode triaged oncall: pt2 module: decompositions,2023-11-02 09:39:45+00:00,,0,1,triaged oncall: pt2 module: decompositions,False
112702,DISABLED test_meta_outplace_std_mean_cpu_float64 (__main__.TestMetaCPU) triaged module: flaky-tests skipped module: primTorch oncall: pt2,2023-11-02 06:39:37+00:00,,0,7,triaged module: flaky-tests skipped module: primTorch oncall: pt2,False
112694,DISABLED test_cuda_stream_context_manager1_dynamic_shapes (__main__.DynamicShapesCtxManagerTests) triaged module: flaky-tests skipped module: dynamo,2023-11-02 03:40:38+00:00,,0,20,triaged module: flaky-tests skipped module: dynamo,False
112691,when huawei NPU triaged module: backend,2023-11-02 03:02:11+00:00,,0,0,triaged module: backend,True
113369,When will Huawei Shengteng atlas be supported triaged module: backend,2023-11-02 02:56:14+00:00,,0,1,triaged module: backend,True
112681,DISABLED test_meta_outplace_std_mean_cpu_float32 (__main__.TestMetaCPU) triaged module: flaky-tests skipped module: primTorch oncall: pt2,2023-11-02 00:57:40+00:00,,0,8,triaged module: flaky-tests skipped module: primTorch oncall: pt2,False
112678,Catalogue of flaky tests under `test/dynamo` triaged oncall: pt2,2023-11-02 00:10:56+00:00,,0,4,triaged oncall: pt2,False
112670,[dynamo] direct invocation of bound method introduces graph break triaged oncall: pt2 module: dynamo module: graph breaks,2023-11-01 22:52:46+00:00,,0,2,triaged oncall: pt2 module: dynamo module: graph breaks,False
112666,dispatcher cannot determine dispatch key on tuple input triaged module: dispatch,2023-11-01 22:05:26+00:00,,0,3,triaged module: dispatch,True
112658,FSDP requires global device context oncall: distributed triaged module: fsdp,2023-11-01 21:11:34+00:00,,0,4,oncall: distributed triaged module: fsdp,True
112646,"Fix docstring errors in stream.py, pipe.py, blockpartition.py, microbatch.py, namespace.py, profile.py, tracker.py, portal.py, layout.py, __init__.py module: docs triaged medium docathon-h2-2023",2023-11-01 19:43:13+00:00,,1,3,module: docs triaged medium docathon-h2-2023,False
112644,"Fix docstring errors in default_hooks.py, post_localSGD_hook.py, debugging_hooks.py, utils.py, hierarchical_model_averager.py, optimizer_overlap_hooks.py, mixed_precision_hooks.py, quantization_hooks.py, ddp_zero_hook.py, __init__.py, powerSGD_hook.py, averagers.py module: docs triaged medium docathon-h2-2023",2023-11-01 19:43:10+00:00,,1,6,module: docs triaged medium docathon-h2-2023,False
112641,"Fix docstring errors in post_localSGD_optimizer.py, functional_sgd.py, _functional_collectives.py, optimizer.py, utils.py, api.py, server_process_global_profiler.py, functions.py, backend_registry.py, __init__.py, options.py, internal.py, functional_adam.py module: docs triaged medium docathon-h2-2023",2023-11-01 19:43:05+00:00,,1,4,module: docs triaged medium docathon-h2-2023,False
112638,"Fix docstring errors in spectral_ops_fuzz_test.py, simple_timeit.py, timer_interface.py, op_benchmark.py, _stubs.py, fuzzer.py, compare.py, compile.py, interp.py, hipify_python.py, common.py, end_to_end.py, timer.py, __init__.py, sparse_fuzzer.py, blas_compare_setup.py module: docs triaged medium docathon-h2-2023",2023-11-01 19:43:00+00:00,,1,5,module: docs triaged medium docathon-h2-2023,False
112622,[ONNX] Assertion in models is not supported by fx exporter  module: onnx triaged onnx-triaged,2023-11-01 18:53:44+00:00,,0,0,module: onnx triaged onnx-triaged,True
112615,DISABLED test_resnet18_cpu (__main__.BenchmarkFusionCpuTest) triaged module: macos skipped module: inductor module: cpu inductor,2023-11-01 17:42:59+00:00,,0,1,triaged module: macos skipped module: inductor module: cpu inductor,False
112608,`grad_fn` is not defined in `__torch_dispatch__` arguments when lazy device is used triaged lazy,2023-11-01 16:48:41+00:00,,0,8,triaged lazy,True
112602,"Fix docstring errors in batchnorm.py, activation.py module: docs triaged medium docathon-h2-2023",2023-11-01 15:29:41+00:00,,1,7,module: docs triaged medium docathon-h2-2023,False
112600,Fix docstring errors in loss.py module: docs triaged medium docathon-h2-2023,2023-11-01 15:29:38+00:00,,1,3,module: docs triaged medium docathon-h2-2023,False
112593,"Fix docstring errors in nadam.py, radam.py, sgd.py, anomaly_mode.py, rprop.py, __init__.py, swa_utils.py, rmsprop.py, optimizer.py, lr_scheduler.py module: docs triaged medium docathon-h2-2023",2023-11-01 15:29:26+00:00,,1,3,module: docs triaged medium docathon-h2-2023,False
112588,"Fix docstring errors in _torch_docs.py, serialization.py, overrides.py, _utils.py module: docs triaged medium docathon-h2-2023",2023-11-01 15:29:18+00:00,,1,1,module: docs triaged medium docathon-h2-2023,False
112587,"Fix docstring errors in __init__.py, _tensor_docs.py, _meta_registrations.py, _tensor.py module: docs triaged medium docathon-h2-2023",2023-11-01 15:29:17+00:00,,1,2,module: docs triaged medium docathon-h2-2023,False
112586,"Fix docstring errors in _guards.py, _ops.py, _jit_internal.py, functional.py, _tensor_str.py, library.py module: docs triaged medium topic: not user facing docathon-h2-2023",2023-11-01 15:29:15+00:00,,1,1,module: docs triaged medium topic: not user facing docathon-h2-2023,False
112585,"Fix docstring errors in _VF.py, _appdirs.py, hub.py, _classes.py, _storage_docs.py, _linalg_utils.py, torch_version.py, quasirandom.py, random.py, __future__.py, _lowrank.py, _vmap_internals.py, _sources.py, __config__.py, _lobpcg.py, _namedtensor_internals.py module: docs triaged medium docathon-h2-2023",2023-11-01 15:29:14+00:00,,1,2,module: docs triaged medium docathon-h2-2023,False
112583,Nesting no_grad in autocast causes backwards graph to be (partially) lost outside of no_grad high priority module: autograd triaged actionable module: amp (automated mixed precision),2023-11-01 15:12:57+00:00,,0,9,high priority module: autograd triaged actionable module: amp (automated mixed precision),True
112580,USE_SYSTEM_ONNX: undefined references module: onnx triaged,2023-11-01 14:20:36+00:00,,0,10,module: onnx triaged,True
112579,Bugs in `torch.ao.quantization.fuse_modules`  cause operator fusion failure (`Conv2d` and `BatchNorm2d`) oncall: quantization triaged,2023-11-01 11:48:32+00:00,,1,7,oncall: quantization triaged,True
112577,[Breaking change 2.1] Passing non-contiguous inputs to SDPA on CUDA device with the mem-efficient attention backend returns garbage high priority triaged module: regression module: correctness (silent) module: multi-headed-attention,2023-11-01 11:00:42+00:00,,1,9,high priority triaged module: regression module: correctness (silent) module: multi-headed-attention,True
112575,"RuntimeError: ""grid_sampler_2d_cuda"" not implemented for 'BFloat16' module: cuda triaged module: bfloat16",2023-11-01 09:51:57+00:00,,0,0,module: cuda triaged module: bfloat16,True
112574,DISABLED test_meta_outplace_std_mean_cpu_float16 (__main__.TestMetaCPU) triaged module: flaky-tests skipped module: primTorch oncall: pt2,2023-11-01 09:44:21+00:00,,0,8,triaged module: flaky-tests skipped module: primTorch oncall: pt2,False
112569,"RuntimeError: NVML_SUCCESS == r INTERNAL ASSERT FAILED at ""/opt/conda/conda-bld/pytorch_1695392035891/work/c10/cuda/CUDACachingAllocator.cpp"":1154, please report a bug to PyTorch needs reproduction module: cuda module: error checking triaged",2023-11-01 06:51:05+00:00,,0,1,needs reproduction module: cuda module: error checking triaged,True
112567,DISABLED test_numpy_non_writeable_cpu (__main__.TestNumPyInteropCPU) triaged module: flaky-tests module: numpy skipped oncall: pt2,2023-11-01 06:40:02+00:00,,0,2,triaged module: flaky-tests module: numpy skipped oncall: pt2,False
112566,[inductor][cpu] detectron2 fasterrcnn accuracy failure high priority triage review triaged oncall: pt2 module: cpu inductor,2023-11-01 06:02:59+00:00,,1,4,high priority triage review triaged oncall: pt2 module: cpu inductor,True
112558,DISABLED test_meta_outplace_pinverse_cpu_complex64 (__main__.TestMetaCPU) triaged module: flaky-tests skipped module: primTorch oncall: pt2,2023-11-01 03:39:32+00:00,,0,6,triaged module: flaky-tests skipped module: primTorch oncall: pt2,False
112556,"when convert to onnx ,the jit will merge th outputs, it results to we can't distinguish  what the outputs represents module: onnx triaged",2023-11-01 03:25:33+00:00,,0,0,module: onnx triaged,True
112552,Inductor cpp wrapper: clean up the hard-coded schema for fusion OPs triaged oncall: pt2,2023-11-01 02:21:49+00:00,,1,0,triaged oncall: pt2,False
112548,Show warning when compiling the optimizer and grads are going to be copied to cudagraph-owned memory triaged oncall: pt2,2023-11-01 01:25:26+00:00,,1,0,triaged oncall: pt2,False
112532,[Tracking] Follow ups for itertools infinite iterators good first issue triaged oncall: pt2 module: dynamo,2023-10-31 21:11:07+00:00,,0,5,good first issue triaged oncall: pt2 module: dynamo,True
112515,[Bug Report]FSDP: An error raises when loading FSDP distributed checkpoint with ignoring modules. oncall: distributed triaged module: fsdp,2023-10-31 17:00:49+00:00,,1,2,oncall: distributed triaged module: fsdp,True
112512,Constant output from exported ONNX module: onnx triaged,2023-10-31 16:32:01+00:00,,0,1,module: onnx triaged,False
112509,Add a function to torch.nested to create nested tensors from a buffer and sizes module: serialization triaged module: nestedtensor,2023-10-31 16:15:59+00:00,,0,2,module: serialization triaged module: nestedtensor,True
112495,Compilation Failure of torch.special.exp2 in torch.compile Optimized Mode triaged module: cuda graphs oncall: pt2,2023-10-31 12:22:25+00:00,,0,0,triaged module: cuda graphs oncall: pt2,True
112492,Compilation Failure of torch.cumsum in torch.compile Optimized Mode triaged module: cuda graphs oncall: pt2 module: decompositions,2023-10-31 11:21:55+00:00,,0,0,triaged module: cuda graphs oncall: pt2 module: decompositions,True
112491,[ONNX] Result from export_onnx in pytorch returns different result from pytorch module: onnx triaged,2023-10-31 11:16:34+00:00,,0,1,module: onnx triaged,False
112487,[ONNX] Exporting the operator 'aten::sparse_coo_tensor' to ONNX opset version 17 is not supported module: onnx triaged,2023-10-31 08:09:31+00:00,,0,1,module: onnx triaged,False
112479,DISABLED test_meta_outplace_pinverse_cpu_complex128 (__main__.TestMetaCPU) triaged module: flaky-tests skipped module: primTorch oncall: pt2,2023-10-31 06:39:49+00:00,,0,8,triaged module: flaky-tests skipped module: primTorch oncall: pt2,False
112463,DISABLED test_meta_outplace_nn_functional_margin_ranking_loss_cpu_int16 (__main__.TestMetaCPU) triaged module: flaky-tests skipped module: primTorch oncall: pt2,2023-10-31 00:56:57+00:00,,0,8,triaged module: flaky-tests skipped module: primTorch oncall: pt2,False
112462,DISABLED test_cuda_event_method (__main__.CtxManagerTests) triaged module: flaky-tests skipped module: dynamo,2023-10-31 00:56:55+00:00,,0,1,triaged module: flaky-tests skipped module: dynamo,False
112459,GRUCell batching rule for vmap triaged module: functorch,2023-10-31 00:43:41+00:00,,0,0,triaged module: functorch,True
112443,torch.export emits node outside of Core ATen IR triaged export-triaged export-triage-review oncall: export,2023-10-30 21:21:38+00:00,,1,4,triaged export-triaged export-triage-review oncall: export,True
112425,torch.jit.trace output changes when I add comments to the file oncall: jit,2023-10-30 18:44:12+00:00,,0,0,oncall: jit,False
112424,[torch.compile] Unit test failures after we always trace all module.forward method triaged oncall: pt2 module: aotdispatch module: dynamo module: pt2-dispatcher,2023-10-30 18:40:02+00:00,,0,0,triaged oncall: pt2 module: aotdispatch module: dynamo module: pt2-dispatcher,False
112422,DISABLED test_meta_outplace_nn_functional_margin_ranking_loss_cpu_float32 (__main__.TestMetaCPU) triaged module: flaky-tests skipped module: primTorch oncall: pt2,2023-10-30 18:39:21+00:00,,0,7,triaged module: flaky-tests skipped module: primTorch oncall: pt2,False
112402,[torch.jit.script] Expected a value of type 'Tensor' for argument 'b' but instead found type 'bool'. oncall: jit,2023-10-30 16:29:51+00:00,,0,2,oncall: jit,True
112398,[Tracker] Move nested tensors to beta triaged module: nestedtensor,2023-10-30 15:45:07+00:00,,0,7,triaged module: nestedtensor,True
112395,"KeyError during model export while using ""newer"" data types module: serialization triaged",2023-10-30 13:51:06+00:00,,0,0,module: serialization triaged,True
112389,KINETO_USE_DAEMON not work oncall: profiler,2023-10-30 13:08:41+00:00,,0,1,oncall: profiler,False
112386,DISABLED test_meta_outplace_nn_functional_hinge_embedding_loss_cpu_float32 (__main__.TestMetaCPU) triaged module: flaky-tests skipped module: primTorch oncall: pt2,2023-10-30 12:45:57+00:00,,0,10,triaged module: flaky-tests skipped module: primTorch oncall: pt2,False
112383,Possible use-after-free of Tensor in JIT generated code module: crash module: cpp-extensions triaged,2023-10-30 11:33:03+00:00,,0,1,module: crash module: cpp-extensions triaged,True
112380,Need support CPU flash attention with mask oncall: transformer/mha,2023-10-30 09:40:13+00:00,,0,0,oncall: transformer/mha,False
112377,"RuntimeError: NVML_SUCCESS == r INTERNAL ASSERT FAILED at ""/opt/conda/conda-bld/pytorch_1695392020201/work/c10/cuda/CUDACachingAllocator.cpp"":1154, please report a bug to PyTorch. triaged module: CUDACachingAllocator",2023-10-30 08:47:11+00:00,,0,7,triaged module: CUDACachingAllocator,True
112376,Contradictory Error Message for stride Argument in torch.conv_transpose3d() module: error checking module: convolution triaged,2023-10-30 08:43:46+00:00,,0,1,module: error checking module: convolution triaged,True
112372,[Tracer] RuntimeError: _Map_base::at when tracing using autograd.Function oncall: jit,2023-10-30 07:00:30+00:00,,0,0,oncall: jit,False
112371,Why is flake8 F821 disabled good first issue triaged better-engineering,2023-10-30 06:59:07+00:00,,1,3,good first issue triaged better-engineering,True
112369,"In the func Tensor.to, how can I make privateuse lazy init module: internals triaged",2023-10-30 06:39:18+00:00,,0,3,module: internals triaged,True
112354,DISABLED test_torch_name_rule_map (__main__.TraceRuleTests) triaged module: flaky-tests skipped module: dynamo,2023-10-30 00:57:43+00:00,,0,47,triaged module: flaky-tests skipped module: dynamo,False
112353,DISABLED test_meta_outplace_nn_functional_alpha_dropout_cpu_float16 (__main__.TestMetaCPU) triaged module: flaky-tests skipped module: primTorch oncall: pt2,2023-10-30 00:56:53+00:00,,0,9,triaged module: flaky-tests skipped module: primTorch oncall: pt2,False
112352,RFC: [pytree] node registration namespaces triaged needs design module: pytree,2023-10-29 21:53:22+00:00,,0,6,triaged needs design module: pytree,True
112347,"[dynamo] `.view([..., -1, ...])` fails on Tensors with unbacked SymInts in the shape triaged oncall: pt2 module: dynamic shapes",2023-10-29 17:45:28+00:00,,0,3,triaged oncall: pt2 module: dynamic shapes,False
112344,[test/dynamo] BE: cleanup `test_misc.py` triaged better-engineering oncall: pt2 module: dynamo,2023-10-29 14:43:59+00:00,,0,2,triaged better-engineering oncall: pt2 module: dynamo,False
112342,[pytree] Pytree node registration hygeine: deprecate global _register_pytree_node; only allow enabling registered pytree extensions locally triaged module: pytree,2023-10-29 14:06:09+00:00,,0,11,triaged module: pytree,True
112340,Unexpected behaviour with shared modules in multiprocessing on WSL2 module: multiprocessing triaged module: wsl,2023-10-29 12:42:20+00:00,,0,3,module: multiprocessing triaged module: wsl,True
112339,Requesting to add a section to the Installing C++ Distributions of PyTorch documentation for Apple M1/M2 Processors module: binaries module: docs module: cpp triaged module: macos module: arm,2023-10-29 11:22:10+00:00,,0,3,module: binaries module: docs module: cpp triaged module: macos module: arm,True
112338,`set` of enums produces a graph break (no repro) triaged oncall: pt2 module: dynamo module: graph breaks,2023-10-29 11:11:52+00:00,,1,0,triaged oncall: pt2 module: dynamo module: graph breaks,False
112330,Library is included twice QNNPACK module: build triaged oncall: mobile actionable,2023-10-28 23:56:20+00:00,,0,1,module: build triaged oncall: mobile actionable,True
112318,IBM AfroHacks at AfroTech Participation triaged,2023-10-28 13:02:11+00:00,,0,4,triaged,True
112303,"[dynamo]RFC/Feature request - cache, guard, and reuse InliningInstructionTranslator inline_call feature triaged oncall: pt2 module: dynamo",2023-10-27 23:24:58+00:00,,0,10,feature triaged oncall: pt2 module: dynamo,False
112285,PyTorch is shipped with different versions on NCCL high priority module: binaries oncall: releng triaged module: nccl,2023-10-27 20:15:02+00:00,,0,2,high priority module: binaries oncall: releng triaged module: nccl,True
112277,test_DistributedDataParallel fails with static_graph=True oncall: distributed,2023-10-27 18:54:46+00:00,,0,3,oncall: distributed,False
112273,DISABLED test_meta_outplace_nn_functional_alpha_dropout_cpu_bfloat16 (__main__.TestMetaCPU) triaged module: flaky-tests skipped module: primTorch oncall: pt2,2023-10-27 18:39:28+00:00,,0,8,triaged module: flaky-tests skipped module: primTorch oncall: pt2,False
112264,Can't access attribute of wrapper tensor subclass under torch.compile triaged tensor subclass oncall: pt2 module: aotdispatch module: pt2-dispatcher,2023-10-27 17:36:38+00:00,,0,3,triaged tensor subclass oncall: pt2 module: aotdispatch module: pt2-dispatcher,True
112260,[dynamo] we do not instantiate guards for ambient autocast mode triaged module: amp (automated mixed precision) oncall: pt2 module: dynamo module: guards,2023-10-27 16:49:08+00:00,,1,4,triaged module: amp (automated mixed precision) oncall: pt2 module: dynamo module: guards,False
112256,[ONNX] In-place additon not being functionalized by torch.onnx.dynamo_export module: onnx triaged onnx-triaged release notes: onnx,2023-10-27 16:21:01+00:00,,0,1,module: onnx triaged onnx-triaged release notes: onnx,False
112251,Optest is unable to xfail on parametrized tests triaged module: opcheck,2023-10-27 13:57:05+00:00,,0,1,triaged module: opcheck,True
112247,DISABLED test_meta_outplace_masked_var_cpu_complex64 (__main__.TestMetaCPU) triaged module: flaky-tests skipped module: primTorch oncall: pt2,2023-10-27 12:44:46+00:00,,0,6,triaged module: flaky-tests skipped module: primTorch oncall: pt2,False
112236,DISABLED test_meta_outplace_linalg_pinv_cpu_complex128 (__main__.TestMetaCPU) triaged module: flaky-tests skipped module: primTorch oncall: pt2,2023-10-27 06:39:46+00:00,,0,10,triaged module: flaky-tests skipped module: primTorch oncall: pt2,False
112220,DISABLED test_meta_outplace_linalg_lu_solve_cpu_complex64 (__main__.TestMetaCPU) triaged module: flaky-tests skipped oncall: pt2,2023-10-27 00:58:41+00:00,,0,3,triaged module: flaky-tests skipped oncall: pt2,False
112218,[ONNX] Expose the graph module in torch.onnx ExportOutput module: onnx triaged,2023-10-27 00:42:15+00:00,,0,0,module: onnx triaged,False
112186,"Using the ""mps"" device on x86 Mac with AMD gpu, torch.argmax returns incorrect results. triaged module: correctness (silent) module: mps",2023-10-26 19:20:38+00:00,,0,0,triaged module: correctness (silent) module: mps,True
112182,DISABLED test_meta_outplace_fft_ihfftn_cpu_uint8 (__main__.TestMetaCPU) triaged module: flaky-tests skipped module: primTorch oncall: pt2,2023-10-26 18:39:23+00:00,,0,9,triaged module: flaky-tests skipped module: primTorch oncall: pt2,False
112180,Validations for 2.1.1 release triaged,2023-10-26 18:37:30+00:00,,2,6,triaged,True
112176,~ Docathon H2 2023 ~ module: docs triaged docathon-h2-2023,2023-10-26 17:35:23+00:00,,1,5,module: docs triaged docathon-h2-2023,False
112171,Implement clip grad value on FSDP feature triaged module: fsdp,2023-10-26 16:56:19+00:00,,0,0,feature triaged module: fsdp,True
112164,[Tracking] torch.compile + torch.distributed + set_grad_enabled/autocast oncall: distributed,2023-10-26 16:06:42+00:00,,1,1,oncall: distributed,False
112152,DDP backpropagated gradients not the same across all gpus when forward inference not using all declared modules oncall: distributed,2023-10-26 14:13:20+00:00,,0,0,oncall: distributed,True
112148,Export List/Tuple type inputs with dynamic size module: onnx triaged,2023-10-26 10:42:13+00:00,,0,0,module: onnx triaged,True
112142,DISABLED test_out_warning__refs_clamp_cpu (__main__.TestCommonCPU) triaged module: flaky-tests skipped module: unknown oncall: pt2,2023-10-26 09:39:31+00:00,,0,2,triaged module: flaky-tests skipped module: unknown oncall: pt2,False
112139,[inductor][cpu] performance regression triaged oncall: pt2 module: cpu inductor,2023-10-26 08:32:16+00:00,,1,6,triaged oncall: pt2 module: cpu inductor,False
112137,FSDP load sharded state dict + multi-backend init + bf16 + gloo (?) crashes high priority triage review oncall: distributed module: fsdp,2023-10-26 07:24:26+00:00,,0,2,high priority triage review oncall: distributed module: fsdp,True
112136,pyTorch 2.1 3x slower than 2.0 module: performance module: windows module: cuda triaged,2023-10-26 07:16:55+00:00,,0,1,module: performance module: windows module: cuda triaged,True
112133,DISABLED test_meta_outplace_fft_ihfftn_cpu_int64 (__main__.TestMetaCPU) triaged module: flaky-tests skipped module: primTorch oncall: pt2,2023-10-26 06:39:41+00:00,,0,9,triaged module: flaky-tests skipped module: primTorch oncall: pt2,False
112117,DISABLED test_cuda_stream_context_manager1 (__main__.CtxManagerTests) triaged module: flaky-tests skipped module: dynamo,2023-10-26 03:39:37+00:00,,0,1,triaged module: flaky-tests skipped module: dynamo,False
112104,DISABLED test_meta_outplace_fft_ihfftn_cpu_int32 (__main__.TestMetaCPU) triaged module: flaky-tests skipped module: primTorch oncall: pt2,2023-10-26 00:56:32+00:00,,0,9,triaged module: flaky-tests skipped module: primTorch oncall: pt2,False
112095,torch.export fails on a model with optional parameter triaged export-triage-review oncall: export,2023-10-25 23:17:57+00:00,,0,3,triaged export-triage-review oncall: export,True
112090,Memory leak in torch.compile after aborting backward triaged oncall: pt2 module: dynamo,2023-10-25 22:37:36+00:00,,1,7,triaged oncall: pt2 module: dynamo,False
112089,"Failed to compile: null in call to `__builtin_memmove(__result, __first, sizeof(_Tp) * _Num);` Debian 12, ppc64le, gcc 12.2 module: build triaged",2023-10-25 22:37:26+00:00,,0,3,module: build triaged,True
112079,The error type `UserError` in dynamo is confusing. triaged export-triage-review oncall: export,2023-10-25 20:47:55+00:00,,0,0,triaged export-triage-review oncall: export,True
112054,torch.distributed.distributed_c10d._get_default_group() is not Dynamo traceable triaged oncall: pt2 module: dynamo,2023-10-25 20:02:30+00:00,,0,1,triaged oncall: pt2 module: dynamo,False
