Issue Number,Issue Title,Time created,Time closed,Number of Assignees,Number of Comments,Tags
113192,"Fix docstring errors in checkpoint_example.py, basic_strategy.py, op_schema.py, contract.py, redistribute.py, __init__.py, api.py, device_mesh.py, _utils.py, sharding_prop.py, random.py, checkpoint_activation.py, placement_types.py, fully_shard.py, parallel_mode.py, replicate.py",2023-11-07 19:46:45+00:00,,1,1,"[Label(name=""module: docs""), Label(name=""triaged""), Label(name=""medium""), Label(name=""docathon-h2-2023"")]"
113191,"Fix docstring errors in fully_sharded_data_parallel.py, api.py, graph_utils.py, distribute.py, iter_graph_module.py, comm_tensor.py, experimental_ops.py, batch_dim_utils.py, data_parallel.py, graph_optimization.py",2023-11-07 19:46:43+00:00,2023-11-10 03:08:38+00:00,1,1,"[Label(name=""module: docs""), Label(name=""triaged""), Label(name=""medium""), Label(name=""docathon-h2-2023"")]"
113190,"Fix docstring errors in _state_dict_utils.py, _runtime_utils.py, _shard_utils.py",2023-11-07 19:46:41+00:00,,1,1,"[Label(name=""module: docs""), Label(name=""triaged""), Label(name=""medium""), Label(name=""docathon-h2-2023"")]"
113189,"Fix docstring errors in _init_utils.py, flat_param.py",2023-11-07 19:46:39+00:00,2023-11-11 01:53:08+00:00,1,3,"[Label(name=""module: docs""), Label(name=""triaged""), Label(name=""medium""), Label(name=""docathon-h2-2023"")]"
113188,"Fix docstring errors in _common_utils.py, _optim_utils.py, _wrap_utils.py, _unshard_param_utils.py, _fsdp_extensions.py, api.py, _debug_utils.py, _utils.py, wrap.py, sharded_grad_scaler.py",2023-11-07 19:46:37+00:00,,1,3,"[Label(name=""module: docs""), Label(name=""triaged""), Label(name=""medium""), Label(name=""docathon-h2-2023"")]"
113187,"Fix docstring errors in embedding.py, _limiter_utils.py, _dynamo_utils.py, embedding_bag.py, tensor_ops.py, api.py, _internals.py, _common.py, init.py, _exec_order_utils.py, _traversal_utils.py, chunk_sharding_spec.py, _trace_utils.py",2023-11-07 19:46:35+00:00,,1,6,"[Label(name=""module: docs""), Label(name=""triaged""), Label(name=""medium""), Label(name=""docathon-h2-2023"")]"
113186,"Fix docstring errors in shard.py, op_registry_utils.py, local_timer.py, file_based_local_timer.py, api.py, distributed.py, cycling_iterator.py, __init__.py, _utils.py, reshard.py, common_op_utils.py, elastic_distributed_sampler.py, utils.py, log_level.py, store.py, logging.py, sharder.py, metadata.py",2023-11-07 19:46:33+00:00,,1,1,"[Label(name=""module: docs""), Label(name=""triaged""), Label(name=""medium""), Label(name=""docathon-h2-2023"")]"
113185,"Fix docstring errors in etcd_server.py, etcd_rendezvous.py, api.py, __init__.py, error_handler.py, dynamic_rendezvous.py, tail_log.py, etcd_rendezvous_backend.py, redirects.py, c10d_rendezvous_backend.py, utils.py, registry.py, etcd_store.py, static_tcp_rendezvous.py",2023-11-07 19:46:31+00:00,2023-11-14 22:25:34+00:00,1,1,"[Label(name=""module: docs""), Label(name=""triaged""), Label(name=""medium""), Label(name=""docathon-h2-2023"")]"
113180,Higher train loss and worse evaluation metrics when using `torch.compile()`,2023-11-07 18:35:47+00:00,,0,5,"[Label(name=""high priority""), Label(name=""triage review""), Label(name=""needs reproduction""), Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: pt2 accuracy"")]"
113176,[dynamo] Recompiling dynamo function with differently-marked dynamic input dim incorrectly attributes now-non-dynamic dim as dynamic,2023-11-07 17:46:10+00:00,2023-11-07 19:03:07+00:00,0,1,"[Label(name=""oncall: pt2"")]"
113175,Different behaviors of `special_modified_bessel_k1` and `argmax` between eagermode and torch.compile,2023-11-07 17:36:07+00:00,2023-11-08 09:09:50+00:00,1,4,"[Label(name=""oncall: pt2"")]"
113172,Outputs mismatch on `special_bessel_y0` between eager mode and default torch.compile,2023-11-07 17:05:17+00:00,2023-11-14 19:46:47+00:00,0,2,"[Label(name=""high priority""), Label(name=""triage review""), Label(name=""module: correctness (silent)""), Label(name=""module: functionalization""), Label(name=""bug""), Label(name=""oncall: pt2""), Label(name=""module: aotdispatch"")]"
113169,Outputs mismatched of `nn.functional.dropout` between eager mode and torch.compile,2023-11-07 16:36:56+00:00,2023-11-07 16:39:08+00:00,0,0,[]
113167,Different behaviors on`torch.var_mean` with torch.compile(default mode),2023-11-07 16:21:18+00:00,2023-11-13 11:16:33+00:00,1,2,"[Label(name=""bug""), Label(name=""oncall: pt2""), Label(name=""module: inductor"")]"
113161,[Distributed][DTENSOR] Some operators registered under compositeimplicitautograd key can not work if I registered them under privateuse1,2023-11-07 15:25:17+00:00,,0,1,"[Label(name=""oncall: distributed""), Label(name=""module: dispatch""), Label(name=""module: dtensor"")]"
113160,"[dynamo] self-assigning operation causes `TensorVariable` to lose `mutable_local`, thus causing its attribute mutations to be untracked",2023-11-07 15:18:45+00:00,,0,5,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamo"")]"
113157,`torch::autograd::grad` broken in libtorch,2023-11-07 13:54:43+00:00,2023-11-12 03:34:55+00:00,0,2,"[Label(name=""module: docs""), Label(name=""module: cpp""), Label(name=""triaged"")]"
113156,torch._foreach_mul_ segmentation fault,2023-11-07 13:11:31+00:00,,1,5,"[Label(name=""module: crash""), Label(name=""module: error checking""), Label(name=""triaged""), Label(name=""module: numpy""), Label(name=""module: edge cases"")]"
113155,"[ONNX] torch.onnx.errors.SymbolicValueError: Unsupported: ONNX export of operator get_pool_ceil_padding, input size not accessible.",2023-11-07 12:44:32+00:00,2023-11-11 06:33:45+00:00,1,9,"[Label(name=""module: onnx""), Label(name=""triaged""), Label(name=""module: regression""), Label(name=""onnx-triaged"")]"
113152,"Allow passing `(<name>, <module>)` tuples to `nn.Sequential`",2023-11-07 11:12:33+00:00,2023-11-09 22:57:36+00:00,0,1,"[Label(name=""module: nn""), Label(name=""triaged""), Label(name=""enhancement"")]"
113151,different outputs on `torch.asinh` between eager mode and torch.compile,2023-11-07 10:57:36+00:00,,0,4,"[Label(name=""triage review""), Label(name=""triaged""), Label(name=""bug""), Label(name=""oncall: pt2"")]"
113150,"Aborted (core dumped) after Run Pytorch2.0.0, which I compiled by myself",2023-11-07 10:44:24+00:00,,0,6,"[Label(name=""needs reproduction""), Label(name=""module: build""), Label(name=""triaged"")]"
113149,Compilation error on loongarch64,2023-11-07 10:17:00+00:00,,0,1,"[Label(name=""module: build""), Label(name=""triaged""), Label(name=""module: third_party"")]"
113148,DISABLED test_lgamma_cpu (__main__.CpuTests),2023-11-07 09:44:43+00:00,,0,1,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: inductor"")]"
113147,DISABLED test_lgamma_cpu (__main__.CpuTests),2023-11-07 09:43:51+00:00,2023-11-07 12:45:07+00:00,0,1,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: inductor"")]"
113146,DISABLED test_large_strided_reduction_dynamic_shapes_cpu (__main__.DynamicShapesCodegenCpuTests),2023-11-07 09:43:51+00:00,,0,1,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: inductor"")]"
113145,Is there any function in pytorch that can visualize the function calling relationship and the calling relationship of the dynamic link library?,2023-11-07 08:45:11+00:00,2023-11-07 19:11:11+00:00,0,3,[]
113144,Output mismatch of torch.abs with torch.compile when applying associative law of multiplication,2023-11-07 08:30:17+00:00,2023-11-29 18:09:41+00:00,1,2,"[Label(name=""triaged""), Label(name=""bug""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor""), Label(name=""oncall: cpu inductor"")]"
113143,Output mismatch of torch.to with torch.compile when applying associative law of multiplication,2023-11-07 08:20:43+00:00,2023-11-29 18:10:11+00:00,1,2,"[Label(name=""triaged""), Label(name=""bug""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
113142,[torch.compile] With dynamic_shape=True and torch.randperm operator error while dynamo tracing,2023-11-07 08:06:46+00:00,2023-11-20 21:27:55+00:00,0,1,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamic shapes"")]"
113141,Output mismatch of torch.sum with torch.compile when swapping the input parameters of torch.mul,2023-11-07 08:06:22+00:00,,1,0,"[Label(name=""triaged""), Label(name=""bug""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
113140,DISABLED test_large_block_sizes_cuda (__main__.CudaTests),2023-11-07 06:40:54+00:00,,0,2,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: inductor"")]"
113139,DISABLED test_large_block_sizes_cpu (__main__.CpuTests),2023-11-07 06:40:01+00:00,,0,2,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: inductor"")]"
113138,DISABLED test_large_offset_pointwise_cpu (__main__.CpuTests),2023-11-07 06:39:58+00:00,2023-11-27 00:57:04+00:00,0,2,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: inductor"")]"
113137,DISABLED test_large_offset_pointwise_dynamic_shapes_cpu (__main__.DynamicShapesCodegenCpuTests),2023-11-07 06:39:55+00:00,,0,2,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: inductor"")]"
113136,DISABLED test_large_block_sizes_dynamic_shapes_cuda (__main__.DynamicShapesCodegenCudaTests),2023-11-07 06:39:52+00:00,,0,2,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: inductor"")]"
113135,DISABLED test_large_block_sizes_dynamic_shapes_cpu (__main__.DynamicShapesCodegenCpuTests),2023-11-07 06:39:49+00:00,,0,2,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: inductor"")]"
113134,DISABLED test_large_offset_pointwise_dynamic_shapes_cpu (__main__.DynamicShapesCpuTests),2023-11-07 06:39:46+00:00,,0,2,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: inductor"")]"
113133,DISABLED test_large_block_sizes_dynamic_shapes_cpu (__main__.DynamicShapesCpuTests),2023-11-07 06:39:43+00:00,,0,2,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: inductor"")]"
113132,DISABLED test_large_block_sizes_dynamic_shapes_cuda (__main__.DynamicShapesCudaTests),2023-11-07 06:39:40+00:00,,0,2,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: inductor"")]"
113130,get_unbacked_symbol_defs in inductor uses a set and iterates over it,2023-11-07 05:59:20+00:00,,0,1,"[Label(name=""low priority""), Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: inductor""), Label(name=""internal ramp-up task"")]"
113129,[torch.compile] Dynamic shape behavior is different between using torch.compile with and without compiled_autograd.enable,2023-11-07 05:45:59+00:00,,0,2,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamic shapes""), Label(name=""module: compiled autograd""), Label(name=""module: pt2-dispatcher"")]"
113128,NCCL watchdog thread terminated with exception ,2023-11-07 05:37:43+00:00,,0,5,"[Label(name=""oncall: distributed""), Label(name=""module: nccl"")]"
113124,Request to add system requirements to doc,2023-11-07 03:48:26+00:00,,1,1,"[Label(name=""module: docs""), Label(name=""module: cpp""), Label(name=""triaged""), Label(name=""docathon-h2-2023"")]"
113122,Request to create a tutorial for loading a model dumped by `torch.export`,2023-11-07 03:45:53+00:00,,1,3,"[Label(name=""triaged""), Label(name=""docathon-h2-2023""), Label(name=""oncall: export"")]"
113119,With torch.compile in default setting `special_hermite_polynomial_he` failed running call_function,2023-11-07 03:05:53+00:00,2023-11-16 19:09:18+00:00,0,3,"[Label(name=""triaged""), Label(name=""module: special""), Label(name=""module: primTorch""), Label(name=""bug""), Label(name=""oncall: pt2""), Label(name=""module: fakeTensor"")]"
113118,RuntimeError on `torch.unqiue_consecutive` with torch.compile( fullgraph = true),2023-11-07 02:51:41+00:00,,0,2,"[Label(name=""triaged""), Label(name=""bug""), Label(name=""oncall: pt2""), Label(name=""module: dynamic shapes"")]"
113114,Allow to construct distributed Work object from Future,2023-11-07 01:30:27+00:00,,0,0,"[Label(name=""oncall: distributed"")]"
113113,FSDP does not move modules without parameters to device,2023-11-07 01:22:43+00:00,,0,6,"[Label(name=""triaged""), Label(name=""module: fsdp"")]"
113112,Add tests for ProcessGroupGloo::reduce_scatter_base and allgather_base,2023-11-07 01:19:26+00:00,,0,0,"[Label(name=""oncall: distributed"")]"
113089,Add docs for __tensor_flatten__ / __tensor_unflatten__,2023-11-06 22:37:32+00:00,,0,3,"[Label(name=""triage review""), Label(name=""module: docs""), Label(name=""triaged""), Label(name=""module: __torch_dispatch__""), Label(name=""tensor subclass""), Label(name=""oncall: pt2""), Label(name=""module: pt2-dispatcher"")]"
113088,Add Docstrings to ./torch/_refs/__init__.py,2023-11-06 22:17:01+00:00,2023-11-07 20:20:19+00:00,1,3,"[Label(name=""module: docs""), Label(name=""triaged""), Label(name=""medium""), Label(name=""docathon-h2-2023"")]"
113087,Add Docstrings to ./torch/_refs/__init__.py,2023-11-06 22:16:59+00:00,2023-11-07 20:20:18+00:00,1,1,"[Label(name=""module: docs""), Label(name=""triaged""), Label(name=""medium""), Label(name=""docathon-h2-2023"")]"
113086,Add Docstrings to ./torch/_refs/__init__.py,2023-11-06 22:16:58+00:00,2023-11-07 20:20:18+00:00,1,1,"[Label(name=""module: docs""), Label(name=""triaged""), Label(name=""medium""), Label(name=""docathon-h2-2023"")]"
113085,Add Docstrings to ./torch/_refs/__init__.py,2023-11-06 22:16:57+00:00,2023-11-07 20:20:18+00:00,1,1,"[Label(name=""module: docs""), Label(name=""triaged""), Label(name=""medium""), Label(name=""docathon-h2-2023"")]"
113084,Add Docstrings to ./torch/_refs/__init__.py,2023-11-06 22:16:56+00:00,2023-11-07 20:20:17+00:00,1,1,"[Label(name=""module: docs""), Label(name=""triaged""), Label(name=""medium""), Label(name=""docathon-h2-2023"")]"
113083,Add Docstrings to ./torch/_refs/__init__.py,2023-11-06 22:16:54+00:00,2023-11-07 20:20:17+00:00,1,1,"[Label(name=""module: docs""), Label(name=""triaged""), Label(name=""medium""), Label(name=""docathon-h2-2023"")]"
113082,"Add Docstrings to ./torch/_refs/__init__.py, ./torch/_refs/special/__init__.py, ./torch/masked/_ops.py",2023-11-06 22:16:53+00:00,2023-11-07 20:20:16+00:00,1,3,"[Label(name=""module: docs""), Label(name=""triaged""), Label(name=""medium""), Label(name=""docathon-h2-2023"")]"
113079,"Automatically run ""lintrunner -a"" when needed and create review comments with autofixes",2023-11-06 22:16:21+00:00,,0,3,"[Label(name=""triaged"")]"
113076,DISABLED test_meta_outplace_vdot_cpu_complex64 (__main__.TestMetaCPU),2023-11-06 21:40:47+00:00,2023-11-21 06:40:18+00:00,0,5,"[Label(name=""triage review""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""oncall: pt2"")]"
113074,onnx export model with maxpool has incorrect shape,2023-11-06 21:24:06+00:00,2023-11-07 23:28:35+00:00,0,2,"[Label(name=""module: onnx""), Label(name=""triaged"")]"
113072,load_state_dict() does not load exact value,2023-11-06 21:10:25+00:00,2023-11-06 22:41:19+00:00,0,1,[]
113067,[ONNX] stft export fails with dynamo_export,2023-11-06 20:50:10+00:00,,1,22,"[Label(name=""module: onnx""), Label(name=""triaged"")]"
113063,Rework Dynamic Benchmarks To Actually Vary Shapes,2023-11-06 20:25:06+00:00,,0,1,"[Label(name=""high priority""), Label(name=""triage review""), Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamic shapes"")]"
113062,MPS device: Sample from MultivariateNormal distribution,2023-11-06 20:22:30+00:00,,0,3,"[Label(name=""triaged""), Label(name=""module: mps"")]"
113053,[CUDA-12.2] cuSPARSE deprecated support for sparse BSR,2023-11-06 19:09:00+00:00,,0,5,"[Label(name=""module: sparse""), Label(name=""module: cuda""), Label(name=""triaged"")]"
113045,[Feature][DTensor] Manage additional `_padded_local_tensor` attribute,2023-11-06 18:25:42+00:00,,0,0,"[Label(name=""feature""), Label(name=""triaged""), Label(name=""module: dtensor"")]"
113041,[export] Dynamo export lifting attrs as inputs,2023-11-06 17:55:38+00:00,2023-11-17 08:17:34+00:00,0,1,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamo"")]"
113040,[PT2] [Hardening] Track recompiles alongside graph breaks in our actual/expected comparison CI runs,2023-11-06 17:50:09+00:00,,0,0,"[Label(name=""triage review""), Label(name=""good first issue""), Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamo"")]"
113038,"[fx passes] detectron2_fcos_r_50_fpn broken: ""Attempting to broadcast a dimension of length 1000 at -1!""",2023-11-06 17:44:44+00:00,2023-11-16 20:03:06+00:00,1,0,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: fx.passes""), Label(name=""module: inductor"")]"
113037,`torch.div` on empty tensors causes segmentation fault,2023-11-06 17:40:49+00:00,,1,4,"[Label(name=""high priority""), Label(name=""module: crash""), Label(name=""module: cpu""), Label(name=""triaged""), Label(name=""module: regression"")]"
113035,Training a network SUPER slow with Pytorch 2.1,2023-11-06 17:32:43+00:00,,0,4,"[Label(name=""needs reproduction""), Label(name=""module: performance""), Label(name=""module: cuda""), Label(name=""triaged"")]"
113034,make_fx produces incorrect graph when used under FunctionalTensorMode,2023-11-06 17:28:59+00:00,,0,2,"[Label(name=""triaged""), Label(name=""module: fx""), Label(name=""oncall: fx"")]"
113033,DISABLED test_2d_optim_state_dict_is_even_sharded_model_True (__main__.TestNew2dParallelStateDict),2023-11-06 16:54:24+00:00,2023-11-06 19:36:39+00:00,0,1,"[Label(name=""skipped"")]"
113030,"Mismatching behaviour of tensor assignment ""a.data = b"" between torch.compile and eager execution",2023-11-06 16:40:39+00:00,,0,5,"[Label(name=""triage review""), Label(name=""triaged""), Label(name=""oncall: pt2"")]"
113029,"[aotinductor] xcit_large_24_p8_224: AssertionError: expected size 768==768, stride 784==1 at dim=1",2023-11-06 16:04:18+00:00,2023-11-07 22:50:05+00:00,1,1,"[Label(name=""triaged""), Label(name=""oncall: pt2"")]"
113027,DISABLED test_meta_outplace_std_mean_cpu_complex128 (__main__.TestMetaCPU),2023-11-06 15:39:36+00:00,2023-11-20 18:40:13+00:00,0,3,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: primTorch""), Label(name=""oncall: pt2"")]"
113026,ZeroDivisionError in torch.compile with torch.unfold_copy and Zero-Dimension Tensor,2023-11-06 15:17:51+00:00,2023-11-09 17:25:42+00:00,0,2,"[Label(name=""triage review""), Label(name=""good first issue""), Label(name=""oncall: pt2""), Label(name=""module: inductor"")]"
113024,Upsample bilinear 2d decomposition does not match native implementation for uint8,2023-11-06 13:49:39+00:00,,1,2,"[Label(name=""triaged""), Label(name=""module: decompositions"")]"
113022,Operator with only `Tensor[][]` args unsupported by dispatcher,2023-11-06 11:56:13+00:00,,0,0,"[Label(name=""triaged""), Label(name=""module: dispatch"")]"
113020,Output mismatch of torch.to with torch.compile when swapping the input parameters of torch.mul,2023-11-06 10:00:35+00:00,,1,2,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""oncall: cpu inductor"")]"
113019,Poor performance of quantized models after torch.compile(),2023-11-06 09:55:32+00:00,2023-11-14 05:24:57+00:00,1,13,"[Label(name=""oncall: quantization""), Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""docathon-h2-2023"")]"
113018,Inconsistent output of torch.nn.Conv2d with torch.compile over multiple runs,2023-11-06 09:48:43+00:00,2023-11-15 03:27:23+00:00,0,1,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""oncall: cpu inductor"")]"
113017,Output mismatch of torch.max with torch.compile when swapping output sequence,2023-11-06 09:38:14+00:00,,0,3,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""oncall: cpu inductor"")]"
113016,Output mismatch of torch.to with torch.compile when swapping output sequence,2023-11-06 09:35:30+00:00,2023-11-10 04:06:48+00:00,0,1,"[Label(name=""triage review""), Label(name=""oncall: pt2"")]"
113015,Output mismatch of torch.sum with torch.compile when swapping output sequence,2023-11-06 09:23:05+00:00,,0,11,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""oncall: cpu inductor"")]"
113014,Output mismatch of torch.gt with torch.compile when swapping output sequence,2023-11-06 09:08:46+00:00,2023-11-28 04:03:31+00:00,1,2,"[Label(name=""high priority""), Label(name=""triaged""), Label(name=""module: correctness (silent)""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
113013,Inconsistent Behavior Between Eager Execution and Compiled Execution for adaptive_avg_pool1d and argmax,2023-11-06 07:53:26+00:00,2023-11-09 11:47:58+00:00,1,1,"[Label(name=""high priority""), Label(name=""triage review""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
113012,Discrepancy Between Eager Mode and Optimized Mode Results for hinge_embedding_loss,2023-11-06 07:42:41+00:00,2023-11-28 05:03:23+00:00,2,2,"[Label(name=""triaged""), Label(name=""intel""), Label(name=""oncall: pt2""), Label(name=""module: cpu inductor"")]"
113010,Behavior Discrepancy Between Eager Mode and Optimized Mode for torch.abs with transposed out,2023-11-06 07:37:47+00:00,2023-11-15 19:55:54+00:00,1,9,"[Label(name=""high priority""), Label(name=""triage review""), Label(name=""module: correctness (silent)""), Label(name=""module: functionalization""), Label(name=""bug""), Label(name=""oncall: pt2""), Label(name=""module: aotdispatch"")]"
113007,`make_fx` failing for `_scaled_dot_product_flash_attention` decomposition,2023-11-06 05:22:43+00:00,,1,8,"[Label(name=""triaged""), Label(name=""module: fx""), Label(name=""module: decompositions"")]"
113003,RuntimeError on linalg_matrix_power Function with torch.compile,2023-11-06 02:54:11+00:00,2023-11-16 19:36:33+00:00,0,3,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamic shapes"")]"
113002,AOTInductor data dependents error when using max().item(),2023-11-06 02:51:05+00:00,,0,3,"[Label(name=""triage review""), Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamic shapes""), Label(name=""oncall: export"")]"
113001,the format of exported json from profiler is wrong!,2023-11-06 02:25:41+00:00,,1,1,"[Label(name=""oncall: profiler"")]"
112998,[MPS] MPSNDArrayConvolutionA14.mm:4352: failed assertion `destination kernel width and filter kernel width mismatch',2023-11-06 00:30:02+00:00,2023-11-10 04:29:39+00:00,1,19,"[Label(name=""high priority""), Label(name=""needs reproduction""), Label(name=""module: crash""), Label(name=""triaged""), Label(name=""module: mps"")]"
112997,Add support for Flash Attention for AMD/ROCm,2023-11-05 21:07:53+00:00,,0,1,"[Label(name=""module: rocm""), Label(name=""triaged""), Label(name=""ciflow/rocm"")]"
112988,torch/ao/quantization pydocstyle,2023-11-05 16:09:05+00:00,2023-11-15 00:59:51+00:00,1,4,"[Label(name=""module: docs""), Label(name=""triaged""), Label(name=""medium""), Label(name=""topic: not user facing""), Label(name=""docathon-h2-2023"")]"
112969,DISABLED test_2d_optim_state_dict_is_even_sharded_model_False (__main__.TestNew2dParallelStateDict),2023-11-04 22:38:54+00:00,2023-11-06 19:36:40+00:00,0,1,"[Label(name=""oncall: distributed""), Label(name=""triaged""), Label(name=""skipped"")]"
112958, No module named 'torch._C._distributed_c10d'; 'torch._C' is not a package,2023-11-04 16:46:41+00:00,2023-11-05 13:39:56+00:00,0,1,[]
112957,"RuntimeError: handle_0 INTERNAL ASSERT FAILED at ""../c10/cuda/driver_api.cpp"":15",2023-11-04 16:11:46+00:00,2023-11-10 16:14:21+00:00,0,6,"[Label(name=""high priority""), Label(name=""needs reproduction""), Label(name=""module: cuda""), Label(name=""triaged""), Label(name=""module: wsl"")]"
112956,Optim.step() is significantly SLOW on MPS,2023-11-04 15:52:50+00:00,,0,4,"[Label(name=""module: performance""), Label(name=""triaged""), Label(name=""module: mps"")]"
112955," Error loading ""AppData\Local\Temp\_MEI136882\torch\lib\cufft64_10.dll"" or one of its dependencies.",2023-11-04 15:34:49+00:00,,0,2,"[Label(name=""module: windows""), Label(name=""triaged""), Label(name=""module: third_party"")]"
112951,dynamo does not start tracing numpy after a graph break unless it sees an array/tensor before ,2023-11-04 14:39:08+00:00,2023-11-17 03:00:31+00:00,0,0,"[Label(name=""triaged""), Label(name=""module: numpy""), Label(name=""oncall: pt2""), Label(name=""module: dynamo"")]"
112950,"RuntimeError: NVML_SUCCESS == DriverAPI::get()->nvmlInit_v2_() INTERNAL ASSERT FAILED at ""../c10/cuda/CUDACachingAllocator.cpp"":1123, please report a bug to PyTorch.",2023-11-04 14:35:50+00:00,2023-11-04 17:15:57+00:00,0,2,[]
112949,MPSNDArrayConvolutionA14.mm:4352: failed assertiondestination kernel width and filter kernel width mismatch,2023-11-04 11:18:43+00:00,2023-11-07 03:12:20+00:00,0,1,"[Label(name=""triaged""), Label(name=""module: mps"")]"
112945,operator (`Linear` and `BatchNorm1d`) fusion fails in `torch.ao.quantization.fuse_modules`,2023-11-04 07:21:27+00:00,2023-11-09 18:05:41+00:00,0,1,"[Label(name=""oncall: quantization"")]"
112944,Getting an Error when loading a checkpoint :  AttributeError: Can't get attribute 'base_args_dict' on <module '__main__'>,2023-11-04 06:36:42+00:00,,0,2,"[Label(name=""needs reproduction""), Label(name=""module: windows""), Label(name=""module: serialization""), Label(name=""triaged""), Label(name=""module: python frontend"")]"
112942,Can't build PyTorch 2.1 from source by GCC 13.2 on M1 MacOS,2023-11-04 03:47:16+00:00,,0,2,"[Label(name=""module: build""), Label(name=""module: docs""), Label(name=""triaged""), Label(name=""module: macos"")]"
112919,Export + assume_constant_result does not work for top-level annotated function,2023-11-03 22:01:44+00:00,,0,1,"[Label(name=""triage review""), Label(name=""good first issue""), Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""oncall: export"")]"
112913,"AllenaiLongformerBase failing w/ dynamic shapes: ""'Pointwise' object has no attribute 'get_stride'""",2023-11-03 21:47:27+00:00,2023-11-07 04:15:46+00:00,1,1,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamic shapes""), Label(name=""module: inductor"")]"
112912,DISABLED test_double_backward_errors_dynamic_shapes (__main__.DynamicShapesAotAutogradFallbackTests),2023-11-03 21:39:49+00:00,2023-11-20 00:57:30+00:00,0,2,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: dynamo"")]"
112911,DISABLED test_eager_sequence_nr_dynamic_shapes (__main__.DynamicShapesAotAutogradFallbackTests),2023-11-03 21:39:46+00:00,2023-11-27 01:00:48+00:00,0,2,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: dynamo"")]"
112910,DISABLED test_double_backward_errors (__main__.AotAutogradFallbackTests),2023-11-03 21:39:43+00:00,2023-11-20 00:56:56+00:00,0,2,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: dynamo"")]"
112909,DISABLED test_transpose_inference_mode_interaction_cpu_float16 (__main__.TestNestedTensorDeviceTypeCPU),2023-11-03 21:39:40+00:00,2023-11-14 01:29:18+00:00,0,5,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""module: nestedtensor""), Label(name=""skipped"")]"
112908,DISABLED test_transpose_inference_mode_interaction_cpu_float64 (__main__.TestNestedTensorDeviceTypeCPU),2023-11-03 21:39:37+00:00,2023-11-14 01:29:18+00:00,0,3,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""module: nestedtensor""), Label(name=""skipped"")]"
