Issue Number,Issue Title,Time created,Time closed,Number of Assignees,Number of Comments,Tags
107352,dist.scatter is incompatible with transpose/permute operation,2023-08-17 03:02:53+00:00,,0,1,"[Label(name=""oncall: distributed""), Label(name=""triaged"")]"
107321,"using Union[str, Tensor] as an argument to a torch.jit.script function",2023-08-16 19:14:50+00:00,,0,2,"[Label(name=""oncall: jit""), Label(name=""triaged"")]"
107302,NumPy 2.0 Support,2023-08-16 15:50:58+00:00,,0,1,"[Label(name=""triaged""), Label(name=""module: numpy""), Label(name=""module: python frontend"")]"
107298,dist.destroy_process_group did not destroy the process group well,2023-08-16 15:12:16+00:00,,0,3,"[Label(name=""oncall: distributed""), Label(name=""triaged"")]"
107294,"'MPS' training Issue(s) with NanoGPT: -Inf, NaN's",2023-08-16 12:55:24+00:00,,0,0,"[Label(name=""triaged""), Label(name=""module: mps"")]"
107286,Sparse compressed tensor values autograd support is not implemented,2023-08-16 11:20:51+00:00,,1,0,"[Label(name=""module: sparse""), Label(name=""module: autograd""), Label(name=""triaged""), Label(name=""bug"")]"
107278,DISABLED test_find_or_create_pg (__main__.TestPgTag),2023-08-16 03:40:41+00:00,,0,1,"[Label(name=""oncall: distributed""), Label(name=""module: flaky-tests""), Label(name=""skipped"")]"
107277,Translation layer (similar to torch_np) that can reliably lift Python operations into Tensor operations,2023-08-16 03:32:33+00:00,,0,0,"[Label(name=""feature""), Label(name=""triaged""), Label(name=""oncall: pt2"")]"
107276,CUBLAS_STATUS_NOT_SUPPORTED,2023-08-16 03:26:12+00:00,,0,2,"[Label(name=""needs reproduction""), Label(name=""module: cuda""), Label(name=""triaged""), Label(name=""module: cublas"")]"
107269,model.forward() get error with torch.compile() when using huggingface llama,2023-08-15 23:28:14+00:00,,1,13,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamo"")]"
107256,`torch.float8_e4m3fn` does not support `torch.cat`,2023-08-15 20:52:10+00:00,,0,3,"[Label(name=""triaged""), Label(name=""module: float8"")]"
107253,Conda configuration shouldn't pollute $PATH variable,2023-08-15 20:21:51+00:00,,0,0,"[Label(name=""oncall: releng""), Label(name=""module: ci""), Label(name=""triaged"")]"
107239,torch.compile not tracing ops on tensor subclass,2023-08-15 15:54:28+00:00,,1,2,"[Label(name=""triaged""), Label(name=""module: __torch_dispatch__""), Label(name=""oncall: pt2""), Label(name=""module: dynamo""), Label(name=""module: pt2-dispatcher"")]"
107238,How to export GNN with dict inputs correctly?,2023-08-15 15:43:12+00:00,,0,0,"[Label(name=""module: onnx""), Label(name=""triaged"")]"
107224,"[CPP API] Add Adadelta, Adamax, ASGD, NAdam, RAdam and Rprop",2023-08-15 12:20:41+00:00,,0,3,"[Label(name=""module: cpp""), Label(name=""module: optimizer""), Label(name=""triaged""), Label(name=""needs research"")]"
107219,DISABLED test_RNN_input_size_zero (__main__.TestNN),2023-08-15 07:47:19+00:00,,0,2,"[Label(name=""module: rocm""), Label(name=""triaged""), Label(name=""skipped"")]"
107218,Documenting `__getitems__` for slicing support in `torch.utils.data`,2023-08-15 07:25:47+00:00,,0,1,"[Label(name=""triaged""), Label(name=""module: data"")]"
107217,Documenting `IterableDataset`'s needing `StopIteration` for finite data,2023-08-15 07:09:02+00:00,,0,0,"[Label(name=""triaged""), Label(name=""module: data"")]"
107214,The difference between input grad computed by channels last backward and the input grad computed by channels first backward of Hardswish on MPS is too large,2023-08-15 06:31:49+00:00,,0,1,"[Label(name=""module: nn""), Label(name=""triaged""), Label(name=""module: memory format""), Label(name=""module: correctness (silent)""), Label(name=""module: mps"")]"
107211,[ONNX] ONNX doesn't support exporting non-persistent buffer included models in FakeMode,2023-08-15 05:12:10+00:00,,0,1,"[Label(name=""module: onnx""), Label(name=""triaged""), Label(name=""onnx-triaged"")]"
107201,The difference between channels last backward and channels first backward of AvgPool2d on CUDA is too large,2023-08-15 02:15:38+00:00,,0,0,"[Label(name=""module: nn""), Label(name=""module: cuda""), Label(name=""triaged""), Label(name=""module: memory format"")]"
107200,[inductor] [dynamic shape] 5 HF models fails with `Constraints violated` using transformers v4.31.0,2023-08-15 01:59:42+00:00,,1,10,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamic shapes""), Label(name=""module: dynamo"")]"
107188,Can't construct a tensor from List[SymFloat],2023-08-14 23:33:27+00:00,,1,6,"[Label(name=""triage review""), Label(name=""module: performance""), Label(name=""oncall: pt2""), Label(name=""module: dynamic shapes""), Label(name=""module: dynamo""), Label(name=""mlperf"")]"
107183,DISABLED test_RNN_dropout_state (__main__.TestNN),2023-08-14 22:24:35+00:00,,0,1,"[Label(name=""module: rocm""), Label(name=""triaged""), Label(name=""skipped"")]"
107177,Timeout during NCCL initialization due to store,2023-08-14 21:23:07+00:00,,0,2,"[Label(name=""oncall: distributed""), Label(name=""better-engineering"")]"
107175,"sdp_kernel causes dynamo error on torch.compile(model, fullgraph=True)",2023-08-14 21:05:05+00:00,,1,1,"[Label(name=""good first issue""), Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamo"")]"
107174,Surface NCCL and CUDA version incompatibility,2023-08-14 20:57:28+00:00,,0,5,"[Label(name=""oncall: distributed""), Label(name=""better-engineering"")]"
107173,Dynamo test_vmap failures on Python-3.8,2023-08-14 20:39:33+00:00,,0,0,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: functorch""), Label(name=""module: dynamo""), Label(name=""module: pt2-dispatcher"")]"
107170,Torch randn cannot take symbol shapes as shape argument.,2023-08-14 20:09:04+00:00,,0,5,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamic shapes"")]"
107166,jit compilation returns an int rather than a bool when using math.isnan(),2023-08-14 19:36:55+00:00,,1,2,"[Label(name=""oncall: jit"")]"
107155,DISABLED test_learnable_forward_per_channel_cpu (quantization.core.test_workflow_ops.TestFakeQuantizeOps),2023-08-14 17:32:07+00:00,,1,2,"[Label(name=""triaged""), Label(name=""module: macos""), Label(name=""skipped"")]"
107143,[dynamo] calling __torch_function__ with dynamically created subclass of torch.Tensor fails compilation,2023-08-14 14:16:25+00:00,,0,1,"[Label(name=""triaged""), Label(name=""module: __torch_function__""), Label(name=""module: dynamo"")]"
107133,torch.inverse throws error when DP but not in DDP or single GPU,2023-08-14 12:14:26+00:00,,0,2,"[Label(name=""needs reproduction""), Label(name=""triaged""), Label(name=""module: data parallel""), Label(name=""module: linear algebra""), Label(name=""module: edge cases"")]"
107130,[docs] Document dtype conversions dtype.to_complex() dtype.to_real(),2023-08-14 11:03:26+00:00,,0,1,"[Label(name=""module: docs""), Label(name=""triaged"")]"
107125,combining `vmap` with NN containing `MaxPool2d' leads to discrepancies in output,2023-08-14 09:18:31+00:00,,0,3,"[Label(name=""triaged""), Label(name=""module: functorch"")]"
107115,H100 works differently than rtx4090 on same model,2023-08-14 03:54:30+00:00,,0,4,"[Label(name=""needs reproduction""), Label(name=""triaged""), Label(name=""module: numerical-reproducibility"")]"
107114,DISABLED test_make_fx_symbolic_exhaustive_special_bessel_y1_cpu_float32 (__main__.TestProxyTensorOpInfoCPU),2023-08-14 03:39:36+00:00,,0,15,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: fx""), Label(name=""module: unknown"")]"
107112,from_blob python api,2023-08-14 03:21:14+00:00,,0,2,"[Label(name=""triaged""), Label(name=""enhancement""), Label(name=""module: python frontend"")]"
107102,Error when using sparse_coo tensor with optimizer,2023-08-13 18:00:25+00:00,,0,0,"[Label(name=""module: sparse""), Label(name=""triaged"")]"
107099,memoryview support for `torch._C.import_ir_module_from_buffer`,2023-08-13 14:00:02+00:00,,0,0,"[Label(name=""oncall: jit"")]"
107087,RuntimeError with operations on torch.float8_e5m2 and torch.float_e4m3fn data types,2023-08-12 16:21:00+00:00,,1,6,"[Label(name=""triaged""), Label(name=""module: float8"")]"
107081,[FSDP] summon_full_params won't change parameters,2023-08-12 08:02:07+00:00,,0,5,"[Label(name=""triaged""), Label(name=""module: fsdp"")]"
107076,[Dynamo] Unable to Trace AdamW Optimizer when there is LR Scheduler,2023-08-12 02:59:47+00:00,,1,4,"[Label(name=""high priority""), Label(name=""module: optimizer""), Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamic shapes"")]"
107055,"Build a check we can defer to runtime, potentially add to the graph",2023-08-11 19:27:33+00:00,,0,0,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamo"")]"
107054,"Extend dict  and by extension __dict__ modeling in dynamo to support `setdefault`, `get`",2023-08-11 19:23:43+00:00,,0,0,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamo"")]"
107053,Dynamo x FSDP - Issue Tracking Master Task,2023-08-11 19:21:39+00:00,,1,0,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamo"")]"
107041,"I want to calculate the matrix multiplication of two Boolean matrices, but torch.mm will report an error. Is there any more efficient alternative?",2023-08-11 16:34:13+00:00,,0,2,"[Label(name=""triaged""), Label(name=""module: boolean tensor"")]"
107040,Dynamo not handling a NamedTuple ,2023-08-11 16:05:03+00:00,,1,2,"[Label(name=""triage review""), Label(name=""module: performance""), Label(name=""oncall: pt2""), Label(name=""module: dynamo""), Label(name=""mlperf"")]"
107026,a bug about tensor stride,2023-08-11 09:51:25+00:00,,0,0,"[Label(name=""triaged""), Label(name=""module: viewing and reshaping"")]"
107023,"[feature request] [onnx] Support QuantLinear/DequantLinear float16 inputs (opset19 and maybe ""backport""-support them for opset17)",2023-08-11 09:34:02+00:00,,0,5,"[Label(name=""module: onnx""), Label(name=""triaged""), Label(name=""enhancement"")]"
107021,torchrun： RendezvousConnectionError when use C10d on multi nodes,2023-08-11 09:25:17+00:00,,0,1,"[Label(name=""oncall: distributed""), Label(name=""oncall: r2p"")]"
107016,cov onnx error,2023-08-11 06:25:40+00:00,,0,2,"[Label(name=""module: onnx""), Label(name=""triaged"")]"
107011,max_pool3d_with_indices_backward_cuda does not have a deterministic implementation,2023-08-11 03:55:44+00:00,,0,0,"[Label(name=""triaged""), Label(name=""module: determinism""), Label(name=""module: pooling"")]"
107006,Apply fusion more aggressively in NAdam and Adagrad compilation,2023-08-11 02:15:43+00:00,,0,7,"[Label(name=""good first issue""), Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: inductor"")]"
107005,Dynamic shapes support for inductor foreach codegen,2023-08-11 02:05:48+00:00,,0,6,"[Label(name=""good first issue""), Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamic shapes""), Label(name=""module: inductor"")]"
107002,"RuntimeError: 0 INTERNAL ASSERT FAILED at ""../torch/csrc/jit/ir/alias_analysis.cpp"":615, please report a bug to PyTorch. We don't have an op for aten::full but it isn't a special case.  Argument types: int[], bool, NoneType, NoneType, Device, bool, ",2023-08-11 01:20:55+00:00,,0,0,"[Label(name=""module: onnx""), Label(name=""triaged"")]"
106991,Add cutlass as an alternative backend of PT2 Inductor,2023-08-10 21:59:49+00:00,,1,6,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: inductor"")]"
106989,`ray` multiprocessing interference by torch import,2023-08-10 20:41:13+00:00,,0,2,"[Label(name=""module: multiprocessing""), Label(name=""triaged"")]"
106973,Facing error while using onnx from scatterelements,2023-08-10 15:31:38+00:00,,0,0,"[Label(name=""module: onnx""), Label(name=""triaged"")]"
106972,RuntimeError: _Map_base::at when exporting squeeze,2023-08-10 15:13:58+00:00,,0,3,"[Label(name=""module: onnx""), Label(name=""module: autograd""), Label(name=""triaged"")]"
106971,Found two conflicting CUDA installs,2023-08-10 15:06:08+00:00,,0,8,"[Label(name=""module: build""), Label(name=""triaged"")]"
106967,ONNX Model Producing Different Results Compared to Original PyTorch and JIT Traced Model,2023-08-10 13:59:53+00:00,,0,2,"[Label(name=""module: onnx""), Label(name=""triaged"")]"
106959,"`tensor.repeat` quirks: has no `torch.` variant, no `out=` variant, no inplace variant | `torch.tile` also does not have `out=` variant and uses `dims=` instead of `dim=`",2023-08-10 08:19:05+00:00,,0,6,"[Label(name=""triaged""), Label(name=""module: viewing and reshaping""), Label(name=""module: python frontend"")]"
106956,Readily available python wheels for windows ARM,2023-08-10 07:16:05+00:00,,0,2,"[Label(name=""module: binaries""), Label(name=""module: windows""), Label(name=""feature""), Label(name=""triaged"")]"
106951,stride of gradient is not same as the corresponding tensor,2023-08-10 05:56:14+00:00,,1,2,"[Label(name=""module: autograd""), Label(name=""module: optimizer""), Label(name=""triaged""), Label(name=""actionable"")]"
106942,[Minor Bug] Should consume_prefix_in_state_dict_if_present change ordering of keys?,2023-08-10 03:45:44+00:00,,0,1,"[Label(name=""module: docs""), Label(name=""module: nn""), Label(name=""triaged""), Label(name=""actionable"")]"
106939,Cannot export MiVOLO model into `onnx` format using `torch.onnx.export`,2023-08-10 03:00:04+00:00,,0,0,"[Label(name=""module: onnx""), Label(name=""triaged"")]"
106931,Other overloads of `_foreach_clamp`,2023-08-10 00:55:01+00:00,,0,2,"[Label(name=""module: optimizer""), Label(name=""triaged""), Label(name=""enhancement""), Label(name=""actionable""), Label(name=""module: mta"")]"
106894,[autograd.Function] freevar lifting is too aggressive?,2023-08-09 19:08:58+00:00,,0,0,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamo"")]"
106893,[autograd.Function] torch.compile w/ once_differentiable leads to opaque graph break,2023-08-09 19:03:50+00:00,,1,9,"[Label(name=""high priority""), Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamo"")]"
106885,Dynamo graph break when using pyton module `heapq` (manipulates with `list`s),2023-08-09 18:18:11+00:00,,0,2,"[Label(name=""low priority""), Label(name=""triaged""), Label(name=""module: dynamo"")]"
106877,[ONNX] Float8 support,2023-08-09 17:38:49+00:00,,1,3,"[Label(name=""module: onnx""), Label(name=""low priority""), Label(name=""triaged"")]"
106873,[Dynamo] Integration exporter's diagnostic system into ONNXRuntime backend,2023-08-09 16:52:56+00:00,,0,0,"[Label(name=""module: onnx""), Label(name=""triaged"")]"
106872,[Dynamo] revise ONNXRuntime backend's use of CapabilityBasedPartitioner,2023-08-09 16:49:22+00:00,,1,0,"[Label(name=""module: onnx""), Label(name=""triaged"")]"
106871,[Dynam] a graph pass in Dynamo-ONNXRuntime backend needs revision,2023-08-09 16:45:49+00:00,,1,0,"[Label(name=""module: onnx""), Label(name=""triaged"")]"
106869,[Dyanmo] Pre-allocate flag should be a ONNXRuntime inference session level attribute,2023-08-09 16:38:48+00:00,,0,0,"[Label(name=""module: onnx""), Label(name=""triaged"")]"
106868,[Dynamo] ONNXRuntime backend (DORT) requires some guards to re-partition extracted by Dynamo,2023-08-09 16:34:46+00:00,,1,0,"[Label(name=""module: onnx""), Label(name=""triaged"")]"
106867,[Dynamo] ONNXRuntime Backend Shold Allow External Allocator,2023-08-09 16:17:39+00:00,,0,0,"[Label(name=""module: onnx""), Label(name=""triaged"")]"
106851,RPC all_gather doesn't work with dynamic world size (world_size=None),2023-08-09 08:05:50+00:00,,0,0,"[Label(name=""oncall: distributed""), Label(name=""module: rpc"")]"
106846,untimeError: The following operation failed in the TorchScript interpreter. Traceback of TorchScript (most recent call last): RuntimeError: nvrtc: error: invalid value for --gpu-architecture (-arch),2023-08-09 06:29:54+00:00,,0,0,"[Label(name=""needs reproduction""), Label(name=""oncall: jit"")]"
106845,`1/torch.inf` produce inconsistent results,2023-08-09 05:40:03+00:00,,1,4,"[Label(name=""module: numerical-stability""), Label(name=""triaged""), Label(name=""module: complex""), Label(name=""module: type promotion""), Label(name=""module: edge cases"")]"
106828,Use expect tests for error inputs,2023-08-08 23:48:06+00:00,,0,1,"[Label(name=""triaged""), Label(name=""better-engineering""), Label(name=""module: testing"")]"
106815,Please verify 1.14.1 ONNX release candidate on TestPyPI,2023-08-08 20:28:03+00:00,,0,1,"[Label(name=""module: onnx""), Label(name=""triaged""), Label(name=""module: infra"")]"
106802,Optimizers should use learning rates passed as tensors directly,2023-08-08 16:14:52+00:00,,1,9,"[Label(name=""module: optimizer""), Label(name=""triaged""), Label(name=""actionable""), Label(name=""module: dynamic shapes"")]"
106801,"Timer benchmark stores only one time value, and therefore has broken mean/median/etc metrics",2023-08-08 16:03:51+00:00,,0,4,"[Label(name=""triaged""), Label(name=""module: benchmark"")]"
106784,"[ux] Suppot torch.tensor(set([1,2,3]))",2023-08-08 14:18:41+00:00,,0,4,"[Label(name=""triaged""), Label(name=""needs research""), Label(name=""topic: new features""), Label(name=""module: python frontend"")]"
106780,inf and nan are mapped to quant_min in torch.fake_quantize_per_tensor_affine,2023-08-08 13:32:31+00:00,,1,1,"[Label(name=""oncall: quantization""), Label(name=""triaged"")]"
106770,[Inductor][cpu] torchbench model doctr_det_predictor perf regression,2023-08-08 09:03:18+00:00,,1,1,"[Label(name=""triaged""), Label(name=""oncall: pt2"")]"
106764,[Feature request] Add new API Tensor.device_as ,2023-08-08 07:43:37+00:00,,0,0,"[Label(name=""triage review""), Label(name=""oncall: jit""), Label(name=""feature""), Label(name=""module: python frontend"")]"
106748,[FX][ONNX][exporter] Failed to export traced fx graph to onnx model,2023-08-08 02:34:24+00:00,,0,6,"[Label(name=""module: onnx""), Label(name=""triaged""), Label(name=""oncall: export"")]"
106732,Hugging Face safetensor does not work with FakeTensorMode,2023-08-07 22:46:02+00:00,,0,6,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: fakeTensor""), Label(name=""module: pt2-dispatcher"")]"
106718,Add AMD image to the .devcontainer spec,2023-08-07 18:50:13+00:00,,0,0,"[Label(name=""triaged""), Label(name=""better-engineering"")]"
106717,Provide .devcontainer PyTorch - MPS environment,2023-08-07 18:48:05+00:00,,0,0,"[Label(name=""triaged""), Label(name=""better-engineering"")]"
106713,Dev Container Support for PyTorch,2023-08-07 17:51:14+00:00,,1,0,"[Label(name=""triaged""), Label(name=""better-engineering"")]"
106711,'CUDA out of memory' when using a GPU services for reinforcement learning in Torch rpc tutorial,2023-08-07 16:01:14+00:00,,0,4,"[Label(name=""oncall: distributed""), Label(name=""module: rpc"")]"
106704,Dataloader extremely slow on in-memory datasets,2023-08-07 13:46:00+00:00,,0,1,"[Label(name=""module: dataloader""), Label(name=""triaged""), Label(name=""module: data"")]"
106700,C++ API `torch::nn::MultiheadAttention` Crashes by division by zero,2023-08-07 11:36:32+00:00,,0,1,"[Label(name=""module: crash""), Label(name=""module: cpp""), Label(name=""triaged""), Label(name=""oncall: transformer/mha"")]"
106699,torch.jit.script: scripting doesn't work with wraps,2023-08-07 11:23:50+00:00,,0,0,"[Label(name=""oncall: jit"")]"
106692,torch.polygamma inconsistent with scipy.special.polygamma for n >= 1,2023-08-07 05:36:43+00:00,,0,0,"[Label(name=""triaged""), Label(name=""module: numpy""), Label(name=""module: special"")]"
106690,DDP grads not synced when static_graph=True and module output is a dict subclass?,2023-08-07 04:34:47+00:00,,0,6,"[Label(name=""oncall: distributed""), Label(name=""module: pytree"")]"
106667,[docs] Idea collection of examples of custom ops / inline torch extensions,2023-08-05 17:13:57+00:00,,0,6,"[Label(name=""module: docs""), Label(name=""triaged""), Label(name=""module: custom-operators"")]"
106665,Inconsistency between CPU and GPU for `Linear()` layer with input size 0,2023-08-05 12:53:17+00:00,,0,5,"[Label(name=""module: nn""), Label(name=""triaged""), Label(name=""actionable""), Label(name=""module: edge cases"")]"
106664,[docs] URL and link format proposal to make function page URLs more concise,2023-08-05 11:42:07+00:00,,0,1,"[Label(name=""module: docs""), Label(name=""triaged""), Label(name=""enhancement"")]"
106662,Will torch.sparse.mm support multiplying two boolean matrices?,2023-08-05 09:52:28+00:00,,0,0,"[Label(name=""module: sparse""), Label(name=""triaged""), Label(name=""module: boolean tensor"")]"
106660,Question about garbage collection without GPU sync ,2023-08-05 06:28:26+00:00,,0,1,"[Label(name=""triaged""), Label(name=""module: CUDACachingAllocator"")]"
106649,Dynamo graph break on triplet_margin_with_distance_loss,2023-08-04 23:39:35+00:00,,0,1,"[Label(name=""triaged""), Label(name=""module: dynamo"")]"
106637,Using retain_graph in backward() with FSDP,2023-08-04 21:44:48+00:00,,1,0,"[Label(name=""oncall: distributed""), Label(name=""triaged""), Label(name=""module: fsdp"")]"
106634,Confusing error message for DataLoader with num_workers=0 and non-zero timeout,2023-08-04 21:04:36+00:00,,0,0,"[Label(name=""module: dataloader""), Label(name=""triaged"")]"
106633,Refcount problem for torch.distributed.Store objects defined in Python,2023-08-04 20:58:25+00:00,,0,5,"[Label(name=""oncall: distributed""), Label(name=""module: c10d"")]"
106630,no_grad() changes output of TransformerDecoder module during evaluation ,2023-08-04 18:47:08+00:00,,0,2,"[Label(name=""oncall: transformer/mha"")]"
106624,"[feature request] [ux] Frontend methods for fused  elementwise affine transform: mul+add+dtype convert + support  `integer_tensor.mul_(float_constant)` and `float_tensor.mul(some_constant, out = integer_tensor)` maybe via new args `rounding_mode=...` and `dtype=...` + maybe support OpenCV-style saturated dtype conversions (e.g. `clamp_` before conversion)",2023-08-04 17:37:47+00:00,,0,12,"[Label(name=""triaged""), Label(name=""module: type promotion""), Label(name=""module: python frontend"")]"
106623,Meta implementations of FFT operators often have incorrect strides,2023-08-04 17:25:52+00:00,,0,1,"[Label(name=""triaged""), Label(name=""module: fft""), Label(name=""oncall: pt2"")]"
106622,FFT Samples Inputs with More than Three Dimensions,2023-08-04 17:22:25+00:00,,0,2,"[Label(name=""module: tests""), Label(name=""triaged""), Label(name=""module: fft"")]"
106614,Case study of torch.compile / cpp inductor on CPU: min_sum / mul_sum with 1d / matmul-like with static / dynamic shapes,2023-08-04 14:19:47+00:00,,0,17,"[Label(name=""triaged""), Label(name=""module: custom-operators""), Label(name=""oncall: pt2""), Label(name=""module: dynamic shapes""), Label(name=""module: pt2-dispatcher"")]"
106608,ROCm & Windows Support,2023-08-04 09:08:01+00:00,,0,9,"[Label(name=""module: rocm""), Label(name=""triaged"")]"
106606,More Performant CachingHostAllocator for Pinned Memory Allocation,2023-08-04 07:57:44+00:00,,0,0,"[Label(name=""module: cuda""), Label(name=""triaged"")]"
106604,Relu6 not able to process nan values,2023-08-04 07:01:39+00:00,,0,3,"[Label(name=""triaged""), Label(name=""module: NaNs and Infs"")]"
106602, onednn ops supported in pytorch,2023-08-04 06:22:53+00:00,,1,4,"[Label(name=""triaged""), Label(name=""module: intel""), Label(name=""docathon-h2-2023"")]"
106601,[ONNX] Keep functional ops as functions in dynamo exported onnx,2023-08-04 06:12:15+00:00,,0,1,"[Label(name=""module: onnx""), Label(name=""triaged"")]"
106596,[discussion] move-semantics for tensors,2023-08-04 02:52:42+00:00,,0,10,"[Label(name=""triaged""), Label(name=""module: python frontend"")]"
106584,Lacking commutativity of `tensor.expand` and `tensor.flatten`,2023-08-03 23:23:15+00:00,,0,5,"[Label(name=""triaged""), Label(name=""module: viewing and reshaping"")]"
106580,[dynamo] Unsupported to trace through Boolean Tensor indexing,2023-08-03 22:23:20+00:00,,1,5,"[Label(name=""triaged""), Label(name=""oncall: pt2""), Label(name=""module: dynamic shapes"")]"
106579,"Boolean valued images loaded from disk, when converted to torch int/float tensor, the True valued pixels gets converted to 255 instead of 1",2023-08-03 21:47:27+00:00,,0,2,"[Label(name=""triaged""), Label(name=""module: boolean tensor"")]"
106566,DTensor Sharding prop cache stats,2023-08-03 19:06:58+00:00,,0,0,"[Label(name=""oncall: distributed""), Label(name=""triaged""), Label(name=""module: dtensor"")]"
106565,install cuda version always get cpuonly,2023-08-03 18:43:55+00:00,,0,1,"[Label(name=""oncall: releng""), Label(name=""triaged"")]"
106563,NotImplementedError: Could not run 'aten::multinomial' with arguments from the 'Meta' backend.,2023-08-03 18:19:04+00:00,,0,1,"[Label(name=""triaged""), Label(name=""module: random"")]"
106557,DISABLED test_cpp_wrapper_cpu (__main__.FreezingCpuTests),2023-08-03 17:06:02+00:00,,1,1,"[Label(name=""triaged""), Label(name=""skipped""), Label(name=""oncall: pt2"")]"
106556,Pytorch: torch.autograd.grad returns NoneType,2023-08-03 16:41:36+00:00,,0,3,"[Label(name=""module: autograd""), Label(name=""triaged"")]"
106549,Can't build PyTorch 1.13.1 with Vulkan support,2023-08-03 15:25:32+00:00,,0,2,"[Label(name=""triaged""), Label(name=""module: vulkan""), Label(name=""ciflow/periodic"")]"
106546,Potential Issue with Pandas Dataframe,2023-08-03 12:44:33+00:00,,0,1,"[Label(name=""needs reproduction""), Label(name=""triaged""), Label(name=""oncall: pt2"")]"
106545,`softmax` to handle dimensions comprised of `-inf`,2023-08-03 10:59:35+00:00,,0,1,"[Label(name=""module: nn""), Label(name=""triaged"")]"
106544,"Branch name in double quotes """"",2023-08-03 09:48:51+00:00,,1,5,"[Label(name=""module: ci""), Label(name=""triaged"")]"
106540,Dataset  with Queue issue,2023-08-03 08:50:38+00:00,,0,1,"[Label(name=""module: dataloader""), Label(name=""triaged""), Label(name=""module: data"")]"
106533,CUDA device support does not register allocator to c10::GetAllocator(...),2023-08-03 07:41:47+00:00,,0,0,"[Label(name=""module: cpp""), Label(name=""module: cuda""), Label(name=""triaged"")]"
106529,Pytorch + ROCm+ Windows,2023-08-03 06:13:09+00:00,,0,2,"[Label(name=""module: rocm""), Label(name=""triaged"")]"
106520,Distributed torch.linalg.eigh (and other functions) on cuda using cuSOLVERMG,2023-08-03 03:12:55+00:00,,0,0,"[Label(name=""module: cuda""), Label(name=""triaged""), Label(name=""module: linear algebra"")]"
106485,Increasing batch size makes network forward 1000 times slower,2023-08-02 21:48:59+00:00,,0,6,"[Label(name=""module: cudnn""), Label(name=""module: nn""), Label(name=""module: cuda""), Label(name=""triaged"")]"
106469,Extreme slowdown of torch.mm for certain sizes and strides with bfloat16,2023-08-02 17:48:04+00:00,,0,1,"[Label(name=""module: cuda""), Label(name=""triaged""), Label(name=""module: bfloat16"")]"
106467,nn.CrossEntropyLoss with invalid target generates corrups memory eventualy leading to CUDA error: an illegal memory access,2023-08-02 16:24:15+00:00,,0,7,"[Label(name=""module: nn""), Label(name=""module: loss""), Label(name=""triaged"")]"
106457,AOTAutograd should detect false aliasing.,2023-08-02 13:54:19+00:00,,0,1,"[Label(name=""triaged""), Label(name=""module: viewing and reshaping""), Label(name=""oncall: pt2""), Label(name=""module: aotdispatch""), Label(name=""module: pt2-dispatcher"")]"
106455,"vmap, jacrev, jacfwd, hessian, etc., in libTorch",2023-08-02 12:54:42+00:00,,0,2,"[Label(name=""module: cpp""), Label(name=""triaged""), Label(name=""module: vmap""), Label(name=""module: functorch"")]"
106450,Check for output_padding <= stride/dilation in ConvTranspose1d,2023-08-02 11:56:29+00:00,,0,0,"[Label(name=""module: convolution""), Label(name=""triaged""), Label(name=""module: padding"")]"
106439,DISABLED test_aot_sequence_nr_dynamic_shapes (dynamo.test_aot_autograd.DynamicShapesAotAutogradFallbackTests),2023-08-02 03:40:53+00:00,,0,122,"[Label(name=""triaged""), Label(name=""module: flaky-tests""), Label(name=""skipped""), Label(name=""module: dynamo"")]"
106435,"[JIT] .item() dict keys cause `RuntimeError: Cannot create dict for key type 'Scalar', only int, float, complex, Tensor, device and string keys are supported`",2023-08-02 00:33:29+00:00,,0,1,"[Label(name=""oncall: jit"")]"
106432,inconsistent dtype of scale and zero_point in observers,2023-08-01 23:38:28+00:00,,1,0,"[Label(name=""high priority""), Label(name=""oncall: quantization""), Label(name=""triaged"")]"
106427,`torch.nn.utils.clip_grad_norm_()` causes H2D sync with foreach ops.,2023-08-01 23:13:25+00:00,,0,15,"[Label(name=""module: nn""), Label(name=""triaged""), Label(name=""module: mta"")]"
