function_name,param_names,param_types,is_optional,return_type,documentation_length
tf.nn.separable_conv2d,"['input', 'depthwise_filter', 'pointwise_filter', 'strides', 'padding', 'rate', 'name', 'data_format', 'dilations']","['data_format', 'contains', 'channels', 'convolution', 'algorithm', 'convolution', 'name', 'data', 'alias']","[False, False, False, False, False, False, True, False, False]",None,538
tf.nn.space_to_batch,['input'],['batch'],[False],None,1081
tf.nn.space_to_depth,"['input', 'block_size', 'name']","['tensor', 'block', 'name']","[False, False, True]",None,920
tf.nn.avg_pool,"['value', 'ksize', 'strides', 'padding', 'data_format', 'name', 'input']","['batch', 'tensor', 'tensor', 'algorithm', 'nchw', 'name', 'alias']","[False, False, False, False, False, True, False]",None,287
tf.nn.relu_layer,['name'],['name'],[True],None,143
tf.nn.weighted_moments,"['x', 'axes', 'frequency_weights', 'name', 'keep_dims', 'keepdims']","['tensor', 'tensor', 'tensor', 'name', 'dimensionality', 'alias']","[False, False, False, False, False, False]",None,149
tf.nn.quantized_max_pool,"['min_input', 'max_input', 'ksize', 'strides', 'name']","['float', 'float', 'tensor', 'tensor', 'name']","[False, False, False, False, True]",None,295
tf.nn.sampled_softmax_loss,"['weights', 'biases', 'labels', 'inputs', 'num_sampled', 'num_classes', 'num_true', 'sampled_values', 'remove_accidental_hits', 'partition_strategy', 'name', 'seed']","['class', 'class', 'argument', 'activations', 'batch', 'classes', 'classes', 'None', 'bool', 'default', 'name', 'None']","[False, False, False, False, False, False, False, False, False, False, True, False]",None,624
tf.nn.elu,['name'],['name'],[True],None,133
tf.nn.conv3d_backprop_filter,"['filter_sizes', 'out_backprop', 'strides', 'dilations', 'name']","['tensor', 'backprop', 'tensor', 'tensor', 'name']","[False, False, False, True, True]",None,488
tf.nn.with_space_to_batch,"['input', 'dilation_rate', 'padding', 'op', 'filter_shape', 'data_format']","['max', 'int32', 'str', 'function', 'num_spatial_dims', 'None']","[False, False, False, False, False, False]",None,1079
tf.nn.conv2d_backprop_input,"['input_sizes', 'out_backprop', 'strides', 'padding', 'use_cudnn_on_gpu', 'dilations', 'name', 'filters']","['tensor', 'batch', 'convolution', 'algorithm', 'bool', 'tensor', 'name', 'alias']","[False, False, False, False, True, True, True, False]",None,586
tf.nn.fractional_max_pool,"['value', 'pooling_ratio', 'pseudo_random', 'deterministic', 'seed', 'seed2', 'name']","['batch', 'batch', 'benjamin', 'bool', 'defaults', 'deprecated', 'name']","[False, False, True, True, True, True, True]",None,773
tf.nn.sparse_softmax_cross_entropy_with_logits,"['_sentinel', 'labels', 'logits', 'name']","['internal', 'cpu', 'activation', 'name']","[False, False, False, True]",None,529
tf.nn.embedding_lookup_sparse,"['params', 'sp_ids', 'sp_weights', 'partition_strategy', 'name', 'combiner', 'max_norm']","['tensor', 'ids', 'float', 'default', 'name', 'currently', 'None']","[False, False, False, False, True, False, False]",None,758
tf.nn.avg_pool1d,"['input', 'ksize', 'strides', 'padding', 'name']","['data_format', 'tensor', 'tensor', 'algorithm', 'name']","[False, False, False, False, True]",None,258
tf.nn.ctc_greedy_decoder,"['inputs', 'sequence_length']","['float', 'batch_size']","[False, False]",None,352
tf.nn.conv2d_backprop_filter,"['filter_sizes', 'out_backprop', 'strides', 'padding', 'use_cudnn_on_gpu', 'dilations', 'name']","['tensor', 'batch', 'convolution', 'algorithm', 'bool', 'tensor', 'name']","[False, False, False, False, True, True, True]",None,569
tf.nn.moments,"['x', 'axes', 'shift', 'name', 'keep_dims', 'keepdims']","['tensor', 'array', 'implementation', 'moments', 'dimensionality', 'alias']","[False, False, False, False, False, False]",None,261
tf.nn.bias_add,"['value', 'bias', 'data_format', 'name']","['float', 'case', 'c', 'name']","[False, False, False, True]",None,237
tf.nn.dropout,"['x', 'keep_prob', 'noise_shape', 'seed', 'name', 'rate']","['tensor', 'alias', 'flags', 'behavior', 'name', 'element']","[False, False, False, False, True, False]",None,389
tf.nn.max_pool2d,"['input', 'ksize', 'strides', 'padding', 'data_format', 'name']","['data_format', 'tensor', 'tensor', 'algorithm', 'nchw_vect_c', 'name']","[False, False, False, False, False, True]",None,229
tf.nn.atrous_conv2d_transpose,"['value', 'filters', 'output_shape', 'rate', 'padding', 'name']","['float', 'convolution', 'deconvolution', 'dilation', 'algorithm', 'tensor']","[False, False, False, False, False, True]",None,392
tf.nn.convolution,"['input', 'filter', 'padding', 'strides', 'dilation_rate', 'name', 'data_format', 'filters', 'dilations']","['batch_size', 'in_channels', 'algorithm', 'defaults', 'convolution', 'tensor', 'None', 'alias', 'alias']","[False, False, False, True, True, True, False, False, False]",None,1132
tf.nn.relu,['name'],['name'],[True],None,131
tf.nn.conv2d,"['filter', 'strides', 'padding', 'use_cudnn_on_gpu', 'dilations', 'name', 'filters']","['tensor', 'c', 'algorithm', 'bool', 'tensor', 'name', 'alias']","[False, False, False, True, False, True, False]",None,815
tf.nn.fused_batch_norm,"['x', 'scale', 'offset', 'mean', 'variance', 'epsilon', 'data_format', 'is_training', 'name']","['dimensions', 'dimension', 'bias', 'dimension', 'dimension', 'float', 'data', 'bool', 'name']","[False, False, False, False, False, False, False, False, True]",tensor,292
tf.nn.static_rnn,"['cell', 'inputs', 'initial_state', 'dtype', 'sequence_length', 'scope']","['instance', 'batch_size', 'tensor', 'data', 'tensor', 'defaults']","[False, False, True, True, False, False]",None,580
tf.nn.conv2d_transpose,"['value', 'filter', 'output_shape', 'strides', 'padding', 'data_format', 'name', 'input', 'filters', 'dilations']","['float', 'dimension', 'deconvolution', 'c', 'algorithm', 'nchw', 'tensor', 'alias', 'alias', 'tensor']","[False, False, False, False, False, False, True, False, False, False]",None,509
tf.nn.erosion2d,"['value', 'kernel', 'name']","['batch', 'depth', 'name']","[False, False, True]",None,491
tf.nn.sufficient_statistics,"['x', 'axes', 'shift', 'keep_dims', 'name', 'keepdims']","['tensor', 'array', 'None', 'dimensionality', 'name', 'alias']","[False, False, False, False, False, False]",None,271
tf.nn.softsign,['name'],['name'],[True],None,152
tf.nn.raw_rnn,"['cell', 'swap_memory', 'scope']","['instance', 'tensor', 'defaults']","[False, False, False]",None,1630
tf.nn.conv3d_transpose,"['value', 'filter', 'output_shape', 'strides', 'padding', 'data_format', 'name', 'input', 'filters', 'dilations']","['float', 'depth', 'deconvolution', 'tensor', 'algorithm', 'tensor', 'tensor', 'alias', 'alias', 'tensor']","[False, False, False, False, False, False, True, False, False, False]",None,457
tf.nn.static_bidirectional_rnn,"['cell_fw', 'cell_bw', 'inputs', 'initial_state_fw', 'initial_state_bw', 'dtype', 'sequence_length', 'scope']","['direction', 'direction', 'tensor', 'tensor', 'cell_bw', 'data', 'batch_size', 'defaults']","[False, False, False, True, True, True, True, False]",None,539
tf.nn.rnn_cell.MultiRNNCell,"['cells', 'state_is_tuple']","['list', 'axis']","[False, False]",None,480
tf.nn.rnn_cell.DeviceWrapper,"['cell', 'device', 'kwargs']","['instance', 'device', 'arguments']","[False, False, False]",None,203
tf.nn.rnn_cell.DropoutWrapper,"['cell', 'input_keep_prob', 'output_keep_prob', 'state_keep_prob', 'variational_recurrent', 'input_size', 'dtype', 'seed', 'kwargs']","['projection', 'float', 'float', 'float', 'bool', 'tensor', 'tensor', 'int', 'arguments']","[False, False, False, False, False, True, True, True, False]",None,732
tf.nn.rnn_cell.ResidualWrapper,"['cell', 'kwargs']","['instance', 'arguments']","[False, False]",None,220
tf.nn.rnn_cell.LSTMCell,"['num_units', 'use_peepholes', 'cell_clip', 'initializer', 'num_proj', 'proj_clip', 'num_unit_shards', 'num_proj_shards', 'forget_bias', 'state_is_tuple', 'reuse', 'name', 'dtype', 'kwargs']","['cell', 'bool', 'float', 'initializer', 'None', 'float', 'jan.', 'jan.', 'beginning', 'axis', 'error', 'cases', 'None', 'attributes']","[False, False, True, True, True, True, False, False, False, False, True, False, False, False]",None,997
tf.nn.rnn_cell.BasicLSTMCell,"['num_units', 'forget_bias', 'state_is_tuple', 'reuse', 'name', 'dtype', 'kwargs']","['cell', 'float', 'axis', 'error', 'cases', 'None', 'attributes']","[False, False, False, True, False, False, False]",None,787
tf.nn.rnn_cell.BasicRNNCell,"['num_units', 'reuse', 'name', 'dtype', 'kwargs']","['cell', 'error', 'cases', 'None', 'attributes']","[False, True, False, False, False]",None,549
tf.nn.rnn_cell.RNNCell,"['batch_size', 'dtype']","['float', 'data']","[False, False]",None,508
tf.nn.rnn_cell.GRUCell,"['num_units', 'reuse', 'kernel_initializer', 'bias_initializer', 'name', 'dtype', 'kwargs']","['cell', 'error', 'initializer', 'bias', 'cases', 'None', 'attributes']","[False, True, True, True, False, False, False]",None,603
tf.signal.hamming_window,"['window_length', 'periodic', 'dtype', 'name']","['length', 'analysis', 'data', 'name']","[False, False, False, True]",None,178
tf.signal.fft,['name'],['name'],[True],None,171
tf.signal.hann_window,"['window_length', 'periodic', 'dtype', 'name']","['length', 'analysis', 'data', 'name']","[False, False, False, True]",None,178
tf.signal.rfft3d,"['input', 'fft_length', 'name']","['tensor', 'tensor', 'name']","[False, False, True]",None,264
tf.signal.dct,"['input', 'type', 'n', 'axis', 'norm', 'name']","['dct', 'dct', 'dct', 'axis', 'ortho', 'name']","[False, False, False, False, False, True]",None,423
tf.signal.idct,"['input', 'type', 'n', 'axis', 'norm', 'name']","['dct', 'idct', 'None', 'axis', 'ortho', 'name']","[False, False, False, False, False, True]",None,395
tf.signal.fftshift,"['x', 'axes', 'name']","['tensor', 'None', 'name']","[False, True, True]",None,287
tf.signal.irfft3d,"['input', 'fft_length', 'name']","['tensor', 'tensor', 'name']","[False, False, True]",None,313
tf.signal.irfft2d,"['input', 'fft_length', 'name']","['tensor', 'tensor', 'name']","[False, False, True]",None,313
tf.signal.ifft,['name'],['name'],[True],None,173
tf.signal.fft2d,['name'],['name'],[True],None,173
tf.signal.ifft2d,['name'],['name'],[True],None,175
tf.signal.stft,"['signals', 'frame_length', 'frame_step', 'fft_length', 'window_fn', 'pad_end', 'name']","['samples', 'int', 'int', 'fft', 'None', 'end', 'name']","[False, False, False, False, False, False, True]",None,312
tf.signal.ifftshift,"['x', 'axes', 'name']","['tensor', 'None', 'name']","[False, False, True]",None,266
tf.signal.frame,"['signal', 'frame_length', 'frame_step', 'pad_end', 'pad_value', 'axis', 'name']","['dimensions', 'frame', 'frame', 'end', 'pad_end', 'axis', 'name']","[False, False, False, False, True, False, True]",None,403
tf.signal.inverse_stft_window_fn,"['frame_step', 'forward_window_fn', 'name']","['int', 'forward', 'name']","[False, False, True]",None,199
tf.signal.linear_to_mel_weight_matrix,"['num_mel_bins', 'num_spectrogram_bins', 'sample_rate', 'lower_edge_hertz', 'upper_edge_hertz', 'dtype', 'name']","['bands', 'bins', 'float', 'float', 'float', 'dtype', 'name']","[False, False, False, False, False, False, True]",None,562
tf.signal.fft3d,['name'],['name'],[True],None,173
tf.signal.ifft3d,['name'],['name'],[True],None,175
tf.signal.rfft2d,"['input', 'fft_length', 'name']","['tensor', 'tensor', 'name']","[False, False, True]",None,264
tf.signal.mfccs_from_log_mel_spectrograms,"['log_mel_spectrograms', 'name']","['float32', 'name']","[False, True]",None,491
tf.signal.rfft,"['input', 'fft_length', 'name']","['tensor', 'tensor', 'name']","[False, False, True]",None,251
tf.signal.inverse_stft,"['stfts', 'frame_length', 'frame_step', 'fft_length', 'window_fn', 'name']","['batch', 'int', 'int', 'fft', 'None', 'name']","[False, False, False, False, False, True]",None,500
tf.signal.overlap_and_add,"['signal', 'frame_step', 'name']","['dimensions', 'int', 'name']","[False, False, True]",None,232
tf.signal.irfft,"['input', 'fft_length', 'name']","['tensor', 'tensor', 'name']","[False, False, True]",None,301
tf.math.floor,['name'],['name'],[True],None,141
tf.math.cumsum,"['exclusive', 'name']","['cumsum', 'name']","[False, True]",None,422
tf.math.tan,['name'],['name'],[True],None,270
tf.math.igammac,"['x', 'name']","['must', 'name']","[False, True]",None,250
tf.math.softplus,['name'],['name'],[True],None,151
tf.math.cumulative_logsumexp,"['exclusive', 'reverse', 'name']","['logsumexp', 'direction', 'name']","[False, False, True]",None,517
tf.math.digamma,['name'],['name'],[True],None,148
tf.math.reduce_mean,"['input_tensor', 'axis', 'keepdims', 'name', 'reduction_indices', 'keep_dims']","['tensor', 'tensor', 'dimensions', 'name', 'axis', 'alias']","[False, False, False, True, False, False]",None,436
tf.math.square,['name'],['name'],[True],None,197
tf.math.cosh,['name'],['name'],[True],None,266
tf.math.lbeta,"['x', 'name']","['float', 'name']","[False, True]",None,352
tf.math.logical_and,"['x', 'y', 'name']","['bool', 'bool', 'name']","[False, False, True]",None,183
tf.math.reduce_max,"['input_tensor', 'axis', 'keepdims', 'name', 'reduction_indices', 'keep_dims']","['tensor', 'tensor', 'dimensions', 'name', 'axis', 'alias']","[False, False, False, True, False, False]",None,298
tf.math.sign,['name'],['name'],[True],None,237
tf.math.reduce_std,"['input_tensor', 'axis', 'keepdims', 'name']","['tensor', 'tensor', 'dimensions', 'name']","[False, False, False, True]",None,351
tf.math.multiply_no_nan,"['y', 'name']","['dtype', 'name']","[False, True]",None,136
tf.math.xlogy,"['y', 'name']","['must', 'name']","[False, True]",None,138
tf.math.multiply,"['y', 'name']","['must', 'name']","[False, True]",None,217
tf.math.reduce_min,"['input_tensor', 'axis', 'keepdims', 'name', 'reduction_indices', 'keep_dims']","['tensor', 'tensor', 'dimensions', 'name', 'axis', 'alias']","[False, False, False, True, False, False]",None,298
tf.math.reduce_variance,"['input_tensor', 'axis', 'keepdims', 'name']","['tensor', 'tensor', 'dimensions', 'name']","[False, False, False, True]",None,350
tf.math.is_nan,['name'],['name'],[True],None,161
tf.math.unsorted_segment_prod,['name'],['name'],[True],None,436
tf.math.truediv,"['x', 'y', 'name']","['numerator', 'denominator', 'name']","[False, False, True]",None,325
tf.math.acosh,['name'],['name'],[True],None,240
tf.math.unsorted_segment_mean,"['data', 'segment_ids', 'num_segments', 'name']","['dtype', 'tensor', 'ids', 'name']","[False, False, False, True]",None,323
tf.math.scalar_mul,"['scalar', 'x', 'name']","['must', 'indexedslices', 'name']","[False, False, True]",None,178
tf.math.reciprocal_no_nan,"['x', 'name']","['complex128', 'name']","[False, True]",None,189
tf.math.greater_equal,"['y', 'name']","['must', 'name']","[False, True]",None,256
tf.math.argmax,['name'],['name'],[True],None,377
tf.math.unsorted_segment_min,['name'],['name'],[True],None,441
tf.math.reduce_all,"['input_tensor', 'axis', 'keepdims', 'name', 'reduction_indices', 'keep_dims']","['tensor', 'tensor', 'dimensions', 'name', 'axis', 'alias']","[False, False, False, True, False, False]",None,356
tf.math.nextafter,"['x2', 'name']","['must', 'name']","[False, True]",None,168
tf.math.atan2,"['x', 'name']","['must', 'name']","[False, True]",None,221
tf.math.round,"['x', 'name']","['float16', 'name']","[False, True]",None,232
tf.math.maximum,"['y', 'name']","['must', 'name']","[False, True]",None,185
tf.math.rsqrt,['name'],['name'],[True],None,157
tf.math.segment_mean,['name'],['name'],[True],None,380
tf.math.atan,['name'],['name'],[True],None,317
tf.math.unsorted_segment_sqrt_n,"['data', 'segment_ids', 'num_segments', 'name']","['dtype', 'tensor', 'ids', 'name']","[False, False, False, True]",None,351
tf.math.less_equal,"['y', 'name']","['must', 'name']","[False, True]",None,256
tf.math.l2_normalize,"['x', 'axis', 'epsilon', 'name', 'dim']","['tensor', 'dimension', 'bound', 'name', 'alias']","[False, False, False, True, False]",None,286
tf.math.lgamma,['name'],['name'],[True],None,139
tf.math.count_nonzero,"['input_tensor', 'axis', 'keepdims', 'dtype', 'name', 'reduction_indices', 'keep_dims', 'input']","['tensor', 'tensor', 'dimensions', 'defaults', 'name', 'axis', 'alias', 'tensor']","[False, False, False, False, True, False, False, False]",None,596
tf.math.add,"['y', 'name']","['must', 'name']","[False, True]",None,221
tf.math.bessel_i1,['name'],['name'],[True],None,148
tf.math.betainc,"['b', 'x', 'name']","['must', 'must', 'name']","[False, False, True]",None,265
tf.math.erfc,['name'],['name'],[True],None,134
tf.math.negative,['name'],['name'],[True],None,264
tf.math.conj,"['x', 'name']","['must', 'name']","[False, True]",None,283
tf.math.divide_no_nan,"['y', 'name']","['dtype', 'name']","[False, True]",None,147
tf.math.real,"['input', 'name']","['must', 'name']","[False, True]",None,211
tf.math.subtract,"['y', 'name']","['must', 'name']","[False, True]",None,215
tf.math.log1p,['name'],['name'],[True],None,159
tf.math.polyval,"['coeffs', 'x', 'name']","['coefficients', 'polynomial', 'name']","[False, False, True]",None,256
tf.math.xdivy,"['y', 'name']","['must', 'name']","[False, True]",None,135
tf.math.ceil,['name'],['name'],[True],None,134
tf.math.floormod,"['y', 'name']","['must', 'name']","[False, True]",None,304
tf.math.exp,['name'],['name'],[True],None,392
tf.math.logical_not,"['x', 'name']","['bool', 'name']","[False, True]",None,196
tf.math.is_strictly_increasing,"['x', 'name']","['numeric', 'defaults']","[False, True]",None,224
tf.math.erf,['name'],['name'],[True],None,166
tf.math.confusion_matrix,"['labels', 'predictions', 'num_classes', 'dtype', 'name', 'weights']","['classification', 'classification', 'array', 'confusion', 'name', 'predictions']","[False, False, False, False, False, True]",None,485
tf.math.log_sigmoid,"['x', 'name']","['float32', 'name']","[False, True]",None,158
tf.math.sin,['name'],['name'],[True],None,257
tf.math.equal,"['x', 'y', 'name']","['indexedslices', 'indexedslices', 'name']","[False, False, True]",None,255
tf.math.unsorted_segment_max,['name'],['name'],[True],None,441
tf.math.expm1,['name'],['name'],[True],None,283
tf.math.logical_xor,"['x', 'y']","['bool', 'bool']","[False, False]",None,272
tf.math.floordiv,"['x', 'y', 'name']","['numerator', 'denominator', 'name']","[False, False, True]",None,283
tf.math.add_n,"['inputs', 'name']","['list', 'name']","[False, True]",None,338
tf.math.logical_or,"['x', 'y', 'name']","['bool', 'bool', 'name']","[False, False, True]",None,183
tf.math.rint,['name'],['name'],[True],None,240
tf.math.less,"['y', 'name']","['must', 'name']","[False, True]",None,255
tf.math.segment_prod,['name'],['name'],[True],None,355
tf.math.sinh,['name'],['name'],[True],None,270
tf.math.bessel_i0,['name'],['name'],[True],None,148
tf.math.bessel_i1e,['name'],['name'],[True],None,186
tf.math.imag,['name'],['name'],[True],None,223
tf.math.zero_fraction,"['value', 'name']","['tensor', 'name']","[False, True]",None,196
tf.math.atanh,['name'],['name'],[True],None,285
tf.math.asin,['name'],['name'],[True],None,317
tf.math.acos,['name'],['name'],[True],None,146
tf.math.is_non_decreasing,"['x', 'name']","['numeric', 'defaults']","[False, True]",None,229
tf.math.zeta,"['q', 'name']","['must', 'name']","[False, True]",None,193
tf.math.pow,"['x', 'y', 'name']","['complex128', 'complex128', 'name']","[False, False, True]",None,284
tf.math.in_top_k,"['predictions', 'k', 'name']","['tensor', 'elements', 'name']","[False, False, True]",None,328
tf.math.angle,['name'],['name'],[True],None,314
tf.math.invert_permutation,['name'],['name'],[True],None,277
tf.math.sqrt,['name'],['name'],[True],None,200
tf.math.reduce_any,"['input_tensor', 'axis', 'keepdims', 'name', 'reduction_indices', 'keep_dims']","['tensor', 'tensor', 'dimensions', 'name', 'axis', 'alias']","[False, False, False, True, False, False]",None,356
tf.math.top_k,"['input', 'k', 'sorted', 'name']","['dimension', 'dimension', 'elements', 'name']","[False, False, False, True]",elements,328
tf.math.asinh,['name'],['name'],[True],None,255
tf.math.segment_min,['name'],['name'],[True],None,346
tf.math.argmin,['name'],['name'],[True],None,375
tf.math.sigmoid,"['x', 'name']","['complex128', 'name']","[False, True]",None,194
tf.math.log,['name'],['name'],[True],None,151
tf.math.greater,"['y', 'name']","['must', 'name']","[False, True]",None,255
tf.math.squared_difference,"['y', 'name']","['must', 'name']","[False, True]",None,173
tf.math.reduce_euclidean_norm,"['input_tensor', 'axis', 'keepdims', 'name']","['tensor', 'tensor', 'dimensions', 'name']","[False, False, False, True]",None,355
tf.math.igamma,"['x', 'name']","['must', 'name']","[False, True]",None,250
tf.math.tanh,['name'],['name'],[True],None,328
tf.math.not_equal,"['x', 'y', 'name']","['indexedslices', 'indexedslices', 'name']","[False, False, True]",None,160
tf.math.segment_sum,['name'],['name'],[True],None,354
tf.math.unsorted_segment_sum,['name'],['name'],[True],None,439
tf.math.reciprocal,['name'],['name'],[True],None,155
tf.math.reduce_prod,"['input_tensor', 'axis', 'keepdims', 'name', 'reduction_indices', 'keep_dims']","['tensor', 'tensor', 'dimensions', 'name', 'axis', 'alias']","[False, False, False, True, False, False]",None,297
tf.math.bincount,"['arr', 'weights', 'minlength', 'maxlength', 'dtype']","['tensor', 'arr', 'end', 'arr', 'None']","[False, False, False, False, False]",None,294
tf.math.is_finite,['name'],['name'],[True],None,161
tf.math.bessel_i0e,['name'],['name'],[True],None,186
tf.math.segment_max,['name'],['name'],[True],None,346
tf.math.cumprod,"['exclusive', 'name']","['cumprod', 'name']","[False, True]",None,423
tf.math.polygamma,"['x', 'name']","['must', 'name']","[False, True]",None,225
tf.math.reduce_logsumexp,"['input_tensor', 'axis', 'keepdims', 'name', 'reduction_indices', 'keep_dims']","['tensor', 'tensor', 'dimensions', 'name', 'axis', 'alias']","[False, False, False, True, False, False]",None,472
tf.math.accumulate_n,"['inputs', 'shape', 'tensor_dtype', 'name']","['list', 'None', 'None', 'name']","[False, True, True, True]",None,456
tf.math.reduce_sum,"['input_tensor', 'axis', 'keepdims', 'name', 'reduction_indices', 'keep_dims']","['tensor', 'tensor', 'dimensions', 'name', 'axis', 'alias']","[False, False, False, True, False, False]",None,428
tf.math.minimum,"['y', 'name']","['must', 'name']","[False, True]",None,185
tf.math.is_inf,['name'],['name'],[True],None,161
tf.math.cos,['name'],['name'],[True],None,266
tf.math.abs,"['x', 'name']","['complex128', 'name']","[False, True]",None,428
tf.losses.mean_pairwise_squared_error,"['labels', 'predictions', 'weights', 'scope', 'loss_collection']","['tensor', 'tensor', 'tensor', 'loss', 'collection']","[False, False, False, False, False]",None,508
tf.losses.get_total_loss,"['add_regularization_losses', 'name', 'scope']","['indicating', 'tensor', 'losses']","[False, False, True]",None,214
tf.losses.sparse_softmax_cross_entropy,"['labels', 'logits', 'weights', 'scope', 'loss_collection', 'reduction']","['cpu', 'd_0', 'coefficients', 'loss', 'collection', 'loss']","[False, False, False, False, False, False]",None,392
tf.losses.cosine_distance,"['labels', 'predictions', 'axis', 'weights', 'scope', 'loss_collection', 'reduction', 'dim']","['predictions', 'matrix', 'cosine', 'dimension', 'loss', 'collection', 'loss', 'axis']","[False, False, False, True, False, False, False, False]",None,338
tf.losses.mean_squared_error,"['labels', 'predictions', 'weights', 'scope', 'loss_collection', 'reduction']","['tensor', 'outputs', 'dimension', 'loss', 'collection', 'loss']","[False, False, True, False, False, False]",None,360
tf.losses.absolute_difference,"['labels', 'predictions', 'weights', 'scope', 'loss_collection', 'reduction']","['tensor', 'outputs', 'dimension', 'loss', 'collection', 'loss']","[False, False, True, False, False, False]",None,356
tf.losses.softmax_cross_entropy,"['onehot_labels', 'logits', 'weights', 'label_smoothing', 'scope', 'loss_collection', 'reduction']","['labels', 'logits', 'loss', 'labels', 'loss', 'collection', 'loss']","[False, False, True, False, False, False, False]",None,394
tf.losses.get_regularization_losses,['scope'],['losses'],[True],None,77
tf.losses.huber_loss,"['labels', 'predictions', 'weights', 'delta', 'scope', 'loss_collection', 'reduction']","['tensor', 'outputs', 'dimension', 'float', 'loss', 'collection', 'loss']","[False, False, True, False, False, False, False]",None,454
tf.losses.get_regularization_loss,"['scope', 'name']","['losses', 'tensor']","[True, False]",None,88
tf.losses.get_losses,"['scope', 'loss_collection']","['losses', 'collection']","[True, True]",None,91
tf.losses.add_loss,"['loss', 'loss_collection']","['loss', 'collection']","[False, True]",None,80
tf.losses.compute_weighted_loss,"['losses', 'weights', 'scope', 'loss_collection', 'reduction']","['batch_size', 'dimension', 'loss', 'collections', 'loss']","[False, True, False, False, False]",None,318
tf.losses.log_loss,"['labels', 'predictions', 'weights', 'epsilon', 'scope', 'loss_collection', 'reduction']","['tensor', 'outputs', 'dimension', 'increment', 'loss', 'collection', 'loss']","[False, False, True, False, False, False, False]",None,378
tf.losses.sigmoid_cross_entropy,"['multi_class_labels', 'logits', 'weights', 'label_smoothing', 'scope', 'loss_collection', 'reduction']","['batch_size', 'float', 'dimension', 'labels', 'loss', 'collection', 'loss']","[False, False, True, False, False, False, False]",None,384
tf.losses.hinge_loss,"['labels', 'logits', 'weights', 'scope', 'loss_collection', 'reduction']","['tensor', 'tensor', 'dimension', 'loss', 'collection', 'loss']","[False, False, True, False, False, False]",None,339
tf.nest.map_structure,"['func', 'check_types', 'expand_composites']","['arguments', 'argument', 'tensor']","[False, False, False]",None,424
tf.nest.assert_same_structure,"['nest1', 'nest2', 'check_types', 'expand_composites']","['structure', 'structure', 'default', 'tensor']","[False, False, False, False]",None,354
tf.nest.flatten,"['structure', 'expand_composites']","['arrays', 'tensor']","[False, False]",None,286
tf.nest.pack_sequence_as,"['flat_sequence', 'expand_composites']","['sequence', 'tensor']","[False, False]",None,306
tf.nest.is_nested,['seq'],['input'],[False],None,109
tf.quantization.fake_quant_with_min_max_vars,"['inputs', 'min', 'max', 'num_bits', 'narrow_range', 'name']","['float32', 'float32', 'float32', 'defaults', 'bool', 'name']","[False, False, False, True, True, True]",None,402
tf.quantization.fake_quant_with_min_max_args_gradient,"['gradients', 'inputs', 'min', 'max', 'num_bits', 'narrow_range', 'name']","['fakequantwithminmaxargs', 'fakequantwithminmaxargs', 'float', 'float', 'defaults', 'bool', 'name']","[False, False, True, True, True, True, True]",None,197
tf.quantization.fake_quant_with_min_max_vars_per_channel,"['inputs', 'min', 'max', 'num_bits', 'narrow_range', 'name']","['float32', 'float32', 'float32', 'defaults', 'bool', 'name']","[False, False, False, True, True, True]",None,432
tf.quantization.quantize,"['input', 'min_range', 'max_range', 'name']","['float32', 'float32', 'float32', 'name']","[False, False, False, True]",None,1100
tf.quantization.dequantize,"['min_range', 'max_range', 'name']","['float32', 'float32', 'name']","[False, False, True]",None,785
tf.quantization.fake_quant_with_min_max_vars_gradient,"['gradients', 'min', 'max', 'num_bits', 'narrow_range', 'name']","['fakequantwithminmaxvars', 'float32', 'float32', 'bitwidth', 'bool', 'name']","[False, False, False, True, True, True]",None,253
tf.quantization.quantized_concat,"['concat_dim', 'values', 'input_mins', 'input_maxes', 'name']","['d', 'concat_dim', 'tensor', 'tensor', 'name']","[False, False, False, False, True]",None,274
tf.quantization.fake_quant_with_min_max_args,"['inputs', 'min', 'max', 'num_bits', 'narrow_range', 'name']","['float32', 'float', 'float', 'defaults', 'bool', 'name']","[False, True, True, True, True, True]",None,402
tf.quantization.fake_quant_with_min_max_vars_per_channel_gradient,"['min', 'max', 'num_bits', 'narrow_range', 'name']","['float32', 'float32', 'bitwidth', 'bool', 'name']","[False, False, True, True, True]",None,286
tf.quantization.quantize_and_dequantize,"['input', 'input_min', 'input_max', 'signed_input', 'num_bits', 'range_given', 'round_mode', 'name', 'narrow_range']","['tensor', 'input', 'input', 'quantization', 'bitwidth', 'input', 'float', 'name', 'bit']","[False, False, False, False, False, False, False, True, False]",None,274
tf.data.Iterator,"['iterator_resource', 'initializer', 'output_types', 'output_shapes', 'output_classes']","['iterator', 'iterator', 'component', 'component', 'component']","[False, False, False, False, False]",None,1857
tf.data.FixedLengthRecordDataset,"['filenames', 'record_bytes', 'header_bytes', 'footer_bytes', 'buffer_size', 'compression_type', 'num_parallel_reads']","['tensor', 'bytes', 'bytes', 'bytes', 'bytes', 'compression', 'None']","[False, False, True, True, True, True, True]",None,8280
tf.data.Dataset,['variant_tensor'],['tensor'],[False],None,8136
tf.data.get_output_types,['dataset_or_iterator'],['tf.data.dataset'],[False],None,120
tf.data.make_initializable_iterator,"['dataset', 'shared_name']","['tf.data.dataset', 'devices']","[False, True]",None,208
tf.data.make_one_shot_iterator,['dataset'],['tf.data.dataset'],[False],None,116
