Issue Number,Issue Title,Issue Body
111666,torch.onnx.errors.UnsupportedOperatorError: Exporting the operator 'aten::binary_cross_entropy' to ONNX opset version 14 is not supported.,"### 🚀 The feature, motivation and pitch

Unable to export ONNX model from https://github.com/xue-pai/FuxiCTR/tree/main/model_zoo/AFM. While exporting onnx it throws torch.onnx.errors.UnsupportedOperatorError: Exporting the operator 'aten::binary_cross_entropy' 

### Alternatives

_No response_

### Additional context

_No response_"
111663,[dynamo] Tracking: object identity,"### 🚀 The feature, motivation and pitch

This covers many things:
1. Tensor Identity
2. User objects identity - usual objects, enums, builtins??

Use cases
- [ ] https://github.com/pytorch/pytorch/issues/111550
- [x] https://github.com/pytorch/pytorch/issues/111556

Tensor Aliasing Methods and Obstacles
- [x] https://github.com/pytorch/pytorch/issues/111585
- [x] https://github.com/pytorch/pytorch/issues/111649
- [x] https://github.com/pytorch/pytorch/issues/111544

Overall Obstacles and Discussion
- [x] https://github.com/pytorch/pytorch/issues/111542
- [ ] https://github.com/pytorch/pytorch/issues/111562 - not sure if we want to implement non-aliasing for general objects


cc @ezyang @msaroufim @wconstab @bdhirsh @anijain2305 @zou3519 @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @aakhundov @kadeng"
111662,torch.dynamo (caching?) issues with `Optional[np.ndarray]` arguments,"### 🐛 Describe the bug

```
$ cat nonz.py 
import torch
import numpy as np

def fn(x=None):
    if x is None:
        x = np.ones(3)
    return x**2

opt_fn = torch.compile(fn)

x = np.zeros((2, 2))
print(opt_fn(x))
print(opt_fn())
```

fails with

```
$ python nonz.py 
[[0. 0.]
 [0. 0.]]
ERROR RUNNING GUARDS fn nonz.py:9
lambda L, **___kwargs_ignored:
  ___guarded_code.valid and
  ___check_global_state() and
  hasattr(__as_tensor(L['x']), '_dynamo_dynamic_indices') == False and
  utils_device.CURRENT_DEVICE == None and
  ___skip_backend_check() or ___current_backend() == ___lookup_backend(139895339872512) and
  ___check_tensors(__as_tensor(L['x']), tensor_check_names=tensor_check_names)
Traceback (most recent call last):
  File ""nonz.py"", line 20, in <module>
    print(opt_fn())
  File ""/home/ev-br/repos/pytorch/torch/_dynamo/eval_frame.py"", line 410, in _fn
    return fn(*args, **kwargs)
  File ""<string>"", line 7, in guard
RuntimeError: Could not infer dtype of NoneType
```

Curiously, exchanging the order of calls, i.e. making it 

```
print(opt_fn())
print(opt_fn(x))
```

works fine and produces the correct result. Removing the numpy from the equation --- chaging all `np.` to `torch.` also works fine and produces the correct result.

### Versions

main

cc @mruberry @rgommers @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @aakhundov @kadeng"
111655,"can not use ""import torch.nn.LayerNorm as Norm""","### 🐛 Describe the bug

Why can't I import when I want to invoke LayerNorm with the ""import torch.nn.LayerNorm as Norm"" statement.
![image](https://github.com/pytorch/pytorch/assets/108966996/542d592f-a0de-4b65-985a-b9f92afc950d)


### Versions

2.1.0"
111654,"Static Linking C++, Op not available at runtime","### 🐛 Describe the bug

When linking with static libtorch and torchvision libraries, I am able to build, but at runtime, I get an error about an `Unknown builtin op: aten::mul`. 

I have found references indicating that including <torchvision/vision.h> should cause the operators to be registered so they are linked in, but that doesn't seem to do the trick.

I've also found references indicating that forcing the linker to link the ""whole archive"" for libtorch_cpu.a should force it to include all the operators in the linked executable. I have done this, and it does overcome the problem - however, this feels a bit like a workaround, and we aren't able to use that as a long-term solution. When I link in the whole archive, the executable jumps from 87MB to 339MB.

I've also found some references suggesting calling `c10::RegisterOps`, or `torch::RegisterOps`, neither of which seem to exist.  I found both `c10::RegisterOperators` and `torch::RegisterOperators`, but calling them doesn't seem to have any effect - admittedly, I might be using them incorrectly, all I did was add a call to `torch::RegisterOperators();` which didn't cause any build errors, but did not overcome the runtime ""Unknown builtin op: aten::mul"" error.

I tried to make a minimal example:
```c++
// According to: https://github.com/pytorch/vision/#c-api
// and https://github.com/pytorch/vision/issues/2915
//  In order to get the torchvision operators registered with
//  torch (eg. for the JIT), all you need to do is to ensure
//  that you #include <torchvision/vision.h> in your project.
#include <vision.h>
#include <ATen/core/ivalue.h>
#include <fstream>
#include <torch/script.h>
#include <torch/torch.h>
#include <vector>
using namespace std;

int main(int argc, char* argv[])
{
  torch::NoGradGuard noGradGuard;

  // Load a trained model that has been converted to torchscript
  ifstream modelFile(""torchscriptModel.pt"");
  torch::jit::script::Module model;
  model = torch::jit::load(modelFile);
  modelFile.close();

  // Set model to eval mode
  model.eval();

  // Generate a random inference image
  float* imgPix = new float[100*100];
  // Normally set image pixels here, left uninitialized for minimal example

  // Convert image pixels to format required by forward
  at::Tensor imgTensor = torch::from_blob(imgPix, {100, 100, 1});
  at::Tensor imgTensorPermuted = imgTensor.permute({2, 0, 1});
  imgTensorPermuted.unsqueeze_(0);

  vector< at::Tensor > imageTensorVec;
  imageTensorVec.push_back(imgTensorPermuted);

  vector< torch::jit::IValue > inputToModel;
  inputToModel.push_back(torch::cat(imageTensorVec));

  at::Tensor forwardResult = model.forward(inputToModel).toTensor();

  delete [] imgPix;

  return 0;
}
```

To build this, I use the following command:
```
g++ minimalExample.cpp \
    -D_GLIBCXX_USE_CXX11_ABI=1 \
    -I /usr/src/vision/torchvision/csrc/ \
    -I /usr/src/pytorch/build/lib.linux-x86_64-3.8/torch/include/torch/csrc/api/include/ \
    -I /usr/src/pytorch/build/lib.linux-x86_64-3.8/torch/include/ \
    -Wl,--start-group \
       /usr/src/vision/build/libtorchvision.a \
       /usr/src/pytorch/build/lib/libc10.a \
       /usr/src/pytorch/build/lib/libtorch_cpu.a \
    -Wl,--end-group \
    /usr/src/pytorch/build/lib/libprotobuf.a \
    /usr/src/pytorch/build/lib/libfbgemm.a \
    /usr/src/pytorch/build/sleef/lib/libsleef.a \
    /usr/src/pytorch/build/lib/libasmjit.a \
    /usr/src/pytorch/build/lib/libonnx.a \
    /usr/src/pytorch/build/lib/libonnx_proto.a \
    /usr/src/pytorch/build/lib/libcpuinfo.a \
    /usr/src/pytorch/build/lib/libclog.a \
    /usr/src/pytorch/build/lib/libkineto.a \
    /usr/src/pytorch/build/lib/libnnpack.a \
    /usr/src/pytorch/build/lib/libpytorch_qnnpack.a \
    /usr/src/pytorch/build/lib/libXNNPACK.a \
    /usr/src/pytorch/build/lib/libpthreadpool.a \
    -Wl,--start-group \
       /opt/intel/oneapi/mkl/2023.2.0/lib/intel64/libmkl_tbb_thread.a \
       /opt/intel/oneapi/mkl/2023.2.0/lib/intel64/libmkl_core.a \
       /opt/intel/oneapi/mkl/2023.2.0/lib/intel64/libmkl_blacs_openmpi_lp64.a \
       /opt/intel/oneapi/mkl/2023.2.0/lib/intel64/libmkl_intel_lp64.a \
       /usr/src/onetbb_installed/lib64/libtbb.a \
    -Wl,--end-group \
    /usr/local/lib/libompitrace.a \
    /usr/local/lib/libmpi.a \
    /usr/local/lib/libopen-rte.a \
    /usr/local/lib/libopen-pal.a \
    /usr/local/lib/libz.a \
    /usr/lib64/libc_nonshared.a \
    -lrt \
    -ldl \
    -fopenmp \
    -pthread \
    -o minimalExample.exe
```

As I said, this will build successfully, but it does give a warning when building:
```
/usr/src/vision/torchvision/csrc/vision.h:10:40: warning: ‘_register_ops’ initialized and declared ‘extern’
 extern ""C"" VISION_INLINE_VARIABLE auto _register_ops = &cuda_version;
                                        ^~~~~~~~~~~~~
```

When I run the executable, though, I get the following error:
```
$ ./minimalExample.exe 
terminate called after throwing an instance of 'torch::jit::ErrorReport'
  what():  
Unknown builtin op: aten::mul.
Could not find any similar ops to aten::mul. This op may not exist or may not be currently supported in TorchScript.
:
  File ""<string>"", line 3

def mul(a : float, b : Tensor) -> Tensor:
  return b * a
         ~~~~~ <--- HERE
def add(a : float, b : Tensor) -> Tensor:
  return b + a
'mul' is being compiled since it was called from 'full_out_0_4'
  File ""<string>"", line 3

def full_out_0_4(size:List[int], fill_value:number, *, out:Tensor) -> Tensor:
  return torch.full(size, fill_value, out=out)
                                          ~~~ <--- HERE

Abort (core dumped)
```

The minimal example runs as expected, without error, if I link the `libtorch_cpu.a` whole archive, by changing the corresponding line in the build command to:
```
    -Wl,--start-group \
       /usr/src/vision/build/libtorchvision.a \
       /usr/src/pytorch/build/lib/libc10.a \
       -Wl,--whole-archive /usr/src/pytorch/build/lib/libtorch_cpu.a -Wl,--no-whole-arhive \
    -Wl,--end-group \
```

but as I said, the size of the executable jumps way higher, and seems like overkill.

I wasn't sure if this should be a forum post or an issue report, but given that I thought the include of <vision.h> was supposed to manage this, it felt more like an issue report to me.

### Versions

I'm not sure this is especially valuable in this situation.  The example is running on an old OS with CPU-only support.  The conversion to torchscript was done on a more modern machine with python and pytorch installed, but the machine I am running on is a severely stripped-down machine without python at all.

If I run the minimalExample.exe on the modern machine, it performs the same way though (i.e. errors at runtime without the whole-archive stuff, but runs successfully with the whole-archive stuff).  So, here's the env for that machine in case its helpful:

```
Collecting environment information...
PyTorch version: 1.13.0a0+git7c98e70
Is debug build: False
CUDA used to build PyTorch: 11.8
ROCM used to build PyTorch: N/A

OS: Ubuntu 20.04.6 LTS (x86_64)
GCC version: (Ubuntu 9.4.0-1ubuntu1~20.04.2) 9.4.0
Clang version: Could not collect
CMake version: version 3.16.3
Libc version: glibc-2.31

Python version: 3.8.10 (default, May 26 2023, 14:05:08)  [GCC 9.4.0] (64-bit runtime)
Python platform: Linux-5.4.0-1024-fips-x86_64-with-glibc2.29
Is CUDA available: True
CUDA runtime version: 11.8.89
CUDA_MODULE_LOADING set to: LAZY
GPU models and configuration: 
GPU 0: NVIDIA RTX 6000 Ada Generation
GPU 1: NVIDIA RTX 6000 Ada Generation
GPU 2: NVIDIA RTX 6000 Ada Generation

Nvidia driver version: 535.98
cuDNN version: Probably one of the following:
/usr/local/cuda-11.8/targets/x86_64-linux/lib/libcudnn.so.8
/usr/local/cuda-11.8/targets/x86_64-linux/lib/libcudnn_adv_infer.so.8
/usr/local/cuda-11.8/targets/x86_64-linux/lib/libcudnn_adv_train.so.8
/usr/local/cuda-11.8/targets/x86_64-linux/lib/libcudnn_cnn_infer.so.8
/usr/local/cuda-11.8/targets/x86_64-linux/lib/libcudnn_cnn_train.so.8
/usr/local/cuda-11.8/targets/x86_64-linux/lib/libcudnn_ops_infer.so.8
/usr/local/cuda-11.8/targets/x86_64-linux/lib/libcudnn_ops_train.so.8
HIP runtime version: N/A
MIOpen runtime version: N/A
Is XNNPACK available: True

CPU:
Architecture:                    x86_64
CPU op-mode(s):                  32-bit, 64-bit
Byte Order:                      Little Endian
Address sizes:                   46 bits physical, 57 bits virtual
CPU(s):                          72
On-line CPU(s) list:             0-71
Thread(s) per core:              2
Core(s) per socket:              18
Socket(s):                       2
NUMA node(s):                    2
Vendor ID:                       GenuineIntel
CPU family:                      6
Model:                           106
Model name:                      Intel(R) Xeon(R) Gold 6354 CPU @ 3.00GHz
Stepping:                        6
Frequency boost:                 enabled
CPU MHz:                         804.039
CPU max MHz:                     3600.0000
CPU min MHz:                     800.0000
BogoMIPS:                        6000.00
Virtualization:                  VT-x
L1d cache:                       1.7 MiB
L1i cache:                       1.1 MiB
L2 cache:                        45 MiB
L3 cache:                        78 MiB
NUMA node0 CPU(s):               0-17,36-53
NUMA node1 CPU(s):               18-35,54-71
Vulnerability Itlb multihit:     Not affected
Vulnerability L1tf:              Not affected
Vulnerability Mds:               Not affected
Vulnerability Meltdown:          Not affected
Vulnerability Spec store bypass: Mitigation; Speculative Store Bypass disabled via prctl and seccomp
Vulnerability Spectre v1:        Mitigation; usercopy/swapgs barriers and __user pointer sanitization
Vulnerability Spectre v2:        Mitigation; Enhanced IBRS, IBPB conditional, RSB filling
Vulnerability Srbds:             Not affected
Vulnerability Tsx async abort:   Not affected
Flags:                           fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush dts acpi mmx fxsr sse sse2 ss ht tm pbe syscall nx pdpe1gb rdtscp lm constant_tsc art arch_perfmon pebs bts rep_good nopl xtopology nonstop_tsc cpuid aperfmperf pni pclmulqdq dtes64 monitor ds_cpl vmx smx est tm2 ssse3 sdbg fma cx16 xtpr pdcm pcid dca sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand lahf_lm abm 3dnowprefetch cpuid_fault epb cat_l3 invpcid_single ssbd mba ibrs ibpb stibp ibrs_enhanced tpr_shadow vnmi flexpriority ept vpid ept_ad fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid cqm rdt_a avx512f avx512dq rdseed adx smap avx512ifma clflushopt clwb intel_pt avx512cd sha_ni avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves cqm_llc cqm_occup_llc cqm_mbm_total cqm_mbm_local wbnoinvd dtherm ida arat pln pts avx512vbmi umip pku ospke avx512_vbmi2 gfni vaes vpclmulqdq avx512_vnni avx512_bitalg tme avx512_vpopcntdq rdpid md_clear pconfig flush_l1d arch_capabilities

Versions of relevant libraries:
[pip3] numpy==1.17.4
[pip3] torch==1.13.0a0+git7c98e70
[pip3] torchvision==0.14.0a0+5ce4506
[conda] Could not collect
```

cc @malfet @seemethere @jbschlosser @datumbox @vfdev-5 @pmeier"
111652,Tensor -> scalar dunders graph break under dynamo,"### 🐛 Describe the bug

Compiling `int(torch.ones(1))` incurs a graph break, while `len(torch.ones(1)` does not.

Repro:

```
$ cat dunder.py 
import torch
import numpy as np

def fn(x):
    return int(x)

opt_fn = torch.compile(fn)
x = torch.empty(1)
r = opt_fn(x)
print(r, type(r))
```

results in 

```
$ TORCH_LOGS=""graph_breaks"" python dunder.py 
[2023-10-20 17:55:43,251] [0/0] torch._dynamo.symbolic_convert.__graph_breaks: [DEBUG] Graph break: call_function BuiltinVariable(int) [TensorVariable()] {} from user code at:
[2023-10-20 17:55:43,251] [0/0] torch._dynamo.symbolic_convert.__graph_breaks: [DEBUG]   File ""dunder.py"", line 5, in fn
[2023-10-20 17:55:43,251] [0/0] torch._dynamo.symbolic_convert.__graph_breaks: [DEBUG]     return int(x)
[2023-10-20 17:55:43,251] [0/0] torch._dynamo.symbolic_convert.__graph_breaks: [DEBUG] 
0 <class 'int'>
```

Replacing `int` with `len` does work: it is dispatched to `TensorVariable.call_method`, which special-cases `__len__`. For `int(tensor)` though,  `call_method` is not called.


### Versions

main

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @aakhundov @kadeng"
111651,DISABLED test_meta_outplace_fft_ifft_cpu_int64 (__main__.TestMetaCPU),"Platforms: dynamo

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_meta_outplace_fft_ifft_cpu_int64&suite=TestMetaCPU) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/17893852781).

Over the past 3 hours, it has been determined flaky in 2 workflow(s) with 6 failures and 2 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_meta_outplace_fft_ifft_cpu_int64`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `test_meta.py`

cc @ezyang @mruberry @Lezcano @peterbell10 @msaroufim @wconstab @bdhirsh @anijain2305 @zou3519"
111650,FSDP CPU Offload + fp16 + sharded grad scaler crash / hang,"### 🐛 Describe the bug

I get the following when running the above combination:

```
ERROR:aiplatform.error_reporting.error_reporting:Exception Found: Could not run 'ate     n::_amp_foreach_non_finite_check_and_unscale_' with arguments from the 'CPU' backend     . This could be because the operator doesn't exist for this backend, or was omitted      during the selective/custom build process (if using custom build). If you are a Face     book employee using PyTorch on mobile, please visit https://fburl.com/ptmfixes for p     ossible resolutions. 'aten::_amp_foreach_non_finite_check_and_unscale_' is only avai     lable for these backends: [CUDA, Meta, BackendSelect, Python, FuncTorchDynamicLayerB     ackMode, Functionalize, Named, Conjugate, Negative, ZeroTensor, ADInplaceOrView, Aut     ogradOther, AutogradCPU, AutogradCUDA, AutogradHIP, AutogradXLA, AutogradMPS, Autogr     adIPU, AutogradXPU, AutogradHPU, AutogradVE, AutogradLazy, AutogradMTIA, AutogradPri     vateUse1, AutogradPrivateUse2, AutogradPrivateUse3, AutogradMeta, AutogradNestedTens     or, Tracer, AutocastCPU, AutocastCUDA, FuncTorchBatched, BatchedNestedTensor, FuncTo     rchVmapMode, Batched, VmapMode, FuncTorchGradWrapper, PythonTLSSnapshot, FuncTorchDy     namicLayerFrontMode, PreDispatch, PythonDispatcher].
```

in my case, the error seems to be reported but the job doesn't crash and just hangs, which is interesting and might be related to other collectives going on?

### Versions

main

cc @mrshenli @pritamdamania87 @zhaojuanmao @satgera @gqchen @aazzolini @osalpekar @jiayisuse @H-Huang @kwen2501 @awgu @penguinwu @fegin"
111649,[dynamo] higher-order ops do not preserve `FakeTensor` for in-place ops,"### 🐛 Describe the bug

```python
def fn(z):
    x = z.clone()
    y = torch.vmap(torch.Tensor.acos_)(x)
    # y's fake tensor is not x's fake tensor in terms of pyobjects
    return y is x

fn_opt = torch.compile(backend=""eager"", fullgraph=True, dynamic=True)(fn)

z = torch.ones(4, 1)

self.assertEqual(fn(z), fn_opt(z))
```

### Solution
Not sure if this is a bug. But ideally, we should not expect x's fake tensor to be different from y's, as then it can be a method to preserve object identity throughout recursive calls to FX.

One possible way to do this might be to reuse the FakeTensor from the inputs when doing fx tracing for higher order ops.
 
However, if it is unavoidable (e.g. as a result of fx tracing requirements), another solution is simply to propagate the storage of the original fake tensor to the higher order op fake tensor.

### Versions

main

cc @eellison @zou3519 @Chillee @samdow @kshitij12345 @janeyx99 @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @aakhundov @kadeng"
111648,FSDP: clean names for use_orig_params?,"### 🚀 The feature, motivation and pitch

When use_orig_params=True, I still get names that are prefixed with `_fsdp_wrapped_module` at each nested level. Wonder if we should just strip out the `_fsdp_wrapped_module` and return the exact original local names. 

### Alternatives

_No response_

### Additional context

_No response_

cc @mrshenli @pritamdamania87 @zhaojuanmao @satgera @gqchen @aazzolini @osalpekar @jiayisuse @H-Huang @kwen2501 @awgu @penguinwu @fegin"
